,timestamp,MpKrakBujaka-PM10-1g,Weather,Temp(C),Wind(m/s),Direction(deg),Humidity,Barometer(mbar),PM10_Forecast_3h,PM10_Forecast_8h,PM10_Forecast_12h
0,2017-01-01 01:00:00,392.42800000000005,Ice fog.,-6.0,1.0,0.0,0.93,10.24,191.82,153.049,81.3565
1,2017-01-01 02:00:00,258.66700000000003,Ice fog.,-7.0,2.0,190.0,0.93,10.24,187.663,127.63,68.4491
2,2017-01-01 03:00:00,211.76,Ice fog.,-4.0,3.0,200.0,0.8,10.23,183.347,119.89,83.1521
3,2017-01-01 04:00:00,191.82,Ice fog.,-7.0,3.0,210.0,0.86,10.22,153.062,108.161,114.037
4,2017-01-01 05:00:00,187.663,Ice fog.,-6.0,3.0,200.0,0.8,10.22,148.309,81.3565,154.226
5,2017-01-01 06:00:00,183.347,Ice fog.,-7.0,2.0,190.0,0.86,10.22,153.049,68.4491,187.882
6,2017-01-01 07:00:00,153.062,Ice fog.,-8.0,3.0,210.0,0.86,10.21,127.63,83.1521,212.48
7,2017-01-01 08:00:00,148.309,Ice fog.,-8.0,1.0,0.0,0.93,10.21,119.89,114.037,223.324
8,2017-01-01 09:00:00,153.049,Ice fog.,-6.0,2.0,200.0,0.86,10.21,108.161,154.226,255.901
9,2017-01-01 10:00:00,127.63,Ice fog.,-3.0,2.0,200.0,0.74,10.21,81.3565,187.882,219.527
10,2017-01-01 11:00:00,119.89,Ice fog.,0.0,2.0,210.0,0.64,10.2,68.4491,212.48,152.65
11,2017-01-01 12:00:00,108.161,Clear.,2.0,3.0,180.0,0.56,10.19,83.1521,223.324,121.743
12,2017-01-01 13:00:00,81.3565,Sunny.,5.0,5.0,220.0,0.39,10.18,114.037,255.901,121.301
13,2017-01-01 14:00:00,68.4491,Sunny.,4.0,4.0,210.0,0.45,10.18,154.226,219.527,111.391
14,2017-01-01 15:00:00,83.1521,Clear.,2.0,3.0,190.0,0.56,10.17,187.882,152.65,110.515
15,2017-01-01 16:00:00,114.037,Haze.,-1.0,2.0,200.0,0.69,10.17,212.48,121.743,104.794
16,2017-01-01 17:00:00,154.226,Ice fog.,-2.0,2.0,270.0,0.74,10.17,223.324,121.301,122.24
17,2017-01-01 18:00:00,187.882,Ice fog.,-3.0,1.0,0.0,0.74,10.16,255.901,111.391,122.438
18,2017-01-01 19:00:00,212.48,Ice fog.,-4.0,2.0,200.0,0.8,10.16,219.527,110.515,136.115
19,2017-01-01 20:00:00,223.324,Ice fog.,-7.0,3.0,220.0,0.86,10.16,152.65,104.794,108.128
20,2017-01-01 21:00:00,255.901,Ice fog.,-6.0,2.0,240.0,0.8,10.16,121.743,122.24,95.5802
21,2017-01-01 22:00:00,219.527,Ice fog.,-6.0,2.0,200.0,0.86,10.16,121.301,122.438,95.9938
22,2017-01-01 23:00:00,152.65,Ice fog.,-6.0,2.0,200.0,0.8,10.15,111.391,136.115,83.9729
23,2017-01-02 00:00:00,121.743,Ice fog.,-7.0,3.0,200.0,0.79,10.15,110.515,108.128,79.7861
24,2017-01-02 01:00:00,121.301,Ice fog.,-6.0,1.0,0.0,0.86,10.14,104.794,95.5802,60.5615
25,2017-01-02 02:00:00,111.391,Ice fog.,-7.0,2.0,230.0,0.93,10.14,122.24,95.9938,50.7763
26,2017-01-02 03:00:00,110.515,Ice fog.,-7.0,2.0,220.0,0.93,10.13,122.438,83.9729,46.9894
27,2017-01-02 04:00:00,104.794,Ice fog.,-7.0,2.0,250.0,0.93,10.13,136.115,79.7861,48.4465
28,2017-01-02 05:00:00,122.24,Ice fog.,-8.0,1.0,0.0,0.86,10.12,108.128,60.5615,48.7258
29,2017-01-02 06:00:00,122.438,Ice fog.,-6.0,3.0,220.0,0.86,10.12,95.5802,50.7763,42.4466
30,2017-01-02 07:00:00,136.115,Clear.,-5.0,3.0,210.0,0.74,10.12,95.9938,46.9894,44.0408
31,2017-01-02 08:00:00,108.128,Sunny.,0.0,8.0,260.0,0.64,10.12,83.9729,48.4465,49.2543
32,2017-01-02 09:00:00,95.5802,Sunny.,0.0,10.0,250.0,0.64,10.13,79.7861,48.7258,50.3724
33,2017-01-02 10:00:00,95.9938,Partly sunny.,1.0,8.0,260.0,0.6,10.12,60.5615,42.4466,52.4611
34,2017-01-02 11:00:00,83.9729,Partly sunny.,1.0,8.0,250.0,0.65,10.12,50.7763,44.0408,46.3961
35,2017-01-02 12:00:00,79.7861,Partly sunny.,1.0,7.0,260.0,0.65,10.12,46.9894,49.2543,52.0273
36,2017-01-02 13:00:00,60.5615,Partly sunny.,1.0,7.0,250.0,0.65,10.12,48.4465,50.3724,53.2988
37,2017-01-02 14:00:00,50.7763,Light snow. Ice fog.,-1.0,6.0,250.0,0.86,10.12,48.7258,52.4611,57.6759
38,2017-01-02 15:00:00,46.9894,Light snow. Ice fog.,-1.0,5.0,250.0,0.86,10.12,42.4466,46.3961,55.3449
39,2017-01-02 16:00:00,48.4465,Light snow. Ice fog.,-1.0,4.0,230.0,0.93,10.12,44.0408,52.0273,59.9007
40,2017-01-02 17:00:00,48.7258,Snow. Ice fog.,-1.0,6.0,250.0,0.93,10.12,49.2543,53.2988,42.6707
41,2017-01-02 18:00:00,42.4466,Light snow. Ice fog.,-2.0,7.0,240.0,0.93,10.13,50.3724,57.6759,54.0666
42,2017-01-02 19:00:00,44.0408,Light snow. Ice fog.,-2.0,6.0,240.0,0.93,10.13,52.4611,55.3449,46.4552
43,2017-01-02 20:00:00,49.2543,Light snow. Ice fog.,-2.0,5.0,240.0,0.93,10.14,46.3961,59.9007,39.0024
44,2017-01-02 21:00:00,50.3724,Light snow. Ice fog.,-2.0,5.0,230.0,0.93,10.15,52.0273,42.6707,53.0996
45,2017-01-02 22:00:00,52.4611,Light snow. Ice fog.,-2.0,6.0,230.0,0.93,10.15,53.2988,54.0666,40.3312
46,2017-01-02 23:00:00,46.3961,Light snow. Ice fog.,-1.0,6.0,240.0,0.86,10.15,57.6759,46.4552,54.3447
47,2017-01-03 00:00:00,52.0273,Light snow. Passing clouds.,-1.0,6.0,260.0,0.86,10.16,55.3449,39.0024,35.8939
48,2017-01-03 01:00:00,53.2988,Light snow. Partly cloudy.,-1.0,6.0,240.0,0.86,10.16,59.9007,53.0996,32.8015
49,2017-01-03 02:00:00,57.6759,Partly cloudy.,-2.0,5.0,260.0,0.86,10.17,42.6707,40.3312,28.4947
50,2017-01-03 03:00:00,55.3449,Passing clouds.,-2.0,4.0,250.0,0.86,10.17,54.0666,54.3447,30.4918
51,2017-01-03 04:00:00,59.9007,Ice fog.,-2.0,5.0,230.0,0.86,10.17,46.4552,35.8939,24.7437
52,2017-01-03 05:00:00,42.6707,Ice fog.,-3.0,4.0,240.0,0.93,10.17,39.0024,32.8015,25.4123
53,2017-01-03 06:00:00,54.0666,Ice fog.,-3.0,5.0,200.0,0.93,10.17,53.0996,28.4947,47.1855
54,2017-01-03 07:00:00,46.4552,Ice fog.,-3.0,5.0,220.0,0.93,10.17,40.3312,30.4918,25.0785
55,2017-01-03 08:00:00,39.0024,Ice fog.,-5.0,3.0,230.0,0.93,10.17,54.3447,24.7437,30.4245
56,2017-01-03 09:00:00,53.0996,Ice fog.,-4.0,3.0,200.0,0.86,10.17,35.8939,25.4123,21.7357
57,2017-01-03 10:00:00,40.3312,Light snow. Ice fog.,-2.0,6.0,250.0,0.86,10.17,32.8015,47.1855,22.9479
58,2017-01-03 11:00:00,54.3447,Partly sunny.,-1.0,6.0,230.0,0.86,10.16,28.4947,25.0785,17.5693
59,2017-01-03 12:00:00,35.8939,Ice fog.,-1.0,8.0,240.0,0.86,10.16,30.4918,30.4245,14.1229
60,2017-01-03 13:00:00,32.8015,Broken clouds.,-1.0,8.0,230.0,0.86,10.15,24.7437,21.7357,13.2392
61,2017-01-03 14:00:00,28.4947,Snow flurries. Broken clouds.,-1.0,7.0,240.0,0.93,10.15,25.4123,22.9479,15.6685
62,2017-01-03 15:00:00,30.4918,Snow flurries. Broken clouds.,-1.0,8.0,240.0,0.93,10.15,47.1855,17.5693,15.8523
63,2017-01-03 16:00:00,24.7437,Light snow. Ice fog.,-1.0,8.0,240.0,0.93,10.14,25.0785,14.1229,12.0196
64,2017-01-03 17:00:00,25.4123,Snow. Partly cloudy.,0.0,8.0,240.0,0.87,10.14,30.4245,13.2392,7.76082
65,2017-01-03 18:00:00,47.1855,Light snow. Partly cloudy.,0.0,8.0,230.0,0.87,10.13,21.7357,15.6685,7.904260000000002
66,2017-01-03 19:00:00,25.0785,Passing clouds.,0.0,9.0,240.0,0.87,10.13,22.9479,15.8523,10.0692
67,2017-01-03 20:00:00,30.4245,Passing clouds.,0.0,10.0,230.0,0.8,10.12,17.5693,12.0196,13.7717
68,2017-01-03 21:00:00,21.7357,Light snow. Passing clouds.,1.0,12.0,240.0,0.81,10.11,14.1229,7.76082,13.2727
69,2017-01-03 22:00:00,22.9479,Light snow. Passing clouds.,1.0,11.0,230.0,0.81,10.1,13.2392,7.904260000000002,12.5132
70,2017-01-03 23:00:00,17.5693,Snow. Passing clouds.,1.0,11.0,230.0,0.81,10.09,15.6685,10.0692,17.0814
71,2017-01-04 00:00:00,14.1229,Passing clouds.,1.0,9.0,220.0,0.81,10.07,15.8523,13.7717,16.8483
72,2017-01-04 01:00:00,13.2392,Light snow. Passing clouds.,0.0,9.0,210.0,0.87,10.06,12.0196,13.2727,12.922
73,2017-01-04 02:00:00,15.6685,Light snow. Passing clouds.,0.0,7.0,220.0,0.8,10.05,7.76082,12.5132,13.241
74,2017-01-04 03:00:00,15.8523,Light snow. Passing clouds.,1.0,11.0,230.0,0.75,10.04,7.904260000000002,17.0814,15.7422
75,2017-01-04 04:00:00,12.0196,Snow. Passing clouds.,0.0,8.0,220.0,0.87,10.02,10.0692,16.8483,17.276
76,2017-01-04 05:00:00,7.76082,Heavy snow. Partly cloudy.,-1.0,8.0,220.0,1.0,10.01,13.7717,12.922,16.7687
77,2017-01-04 06:00:00,7.904260000000002,Snow. Passing clouds.,-1.0,9.0,220.0,1.0,10.0,13.2727,13.241,20.5379
78,2017-01-04 07:00:00,10.0692,Light snow. Passing clouds.,0.0,10.0,230.0,0.93,9.99,12.5132,15.7422,17.4634
79,2017-01-04 08:00:00,13.7717,Snow. Partly sunny.,1.0,9.0,230.0,0.81,9.99,17.0814,17.276,16.3069
80,2017-01-04 09:00:00,13.2727,Light snow. Partly sunny.,2.0,12.0,230.0,0.75,9.98,16.8483,16.7687,25.6709
81,2017-01-04 10:00:00,12.5132,Light snow. Partly sunny.,2.0,11.0,240.0,0.81,9.98,12.922,20.5379,20.8552
82,2017-01-04 11:00:00,17.0814,Light snow. Partly sunny.,1.0,11.0,240.0,0.87,9.98,13.241,17.4634,17.2467
83,2017-01-04 12:00:00,16.8483,Scattered clouds.,2.0,11.0,240.0,0.75,9.97,15.7422,16.3069,17.7984
84,2017-01-04 13:00:00,12.922,Scattered clouds.,2.0,12.0,230.0,0.75,9.97,17.276,25.6709,13.7026
85,2017-01-04 14:00:00,13.241,Partly sunny.,2.0,11.0,230.0,0.75,9.96,16.7687,20.8552,10.8031
86,2017-01-04 15:00:00,15.7422,Partly sunny.,2.0,9.0,230.0,0.81,9.96,20.5379,17.2467,8.898819999999997
87,2017-01-04 16:00:00,17.276,Snow flurries. Partly cloudy.,2.0,10.0,240.0,0.75,9.96,17.4634,17.7984,7.794
88,2017-01-04 17:00:00,16.7687,Snow flurries. Partly cloudy.,2.0,13.0,250.0,0.75,9.95,16.3069,13.7026,16.3357
89,2017-01-04 18:00:00,20.5379,Light snow. Passing clouds.,2.0,12.0,240.0,0.75,9.95,25.6709,10.8031,12.4337
90,2017-01-04 19:00:00,17.4634,Snow flurries. Ice fog.,0.0,11.0,240.0,1.0,9.96,20.8552,8.898819999999997,13.4907
91,2017-01-04 20:00:00,16.3069,Heavy snow. Ice fog.,0.0,11.0,260.0,0.93,9.96,17.2467,7.794,17.4463
92,2017-01-04 21:00:00,25.6709,Snow flurries. Passing clouds.,0.0,9.0,260.0,0.93,9.97,17.7984,16.3357,26.9422
93,2017-01-04 22:00:00,20.8552,Passing clouds.,1.0,10.0,260.0,0.81,9.98,13.7026,12.4337,18.4817
94,2017-01-04 23:00:00,17.2467,Passing clouds.,0.0,8.0,270.0,0.75,10.0,10.8031,13.4907,12.6169
95,2017-01-05 00:00:00,17.7984,Passing clouds.,0.0,8.0,270.0,0.8,10.0,8.898819999999997,17.4463,12.0136
96,2017-01-05 01:00:00,13.7026,Passing clouds.,0.0,9.0,260.0,0.75,10.01,7.794,26.9422,13.4811
97,2017-01-05 02:00:00,10.8031,Passing clouds.,0.0,8.0,270.0,0.69,10.02,16.3357,18.4817,22.9738
98,2017-01-05 03:00:00,8.898819999999997,Snow flurries. Passing clouds.,-1.0,7.0,270.0,0.8,10.03,12.4337,12.6169,15.0003
99,2017-01-05 04:00:00,7.794,Light snow. Passing clouds.,-1.0,7.0,260.0,0.75,10.04,13.4907,12.0136,22.2938
100,2017-01-05 05:00:00,16.3357,Light snow. Passing clouds.,-2.0,8.0,280.0,0.8,10.04,17.4463,13.4811,29.6901
101,2017-01-05 06:00:00,12.4337,Light snow. Passing clouds.,-2.0,6.0,280.0,0.74,10.05,26.9422,22.9738,29.2533
102,2017-01-05 07:00:00,13.4907,Snow. Passing clouds.,-3.0,7.0,300.0,0.86,10.07,18.4817,15.0003,28.8922
103,2017-01-05 08:00:00,17.4463,Light snow. Partly sunny.,-4.0,8.0,320.0,0.8,10.08,12.6169,22.2938,31.9611
104,2017-01-05 09:00:00,26.9422,Light snow. Partly sunny.,-4.0,6.0,330.0,0.74,10.11,12.0136,29.6901,25.6623
105,2017-01-05 10:00:00,18.4817,Light snow. Partly sunny.,-5.0,6.0,320.0,0.74,10.13,13.4811,29.2533,23.7044
106,2017-01-05 11:00:00,12.6169,Light snow. Broken clouds.,-5.0,7.0,340.0,0.68,10.14,22.9738,28.8922,18.0824
107,2017-01-05 12:00:00,12.0136,Scattered clouds.,-5.0,7.0,330.0,0.63,10.15,15.0003,31.9611,17.5804
108,2017-01-05 13:00:00,13.4811,Scattered clouds.,-5.0,8.0,310.0,0.68,10.16,22.2938,25.6623,16.294
109,2017-01-05 14:00:00,22.9738,Passing clouds.,-5.0,6.0,310.0,0.58,10.17,29.6901,23.7044,17.775
110,2017-01-05 15:00:00,15.0003,Passing clouds.,-5.0,5.0,320.0,0.58,10.19,29.2533,18.0824,20.1493
111,2017-01-05 16:00:00,22.2938,Passing clouds.,-6.0,3.0,320.0,0.63,10.2,28.8922,17.5804,18.3909
112,2017-01-05 17:00:00,29.6901,Passing clouds.,-6.0,2.0,330.0,0.63,10.21,31.9611,16.294,12.8993
113,2017-01-05 18:00:00,29.2533,Passing clouds.,-7.0,3.0,320.0,0.63,10.22,25.6623,17.775,14.1802
114,2017-01-05 19:00:00,28.8922,Passing clouds.,-8.0,3.0,290.0,0.68,10.23,23.7044,20.1493,19.0255
115,2017-01-05 20:00:00,31.9611,Passing clouds.,-8.0,4.0,330.0,0.68,10.24,18.0824,18.3909,20.9351
116,2017-01-05 21:00:00,25.6623,Partly cloudy.,-8.0,3.0,320.0,0.68,10.25,17.5804,12.8993,23.3697
117,2017-01-05 22:00:00,23.7044,Light snow. Passing clouds.,-8.0,3.0,10.0,0.68,10.25,16.294,14.1802,23.1069
118,2017-01-05 23:00:00,18.0824,Light snow. Partly cloudy.,-9.0,5.0,350.0,0.67,10.26,17.775,19.0255,23.5894
119,2017-01-06 00:00:00,17.5804,Light snow. Passing clouds.,-10.0,4.0,340.0,0.67,10.27,20.1493,20.9351,30.9869
120,2017-01-06 01:00:00,16.294,Passing clouds.,-10.0,3.0,340.0,0.67,10.28,18.3909,23.3697,15.8146
121,2017-01-06 02:00:00,17.775,Passing clouds.,-11.0,5.0,320.0,0.67,10.28,12.8993,23.1069,20.6173
122,2017-01-06 03:00:00,20.1493,Light snow. Partly cloudy.,-11.0,6.0,320.0,0.67,10.29,14.1802,23.5894,34.0361
123,2017-01-06 04:00:00,18.3909,Passing clouds.,-12.0,5.0,340.0,0.67,10.29,19.0255,30.9869,32.2522
124,2017-01-06 05:00:00,12.8993,Passing clouds.,-13.0,3.0,330.0,0.72,10.3,20.9351,15.8146,35.579
125,2017-01-06 06:00:00,14.1802,Passing clouds.,-13.0,5.0,340.0,0.72,10.3,23.3697,20.6173,41.1493
126,2017-01-06 07:00:00,19.0255,Passing clouds.,-14.0,2.0,330.0,0.78,10.31,23.1069,34.0361,39.9274
127,2017-01-06 08:00:00,20.9351,Passing clouds.,-14.0,2.0,200.0,0.72,10.32,23.5894,32.2522,46.4165
128,2017-01-06 09:00:00,23.3697,Scattered clouds.,-15.0,2.0,300.0,0.78,10.32,30.9869,35.579,44.6549
129,2017-01-06 10:00:00,23.1069,Light snow. Partly sunny.,-13.0,2.0,300.0,0.72,10.33,15.8146,41.1493,56.2275
130,2017-01-06 11:00:00,23.5894,Light snow. Partly sunny.,-12.0,3.0,350.0,0.67,10.33,20.6173,39.9274,89.4879
131,2017-01-06 12:00:00,30.9869,Light snow. Partly sunny.,-12.0,4.0,340.0,0.67,10.33,34.0361,46.4165,89.5624
132,2017-01-06 13:00:00,15.8146,Partly sunny.,-12.0,2.0,340.0,0.67,10.32,32.2522,44.6549,120.531
133,2017-01-06 14:00:00,20.6173,Scattered clouds.,-12.0,4.0,330.0,0.61,10.33,35.579,56.2275,122.873
134,2017-01-06 15:00:00,34.0361,Passing clouds.,-12.0,4.0,340.0,0.56,10.33,41.1493,89.4879,143.547
135,2017-01-06 16:00:00,32.2522,Passing clouds.,-13.0,3.0,340.0,0.61,10.34,39.9274,89.5624,154.082
136,2017-01-06 17:00:00,35.579,Passing clouds.,-14.0,2.0,0.0,0.66,10.34,46.4165,120.531,143.94299999999996
137,2017-01-06 18:00:00,41.1493,Passing clouds.,-14.0,1.0,0.0,0.66,10.34,44.6549,122.873,153.809
138,2017-01-06 19:00:00,39.9274,Passing clouds.,-15.0,1.0,0.0,0.72,10.34,56.2275,143.547,227.267
139,2017-01-06 20:00:00,46.4165,Passing clouds.,-18.0,2.0,260.0,0.78,10.35,89.4879,154.082,189.424
140,2017-01-06 21:00:00,44.6549,Ice fog.,-18.0,1.0,0.0,0.84,10.34,89.5624,143.94299999999996,184.439
141,2017-01-06 22:00:00,56.2275,Clear.,-18.0,1.0,0.0,0.78,10.35,120.531,153.809,167.68200000000004
142,2017-01-06 23:00:00,89.4879,Clear.,-18.0,2.0,290.0,0.78,10.35,122.873,227.267,160.58100000000005
143,2017-01-07 00:00:00,89.5624,Clear.,-19.0,2.0,250.0,0.84,10.35,143.547,189.424,93.7513
144,2017-01-07 01:00:00,120.531,Ice fog.,-20.0,1.0,280.0,0.84,10.35,154.082,184.439,75.2014
145,2017-01-07 02:00:00,122.873,Ice fog.,-21.0,3.0,310.0,0.77,10.34,143.94299999999996,167.68200000000004,106.533
146,2017-01-07 03:00:00,143.547,Ice fog.,-22.0,2.0,270.0,0.84,10.34,153.809,160.58100000000005,86.3726
147,2017-01-07 04:00:00,154.082,Ice fog.,-22.0,1.0,0.0,0.84,10.34,227.267,93.7513,88.2602
148,2017-01-07 05:00:00,143.94299999999996,Ice fog.,-21.0,2.0,240.0,0.84,10.34,189.424,75.2014,116.064
149,2017-01-07 06:00:00,153.809,Ice fog.,-23.0,3.0,230.0,0.84,10.34,184.439,106.533,133.21200000000002
150,2017-01-07 07:00:00,227.267,Ice fog.,-22.0,1.0,0.0,0.77,10.34,167.68200000000004,86.3726,172.05900000000003
151,2017-01-07 08:00:00,189.424,Ice fog.,-23.0,2.0,300.0,0.77,10.34,160.58100000000005,88.2602,178.94099999999997
152,2017-01-07 09:00:00,184.439,Ice fog.,-21.0,2.0,140.0,0.77,10.34,93.7513,116.064,226.141
153,2017-01-07 10:00:00,167.68200000000004,Ice fog.,-18.0,4.0,280.0,0.78,10.34,75.2014,133.21200000000002,267.445
154,2017-01-07 11:00:00,160.58100000000005,Clear.,-17.0,2.0,260.0,0.71,10.34,106.533,172.05900000000003,293.694
155,2017-01-07 12:00:00,93.7513,Scattered clouds.,-16.0,4.0,220.0,0.72,10.33,86.3726,178.94099999999997,310.996
156,2017-01-07 13:00:00,75.2014,Scattered clouds.,-16.0,4.0,240.0,0.72,10.32,88.2602,226.141,323.213
157,2017-01-07 14:00:00,106.533,Passing clouds.,-16.0,5.0,230.0,0.78,10.32,116.064,267.445,258.949
158,2017-01-07 15:00:00,86.3726,Scattered clouds.,-16.0,5.0,230.0,0.78,10.31,133.21200000000002,293.694,248.044
159,2017-01-07 16:00:00,88.2602,Ice fog.,-16.0,3.0,220.0,0.78,10.31,172.05900000000003,310.996,232.178
160,2017-01-07 17:00:00,116.064,Ice fog.,-17.0,3.0,210.0,0.85,10.31,178.94099999999997,323.213,229.286
161,2017-01-07 18:00:00,133.21200000000002,Ice fog.,-18.0,2.0,250.0,0.84,10.3,226.141,258.949,212.368
162,2017-01-07 19:00:00,172.05900000000003,Ice fog.,-19.0,1.0,0.0,0.84,10.3,267.445,248.044,203.38
163,2017-01-07 20:00:00,178.94099999999997,Ice fog.,-20.0,1.0,0.0,0.84,10.29,293.694,232.178,179.25
164,2017-01-07 21:00:00,226.141,Ice fog.,-21.0,1.0,0.0,0.84,10.29,310.996,229.286,197.814
165,2017-01-07 22:00:00,267.445,Ice fog.,-21.0,1.0,0.0,0.84,10.29,323.213,212.368,204.368
166,2017-01-07 23:00:00,293.694,Ice fog.,-21.0,1.0,0.0,0.77,10.28,258.949,203.38,220.55
167,2017-01-08 00:00:00,310.996,Ice fog.,-22.0,1.0,0.0,0.84,10.28,248.044,179.25,255.478
168,2017-01-08 01:00:00,323.213,Ice fog.,-22.0,1.0,0.0,0.77,10.28,232.178,197.814,190.706
169,2017-01-08 02:00:00,258.949,Ice fog.,-22.0,1.0,90.0,0.77,10.27,229.286,204.368,125.774
170,2017-01-08 03:00:00,248.044,Ice fog.,-23.0,1.0,0.0,0.77,10.27,212.368,220.55,111.97
171,2017-01-08 04:00:00,232.178,Ice fog.,-23.0,1.0,0.0,0.84,10.27,203.38,255.478,129.941
172,2017-01-08 05:00:00,229.286,Ice fog.,-23.0,0.0,0.0,0.77,10.26,179.25,190.706,162.405
173,2017-01-08 06:00:00,212.368,Ice fog.,-23.0,1.0,0.0,0.84,10.27,197.814,125.774,210.18400000000003
174,2017-01-08 07:00:00,203.38,Ice fog.,-23.0,1.0,0.0,0.77,10.27,204.368,111.97,265.596
175,2017-01-08 08:00:00,179.25,Ice fog.,-23.0,1.0,0.0,0.77,10.27,220.55,129.941,283.033
176,2017-01-08 09:00:00,197.814,Ice fog.,-21.0,1.0,0.0,0.84,10.28,255.478,162.405,242.412
177,2017-01-08 10:00:00,204.368,Ice fog.,-18.0,1.0,0.0,0.78,10.28,190.706,210.18400000000003,288.995
178,2017-01-08 11:00:00,220.55,Ice fog.,-16.0,1.0,0.0,0.72,10.28,125.774,265.596,317.29
179,2017-01-08 12:00:00,255.478,Ice fog.,-14.0,2.0,250.0,0.72,10.28,111.97,283.033,284.938
180,2017-01-08 13:00:00,190.706,Haze.,-12.0,1.0,260.0,0.67,10.28,129.941,242.412,201.25
181,2017-01-08 14:00:00,125.774,Partly sunny.,-11.0,1.0,260.0,0.62,10.28,162.405,288.995,195.581
182,2017-01-08 15:00:00,111.97,Partly sunny.,-10.0,2.0,240.0,0.62,10.28,210.18400000000003,317.29,182.961
183,2017-01-08 16:00:00,129.941,Passing clouds.,-11.0,1.0,0.0,0.67,10.28,265.596,284.938,184.08
184,2017-01-08 17:00:00,162.405,Passing clouds.,-12.0,1.0,0.0,0.67,10.28,283.033,201.25,195.361
185,2017-01-08 18:00:00,210.18400000000003,Ice fog.,-13.0,1.0,180.0,0.72,10.28,242.412,195.581,192.561
186,2017-01-08 19:00:00,265.596,Ice fog.,-14.0,1.0,0.0,0.78,10.28,288.995,182.961,204.271
187,2017-01-08 20:00:00,283.033,Passing clouds.,-10.0,3.0,340.0,0.62,10.28,317.29,184.08,228.262
188,2017-01-08 21:00:00,242.412,Ice fog.,-13.0,2.0,170.0,0.78,10.28,284.938,195.361,226.943
189,2017-01-08 22:00:00,288.995,Ice fog.,-15.0,2.0,220.0,0.85,10.28,201.25,192.561,207.822
190,2017-01-08 23:00:00,317.29,Ice fog.,-15.0,1.0,0.0,0.85,10.28,195.581,204.271,176.18
191,2017-01-09 00:00:00,284.938,Ice fog.,-15.0,1.0,0.0,0.85,10.27,182.961,228.262,143.812
192,2017-01-09 01:00:00,201.25,Ice fog.,-15.0,2.0,240.0,0.78,10.27,184.08,226.943,99.5524
193,2017-01-09 02:00:00,195.581,Ice fog.,-14.0,1.0,210.0,0.78,10.27,195.361,207.822,88.0217
194,2017-01-09 03:00:00,182.961,Ice fog.,-14.0,3.0,180.0,0.78,10.27,192.561,176.18,80.35600000000002
195,2017-01-09 04:00:00,184.08,Ice fog.,-13.0,3.0,190.0,0.78,10.27,204.271,143.812,90.3627
196,2017-01-09 05:00:00,195.361,Ice fog.,-13.0,3.0,170.0,0.78,10.27,228.262,99.5524,102.694
197,2017-01-09 06:00:00,192.561,Ice fog.,-13.0,3.0,220.0,0.78,10.27,226.943,88.0217,157.173
198,2017-01-09 07:00:00,204.271,Ice fog.,-13.0,3.0,220.0,0.78,10.27,207.822,80.35600000000002,181.622
199,2017-01-09 08:00:00,228.262,Ice fog.,-13.0,3.0,200.0,0.78,10.27,176.18,90.3627,167.227
200,2017-01-09 09:00:00,226.943,Ice fog.,-12.0,2.0,190.0,0.72,10.27,143.812,102.694,204.103
201,2017-01-09 10:00:00,207.822,Ice fog.,-11.0,1.0,0.0,0.73,10.27,99.5524,157.173,214.358
202,2017-01-09 11:00:00,176.18,Scattered clouds.,-9.0,1.0,0.0,0.62,10.26,88.0217,181.622,222.91
203,2017-01-09 12:00:00,143.812,Partly sunny.,-9.0,2.0,210.0,0.62,10.26,80.35600000000002,167.227,196.368
204,2017-01-09 13:00:00,99.5524,Partly sunny.,-8.0,2.0,230.0,0.58,10.26,90.3627,204.103,183.009
205,2017-01-09 14:00:00,88.0217,Partly sunny.,-7.0,3.0,250.0,0.49,10.25,102.694,214.358,160.155
206,2017-01-09 15:00:00,80.35600000000002,Partly sunny.,-8.0,2.0,240.0,0.62,10.25,157.173,222.91,143.24200000000005
207,2017-01-09 16:00:00,90.3627,Passing clouds.,-8.0,3.0,230.0,0.58,10.25,181.622,196.368,139.394
208,2017-01-09 17:00:00,102.694,Haze.,-9.0,1.0,0.0,0.62,10.25,167.227,183.009,94.7357
209,2017-01-09 18:00:00,157.173,Passing clouds.,-10.0,1.0,0.0,0.67,10.25,204.103,160.155,101.816
210,2017-01-09 19:00:00,181.622,Passing clouds.,-9.0,2.0,310.0,0.67,10.25,214.358,143.24200000000005,80.7817
211,2017-01-09 20:00:00,167.227,Ice fog.,-9.0,1.0,0.0,0.73,10.24,222.91,139.394,98.0233
212,2017-01-09 21:00:00,204.103,Ice fog.,-9.0,1.0,90.0,0.73,10.24,196.368,94.7357,131.029
213,2017-01-09 22:00:00,214.358,Ice fog.,-9.0,1.0,100.0,0.73,10.24,183.009,101.816,123.755
214,2017-01-09 23:00:00,222.91,Ice fog.,-9.0,1.0,20.0,0.73,10.23,160.155,80.7817,125.076
215,2017-01-10 00:00:00,196.368,Ice fog.,-8.0,2.0,40.0,0.73,10.23,143.24200000000005,98.0233,131.196
216,2017-01-10 01:00:00,183.009,Ice fog.,-8.0,1.0,0.0,0.73,10.22,139.394,131.029,107.814
217,2017-01-10 02:00:00,160.155,Ice fog.,-8.0,1.0,0.0,0.79,10.22,94.7357,123.755,133.506
218,2017-01-10 03:00:00,143.24200000000005,Ice fog.,-8.0,1.0,50.0,0.79,10.21,101.816,125.076,137.392
