,timestamp,MpKrakBujaka-PM10-1g,Weather,Temp(C),Wind(m/s),Direction(deg),Humidity,Barometer(mbar),PM10_Forecast_3h,PM10_Forecast_8h,PM10_Forecast_12h
2039,2017-03-27 00:00:00,79.3959,Clear.,0.0,1.0,0.0,0.87,10.27,65.1324,78.8787,46.889
2040,2017-03-27 01:00:00,83.48700000000002,Clear.,-2.0,2.0,250.0,0.86,10.26,58.5221,54.6316,46.0941
2041,2017-03-27 02:00:00,78.4354,Clear.,-2.0,2.0,230.0,0.93,10.27,67.5314,36.3209,42.8466
2042,2017-03-27 03:00:00,65.1324,Clear.,-2.0,2.0,220.0,0.93,10.26,76.7357,42.6151,44.244
2043,2017-03-27 04:00:00,58.5221,Clear.,-1.0,1.0,270.0,0.86,10.26,82.5424,46.889,40.238
2044,2017-03-27 05:00:00,67.5314,Clear.,0.0,2.0,190.0,0.87,10.26,78.8787,46.0941,37.5582
2045,2017-03-27 06:00:00,76.7357,Clear.,0.0,3.0,220.0,0.87,10.26,54.6316,42.8466,45.6644
2046,2017-03-27 07:00:00,82.5424,Ice fog.,0.0,4.0,200.0,0.87,10.26,36.3209,44.244,53.8821
2047,2017-03-27 08:00:00,78.8787,Fog.,1.0,3.0,210.0,0.87,10.26,42.6151,40.238,68.2073
2048,2017-03-27 09:00:00,54.6316,Clear.,4.0,3.0,210.0,0.7,10.26,46.889,37.5582,92.1872
2049,2017-03-27 10:00:00,36.3209,Sunny.,8.0,5.0,250.0,0.57,10.26,46.0941,45.6644,110.26
2050,2017-03-27 11:00:00,42.6151,Passing clouds.,10.0,4.0,240.0,0.43,10.26,42.8466,53.8821,92.9159
2051,2017-03-27 12:00:00,46.889,Passing clouds.,11.0,6.0,250.0,0.44,10.26,44.244,68.2073,91.7978
2052,2017-03-27 13:00:00,46.0941,Sunny.,12.0,8.0,230.0,0.44,10.25,40.238,92.1872,83.8193
2053,2017-03-27 14:00:00,42.8466,Passing clouds.,13.0,7.0,240.0,0.38,10.24,37.5582,110.26,62.5204
2054,2017-03-27 15:00:00,44.244,Passing clouds.,15.0,6.0,260.0,0.36,10.24,45.6644,92.9159,61.1031
2055,2017-03-27 16:00:00,40.238,Passing clouds.,15.0,5.0,270.0,0.34,10.23,53.8821,91.7978,61.4348
2056,2017-03-27 17:00:00,37.5582,Passing clouds.,15.0,6.0,280.0,0.36,10.23,68.2073,83.8193,80.2585
2057,2017-03-27 18:00:00,45.6644,Sunny.,14.0,5.0,270.0,0.39,10.23,92.1872,62.5204,101.432
2058,2017-03-27 19:00:00,53.8821,Sunny.,11.0,4.0,220.0,0.54,10.23,110.26,61.1031,111.663
2059,2017-03-27 20:00:00,68.2073,Clear.,9.0,3.0,240.0,0.58,10.23,92.9159,61.4348,78.2767
2060,2017-03-27 21:00:00,92.1872,Clear.,9.0,3.0,230.0,0.58,10.23,91.7978,80.2585,57.1288
2061,2017-03-27 22:00:00,110.26,Clear.,8.0,3.0,240.0,0.62,10.23,83.8193,101.432,43.3015
2062,2017-03-27 23:00:00,92.9159,Clear.,7.0,3.0,240.0,0.61,10.23,62.5204,111.663,32.5111
2063,2017-03-28 00:00:00,91.7978,Clear.,6.0,2.0,220.0,0.61,10.23,61.1031,78.2767,26.965
2064,2017-03-28 01:00:00,83.8193,Clear.,4.0,2.0,240.0,0.75,10.23,61.4348,57.1288,34.0308
2065,2017-03-28 02:00:00,62.5204,Passing clouds.,3.0,2.0,210.0,0.81,10.22,80.2585,43.3015,39.8219
2066,2017-03-28 03:00:00,61.1031,Clear.,3.0,1.0,0.0,0.75,10.22,101.432,32.5111,29.0954
2067,2017-03-28 04:00:00,61.4348,Clear.,3.0,2.0,210.0,0.81,10.22,111.663,26.965,41.5134
2068,2017-03-28 05:00:00,80.2585,Clear.,1.0,2.0,200.0,0.87,10.22,78.2767,34.0308,40.9804
2069,2017-03-28 06:00:00,101.432,Fog.,2.0,1.0,0.0,0.81,10.22,57.1288,39.8219,42.4475
2070,2017-03-28 07:00:00,111.663,Fog.,1.0,1.0,0.0,0.87,10.22,43.3015,29.0954,73.3714
2071,2017-03-28 08:00:00,78.2767,Clear.,4.0,1.0,0.0,0.75,10.22,32.5111,41.5134,105.601
2072,2017-03-28 09:00:00,57.1288,Sunny.,8.0,2.0,220.0,0.62,10.22,26.965,40.9804,128.71
2073,2017-03-28 10:00:00,43.3015,Passing clouds.,13.0,4.0,230.0,0.44,10.22,34.0308,42.4475,195.053
2074,2017-03-28 11:00:00,32.5111,Passing clouds.,15.0,5.0,230.0,0.42,10.22,39.8219,73.3714,125.571
2075,2017-03-28 12:00:00,26.965,Sunny.,17.0,7.0,250.0,0.32,10.21,29.0954,105.601,107.914
2076,2017-03-28 13:00:00,34.0308,Passing clouds.,18.0,6.0,250.0,0.32,10.21,41.5134,128.71,91.9973
2077,2017-03-28 14:00:00,39.8219,Passing clouds.,19.0,7.0,250.0,0.28,10.21,40.9804,195.053,82.2323
2078,2017-03-28 15:00:00,29.0954,Sunny.,19.0,6.0,300.0,0.28,10.2,42.4475,125.571,66.6204
2079,2017-03-28 16:00:00,41.5134,Sunny.,19.0,6.0,290.0,0.28,10.2,73.3714,107.914,73.4415
2080,2017-03-28 17:00:00,40.9804,Sunny.,20.0,5.0,280.0,0.26,10.19,105.601,91.9973,90.9469
2081,2017-03-28 18:00:00,42.4475,Sunny.,19.0,4.0,280.0,0.32,10.19,128.71,82.2323,108.751
2082,2017-03-28 19:00:00,73.3714,Sunny.,15.0,3.0,260.0,0.42,10.19,195.053,66.6204,98.9429
2083,2017-03-28 20:00:00,105.601,Clear.,12.0,1.0,0.0,0.51,10.2,125.571,73.4415,124.107
2084,2017-03-28 21:00:00,128.71,Clear.,11.0,1.0,0.0,0.58,10.2,107.914,90.9469,71.6221
2085,2017-03-28 22:00:00,195.053,Clear.,9.0,1.0,270.0,0.62,10.2,91.9973,108.751,45.4585
2086,2017-03-28 23:00:00,125.571,Clear.,8.0,1.0,0.0,0.66,10.2,82.2323,98.9429,35.6649
2087,2017-03-29 00:00:00,107.914,Clear.,7.0,1.0,200.0,0.71,10.2,66.6204,124.107,33.6772
2088,2017-03-29 01:00:00,91.9973,Clear.,5.0,1.0,0.0,0.76,10.2,73.4415,71.6221,38.0576
2089,2017-03-29 02:00:00,82.2323,Clear.,5.0,1.0,0.0,0.81,10.2,90.9469,45.4585,39.4476
2090,2017-03-29 03:00:00,66.6204,Clear.,4.0,1.0,0.0,0.87,10.2,108.751,35.6649,31.264
2091,2017-03-29 04:00:00,73.4415,Clear.,5.0,2.0,220.0,0.81,10.2,98.9429,33.6772,35.4151
2092,2017-03-29 05:00:00,90.9469,Clear.,4.0,1.0,0.0,0.81,10.2,124.107,38.0576,43.7052
2093,2017-03-29 06:00:00,108.751,Clear.,3.0,1.0,0.0,0.87,10.2,71.6221,39.4476,44.6583
2094,2017-03-29 07:00:00,98.9429,Clear.,3.0,1.0,0.0,0.87,10.2,45.4585,31.264,35.7178
2095,2017-03-29 08:00:00,124.107,Clear.,5.0,1.0,0.0,0.87,10.2,35.6649,35.4151,18.4985
2096,2017-03-29 09:00:00,71.6221,Sunny.,10.0,4.0,200.0,0.67,10.2,33.6772,43.7052,23.3471
2097,2017-03-29 10:00:00,45.4585,Sunny.,15.0,6.0,230.0,0.48,10.2,38.0576,44.6583,28.8426
2098,2017-03-29 11:00:00,35.6649,Passing clouds.,16.0,7.0,280.0,0.45,10.21,39.4476,35.7178,19.2986
2099,2017-03-29 12:00:00,33.6772,Sunny.,18.0,8.0,250.0,0.4,10.2,31.264,18.4985,24.9377
2100,2017-03-29 13:00:00,38.0576,Passing clouds.,19.0,9.0,250.0,0.37,10.2,35.4151,23.3471,20.6128
2101,2017-03-29 14:00:00,39.4476,Scattered clouds.,20.0,7.0,260.0,0.35,10.19,43.7052,28.8426,24.1157
2102,2017-03-29 15:00:00,31.264,Sunny.,19.0,8.0,280.0,0.32,10.18,44.6583,19.2986,22.6934
2103,2017-03-29 16:00:00,35.4151,Sunny.,18.0,11.0,250.0,0.37,10.18,35.7178,24.9377,27.7986
2104,2017-03-29 17:00:00,43.7052,Scattered clouds.,18.0,10.0,260.0,0.4,10.18,18.4985,20.6128,26.5765
2105,2017-03-29 18:00:00,44.6583,Passing clouds.,16.0,8.0,290.0,0.48,10.18,23.3471,24.1157,34.0573
2106,2017-03-29 19:00:00,35.7178,Sunny.,15.0,7.0,290.0,0.51,10.18,28.8426,22.6934,31.8538
2107,2017-03-29 20:00:00,18.4985,Sprinkles. Passing clouds.,13.0,9.0,290.0,0.63,10.2,19.2986,27.7986,45.2034
2108,2017-03-29 21:00:00,23.3471,Passing clouds.,11.0,6.0,280.0,0.77,10.2,24.9377,26.5765,37.8358
2109,2017-03-29 22:00:00,28.8426,Passing clouds.,12.0,6.0,290.0,0.72,10.21,20.6128,34.0573,33.1441
2110,2017-03-29 23:00:00,19.2986,Passing clouds.,10.0,4.0,260.0,0.76,10.21,24.1157,31.8538,33.911
2111,2017-03-30 00:00:00,24.9377,Passing clouds.,10.0,6.0,270.0,0.76,10.22,22.6934,45.2034,38.8935
2112,2017-03-30 01:00:00,20.6128,Passing clouds.,10.0,6.0,270.0,0.82,10.22,27.7986,37.8358,39.1057
2113,2017-03-30 02:00:00,24.1157,Passing clouds.,10.0,3.0,290.0,0.82,10.23,26.5765,33.1441,36.8061
2114,2017-03-30 03:00:00,22.6934,Passing clouds.,8.0,4.0,250.0,0.87,10.23,34.0573,33.911,31.3996
2115,2017-03-30 04:00:00,27.7986,Passing clouds.,9.0,3.0,260.0,0.82,10.23,31.8538,38.8935,32.2177
2116,2017-03-30 05:00:00,26.5765,Passing clouds.,9.0,4.0,260.0,0.82,10.23,45.2034,39.1057,35.6428
2117,2017-03-30 06:00:00,34.0573,Passing clouds.,9.0,4.0,260.0,0.82,10.24,37.8358,36.8061,39.1242
2118,2017-03-30 07:00:00,31.8538,Partly sunny.,9.0,4.0,250.0,0.87,10.24,33.1441,31.3996,55.9033
2119,2017-03-30 08:00:00,45.2034,Partly sunny.,9.0,3.0,270.0,0.87,10.25,33.911,32.2177,109.848
2120,2017-03-30 09:00:00,37.8358,Partly sunny.,10.0,3.0,260.0,0.82,10.25,38.8935,35.6428,149.155
2121,2017-03-30 10:00:00,33.1441,Partly sunny.,10.0,3.0,280.0,0.76,10.26,39.1057,39.1242,163.935
2122,2017-03-30 11:00:00,33.911,Partly sunny.,11.0,4.0,290.0,0.67,10.26,36.8061,55.9033,140.654
2123,2017-03-30 12:00:00,38.8935,Broken clouds.,11.0,3.0,230.0,0.77,10.26,31.3996,109.848,142.039
2124,2017-03-30 13:00:00,39.1057,Broken clouds.,11.0,1.0,0.0,0.72,10.26,32.2177,149.155,117.884
2125,2017-03-30 14:00:00,36.8061,Broken clouds.,12.0,4.0,250.0,0.72,10.26,35.6428,163.935,103.219
2126,2017-03-30 15:00:00,31.3996,Broken clouds.,13.0,4.0,280.0,0.59,10.26,39.1242,140.654,87.7558
2127,2017-03-30 16:00:00,32.2177,Broken clouds.,14.0,4.0,270.0,0.55,10.26,55.9033,142.039,73.2324
2128,2017-03-30 17:00:00,35.6428,Partly sunny.,14.0,5.0,270.0,0.51,10.25,109.848,117.884,90.4671
2129,2017-03-30 18:00:00,39.1242,Scattered clouds.,14.0,2.0,270.0,0.55,10.25,149.155,103.219,108.541
2130,2017-03-30 19:00:00,55.9033,Passing clouds.,12.0,2.0,270.0,0.63,10.26,163.935,87.7558,82.6883
2131,2017-03-30 20:00:00,109.848,Clear.,11.0,1.0,0.0,0.72,10.26,140.654,73.2324,68.7767
2132,2017-03-30 21:00:00,149.155,Clear.,7.0,1.0,0.0,0.81,10.26,142.039,90.4671,42.8061
2133,2017-03-30 22:00:00,163.935,Clear.,7.0,0.0,0.0,0.81,10.26,117.884,108.541,20.7239
2134,2017-03-30 23:00:00,140.654,Clear.,6.0,1.0,240.0,0.87,10.26,103.219,82.6883,24.3198
2135,2017-03-31 00:00:00,142.039,Passing clouds.,5.0,1.0,0.0,0.93,10.26,87.7558,68.7767,25.1213
2136,2017-03-31 01:00:00,117.884,Clear.,4.0,1.0,80.0,0.93,10.26,73.2324,42.8061,19.8732
2137,2017-03-31 02:00:00,103.219,Fog.,4.0,2.0,160.0,0.93,10.26,90.4671,20.7239,23.4502
2138,2017-03-31 03:00:00,87.7558,Fog.,4.0,1.0,0.0,0.93,10.25,108.541,24.3198,14.1877
2139,2017-03-31 04:00:00,73.2324,Fog.,3.0,1.0,0.0,0.93,10.25,82.6883,25.1213,13.7989
2140,2017-03-31 05:00:00,90.4671,Fog.,3.0,1.0,0.0,0.93,10.25,68.7767,19.8732,13.4514
2141,2017-03-31 06:00:00,108.541,Fog.,2.0,1.0,0.0,1.0,10.25,42.8061,23.4502,17.2998
2142,2017-03-31 07:00:00,82.6883,Fog.,3.0,2.0,0.0,0.93,10.24,20.7239,14.1877,38.4867
2143,2017-03-31 08:00:00,68.7767,Fog.,5.0,1.0,210.0,0.93,10.25,24.3198,13.7989,97.5788
2144,2017-03-31 09:00:00,42.8061,Clear.,9.0,2.0,210.0,0.82,10.24,25.1213,13.4514,113.095
2145,2017-03-31 10:00:00,20.7239,Passing clouds.,12.0,2.0,230.0,0.72,10.24,19.8732,17.2998,105.278
2146,2017-03-31 11:00:00,24.3198,Sunny.,16.0,4.0,220.0,0.59,10.24,23.4502,38.4867,114.082
2147,2017-03-31 12:00:00,25.1213,Sunny.,17.0,6.0,220.0,0.56,10.23,14.1877,97.5788,106.64
2148,2017-03-31 13:00:00,19.8732,Passing clouds.,18.0,4.0,220.0,0.52,10.23,13.7989,113.095,92.6088
2149,2017-03-31 14:00:00,23.4502,Passing clouds.,19.0,4.0,230.0,0.46,10.22,13.4514,105.278,86.6926
2150,2017-03-31 15:00:00,14.1877,Passing clouds.,19.0,2.0,220.0,0.43,10.21,17.2998,114.082,78.5384
2151,2017-03-31 16:00:00,13.7989,Passing clouds.,20.0,2.0,240.0,0.4,10.2,38.4867,106.64,73.2645
2152,2017-03-31 17:00:00,13.4514,Passing clouds.,20.0,2.0,230.0,0.4,10.2,97.5788,92.6088,76.8815
2153,2017-03-31 18:00:00,17.2998,Sunny.,20.0,1.0,0.0,0.46,10.19,113.095,86.6926,66.3109
2154,2017-03-31 19:00:00,38.4867,Sunny.,18.0,1.0,300.0,0.49,10.19,105.278,78.5384,76.7028
2155,2017-03-31 20:00:00,97.5788,Clear.,16.0,2.0,70.0,0.55,10.19,114.082,73.2645,72.0056
2156,2017-03-31 21:00:00,113.095,Clear.,12.0,1.0,0.0,0.72,10.19,106.64,76.8815,43.4143
2157,2017-03-31 22:00:00,105.278,Clear.,11.0,1.0,240.0,0.72,10.19,92.6088,66.3109,21.3634
2158,2017-03-31 23:00:00,114.082,Clear.,9.0,1.0,0.0,0.76,10.19,86.6926,76.7028,28.6017
2159,2017-04-01 00:00:00,106.64,Clear.,9.0,1.0,0.0,0.76,10.19,78.5384,72.0056,25.8194
2160,2017-04-01 01:00:00,92.6088,Clear.,8.0,1.0,0.0,0.82,10.19,73.2645,43.4143,18.5251
2161,2017-04-01 02:00:00,86.6926,Clear.,6.0,1.0,0.0,0.87,10.18,76.8815,21.3634,12.6439
2162,2017-04-01 03:00:00,78.5384,Clear.,6.0,2.0,90.0,0.87,10.18,66.3109,28.6017,13.954
2163,2017-04-01 04:00:00,73.2645,Clear.,5.0,1.0,0.0,0.93,10.18,76.7028,25.8194,17.2235
2164,2017-04-01 05:00:00,76.8815,Clear.,4.0,1.0,100.0,0.93,10.18,72.0056,18.5251,16.5338
2165,2017-04-01 06:00:00,66.3109,Clear.,4.0,1.0,0.0,0.93,10.18,43.4143,12.6439,24.5092
2166,2017-04-01 07:00:00,76.7028,Sunny.,4.0,2.0,60.0,0.93,10.18,21.3634,13.954,44.3308
2167,2017-04-01 08:00:00,72.0056,Sunny.,8.0,1.0,0.0,0.82,10.18,28.6017,17.2235,65.8113
2168,2017-04-01 09:00:00,43.4143,Sunny.,11.0,1.0,80.0,0.72,10.18,25.8194,16.5338,58.7641
2169,2017-04-01 10:00:00,21.3634,Sunny.,15.0,1.0,0.0,0.51,10.17,18.5251,24.5092,51.6591
2170,2017-04-01 11:00:00,28.6017,Sunny.,18.0,1.0,0.0,0.43,10.17,12.6439,44.3308,31.38
2171,2017-04-01 12:00:00,25.8194,Passing clouds.,19.0,2.0,330.0,0.4,10.16,13.954,65.8113,34.2874
2172,2017-04-01 13:00:00,18.5251,Passing clouds.,21.0,3.0,70.0,0.35,10.16,17.2235,58.7641,43.4235
2173,2017-04-01 14:00:00,12.6439,Sunny.,22.0,2.0,0.0,0.29,10.15,16.5338,51.6591,43.5034
2174,2017-04-01 15:00:00,13.954,Sunny.,23.0,1.0,0.0,0.27,10.14,24.5092,31.38,32.9884
2175,2017-04-01 16:00:00,17.2235,Passing clouds.,23.0,2.0,40.0,0.33,10.14,44.3308,34.2874,44.3308
2176,2017-04-01 17:00:00,16.5338,Passing clouds.,22.0,3.0,30.0,0.33,10.13,65.8113,43.4235,59.1565
2177,2017-04-01 18:00:00,24.5092,Passing clouds.,22.0,2.0,40.0,0.36,10.13,58.7641,43.5034,30.0477
2178,2017-04-01 19:00:00,44.3308,Sunny.,21.0,3.0,20.0,0.33,10.13,51.6591,32.9884,34.2321
2179,2017-04-01 20:00:00,65.8113,Clear.,16.0,1.0,0.0,0.52,10.13,31.38,44.3308,27.6239
2180,2017-04-01 21:00:00,58.7641,Clear.,14.0,1.0,0.0,0.55,10.14,34.2874,59.1565,27.189
2181,2017-04-01 22:00:00,51.6591,Clear.,14.0,1.0,0.0,0.48,10.14,43.4235,30.0477,19.9777
2182,2017-04-01 23:00:00,31.38,Clear.,11.0,1.0,80.0,0.62,10.14,43.5034,34.2321,21.8996
2183,2017-04-02 00:00:00,34.2874,Clear.,10.0,1.0,0.0,0.62,10.14,32.9884,27.6239,30.8094
2184,2017-04-02 01:00:00,43.4235,Clear.,8.0,1.0,0.0,0.76,10.15,44.3308,27.189,27.5238
2185,2017-04-02 02:00:00,43.5034,Clear.,8.0,1.0,0.0,0.71,10.15,59.1565,19.9777,30.6654
2186,2017-04-02 03:00:00,32.9884,Clear.,5.0,1.0,0.0,0.87,10.14,30.0477,21.8996,31.63300000000001
2187,2017-04-02 04:00:00,44.3308,Clear.,5.0,1.0,0.0,0.87,10.14,34.2321,30.8094,24.5403
2188,2017-04-02 05:00:00,59.1565,Clear.,5.0,2.0,50.0,0.87,10.14,27.6239,27.5238,24.8304
2189,2017-04-02 06:00:00,30.0477,Clear.,4.0,2.0,50.0,0.87,10.14,27.189,30.6654,29.3968
2190,2017-04-02 07:00:00,34.2321,Sunny.,6.0,1.0,0.0,0.81,10.15,19.9777,31.63300000000001,52.53
2191,2017-04-02 08:00:00,27.6239,Sunny.,9.0,2.0,70.0,0.76,10.15,21.8996,24.5403,89.7834
2192,2017-04-02 09:00:00,27.189,Sunny.,15.0,1.0,0.0,0.59,10.16,30.8094,24.8304,92.1889
2193,2017-04-02 10:00:00,19.9777,Sunny.,19.0,1.0,0.0,0.43,10.16,27.5238,29.3968,155.74200000000005
2194,2017-04-02 11:00:00,21.8996,Passing clouds.,22.0,5.0,170.0,0.33,10.16,30.6654,52.53,96.7695
2195,2017-04-02 12:00:00,30.8094,Passing clouds.,23.0,6.0,200.0,0.29,10.16,31.63300000000001,89.7834,71.3161
2196,2017-04-02 13:00:00,27.5238,Passing clouds.,24.0,6.0,240.0,0.29,10.16,24.5403,92.1889,53.467
2197,2017-04-02 14:00:00,30.6654,Sunny.,23.0,7.0,240.0,0.31,10.15,24.8304,155.74200000000005,50.1456
2198,2017-04-02 15:00:00,31.63300000000001,Sunny.,24.0,7.0,250.0,0.29,10.15,29.3968,96.7695,46.6235
2199,2017-04-02 16:00:00,24.5403,Sunny.,24.0,6.0,280.0,0.27,10.15,52.53,71.3161,53.3201
2200,2017-04-02 17:00:00,24.8304,Sunny.,24.0,5.0,240.0,0.31,10.15,89.7834,53.467,83.09100000000002
2201,2017-04-02 18:00:00,29.3968,Passing clouds.,23.0,3.0,280.0,0.27,10.16,92.1889,50.1456,110.576
2202,2017-04-02 19:00:00,52.53,Sunny.,20.0,3.0,280.0,0.35,10.16,155.74200000000005,46.6235,94.0173
2203,2017-04-02 20:00:00,89.7834,Clear.,17.0,1.0,0.0,0.42,10.17,96.7695,53.3201,78.5526
2204,2017-04-02 21:00:00,92.1889,Clear.,15.0,1.0,0.0,0.48,10.17,71.3161,83.09100000000002,25.5188
2205,2017-04-02 22:00:00,155.74200000000005,Clear.,13.0,1.0,0.0,0.55,10.18,53.467,110.576,24.5227
2206,2017-04-02 23:00:00,96.7695,Clear.,12.0,2.0,230.0,0.58,10.18,50.1456,94.0173,35.4325
2207,2017-04-03 00:00:00,71.3161,Clear.,12.0,1.0,0.0,0.67,10.19,46.6235,78.5526,33.8343
2208,2017-04-03 01:00:00,53.467,Clear.,11.0,1.0,0.0,0.72,10.2,53.3201,25.5188,22.8877
2209,2017-04-03 02:00:00,50.1456,Passing clouds.,10.0,2.0,200.0,0.82,10.2,83.09100000000002,24.5227,23.3029
2210,2017-04-03 03:00:00,46.6235,Passing clouds.,11.0,2.0,250.0,0.82,10.21,110.576,35.4325,23.6866
2211,2017-04-03 04:00:00,53.3201,Passing clouds.,8.0,2.0,250.0,0.87,10.21,94.0173,33.8343,20.6036
2212,2017-04-03 05:00:00,83.09100000000002,Clear.,8.0,1.0,0.0,0.87,10.21,78.5526,22.8877,35.3887
2213,2017-04-03 06:00:00,110.576,Clear.,7.0,1.0,130.0,0.93,10.21,25.5188,23.3029,27.3445
2214,2017-04-03 07:00:00,94.0173,Clear.,7.0,1.0,0.0,0.93,10.21,24.5227,23.6866,23.0189
2215,2017-04-03 08:00:00,78.5526,Clear.,10.0,1.0,0.0,0.88,10.22,35.4325,20.6036,25.1043
2216,2017-04-03 09:00:00,25.5188,Scattered clouds.,13.0,3.0,20.0,0.72,10.22,33.8343,35.3887,21.6626
2217,2017-04-03 10:00:00,24.5227,Passing clouds.,13.0,4.0,30.0,0.67,10.23,22.8877,27.3445,26.6817
2218,2017-04-03 11:00:00,35.4325,Passing clouds.,14.0,4.0,50.0,0.55,10.22,23.3029,23.0189,29.7963
2219,2017-04-03 12:00:00,33.8343,Scattered clouds.,15.0,3.0,60.0,0.55,10.22,23.6866,25.1043,39.3607
2220,2017-04-03 13:00:00,22.8877,Scattered clouds.,16.0,3.0,50.0,0.55,10.22,20.6036,21.6626,35.9743
2221,2017-04-03 14:00:00,23.3029,Partly sunny.,17.0,4.0,20.0,0.49,10.22,35.3887,26.6817,34.5636
2222,2017-04-03 15:00:00,23.6866,Partly sunny.,17.0,5.0,0.0,0.49,10.21,27.3445,29.7963,37.8018
2223,2017-04-03 16:00:00,20.6036,Broken clouds.,17.0,6.0,350.0,0.49,10.21,23.0189,39.3607,42.6166
2224,2017-04-03 17:00:00,35.3887,Scattered clouds.,16.0,6.0,350.0,0.52,10.21,25.1043,35.9743,48.9194
2225,2017-04-03 18:00:00,27.3445,Sunny.,13.0,8.0,0.0,0.67,10.22,21.6626,34.5636,32.4659
2226,2017-04-03 19:00:00,23.0189,Partly sunny.,12.0,5.0,10.0,0.67,10.22,26.6817,37.8018,36.6769
2227,2017-04-03 20:00:00,25.1043,Passing clouds.,11.0,4.0,40.0,0.72,10.23,29.7963,42.6166,40.11
2228,2017-04-03 21:00:00,21.6626,Passing clouds.,11.0,3.0,40.0,0.72,10.23,39.3607,48.9194,35.3203
2229,2017-04-03 22:00:00,26.6817,Clear.,10.0,5.0,50.0,0.76,10.23,35.9743,32.4659,35.6291
2230,2017-04-03 23:00:00,29.7963,Clear.,10.0,4.0,50.0,0.71,10.23,34.5636,36.6769,40.1735
2231,2017-04-04 00:00:00,39.3607,Passing clouds.,9.0,3.0,50.0,0.76,10.22,37.8018,40.11,38.266
2232,2017-04-04 01:00:00,35.9743,Passing clouds.,9.0,3.0,70.0,0.76,10.22,42.6166,35.3203,40.4204
2233,2017-04-04 02:00:00,34.5636,Passing clouds.,8.0,2.0,70.0,0.82,10.22,48.9194,35.6291,31.6093
2234,2017-04-04 03:00:00,37.8018,Passing clouds.,7.0,4.0,30.0,0.87,10.21,32.4659,40.1735,33.4823
2235,2017-04-04 04:00:00,42.6166,Clear.,7.0,3.0,70.0,0.87,10.21,36.6769,38.266,32.1004
2236,2017-04-04 05:00:00,48.9194,Clear.,8.0,4.0,40.0,0.87,10.21,40.11,40.4204,23.073
2237,2017-04-04 06:00:00,32.4659,Clear.,7.0,2.0,100.0,0.93,10.21,35.3203,31.6093,22.0674
2238,2017-04-04 07:00:00,36.6769,Sunny.,7.0,4.0,40.0,0.93,10.21,35.6291,33.4823,35.2056
2239,2017-04-04 08:00:00,40.11,Sunny.,9.0,4.0,50.0,0.87,10.21,40.1735,32.1004,36.5811
2240,2017-04-04 09:00:00,35.3203,Sunny.,11.0,6.0,60.0,0.82,10.21,38.266,23.073,34.0685
2241,2017-04-04 10:00:00,35.6291,Sunny.,13.0,5.0,70.0,0.77,10.21,40.4204,22.0674,29.1353
2242,2017-04-04 11:00:00,40.1735,Passing clouds.,15.0,7.0,70.0,0.68,10.21,31.6093,35.2056,38.172
2243,2017-04-04 12:00:00,38.266,Sunny.,16.0,7.0,50.0,0.63,10.21,33.4823,36.5811,34.6351
2244,2017-04-04 13:00:00,40.4204,Sunny.,18.0,7.0,50.0,0.6,10.2,32.1004,34.0685,38.3011
2245,2017-04-04 14:00:00,31.6093,Passing clouds.,18.0,8.0,70.0,0.6,10.2,23.073,29.1353,37.9269
2246,2017-04-04 15:00:00,33.4823,Sunny.,19.0,9.0,70.0,0.52,10.19,22.0674,38.172,35.2127
2247,2017-04-04 16:00:00,32.1004,Sunny.,19.0,8.0,50.0,0.52,10.19,35.2056,34.6351,34.8182
2248,2017-04-04 17:00:00,23.073,Sunny.,19.0,9.0,60.0,0.52,10.19,36.5811,38.3011,48.1277
2249,2017-04-04 18:00:00,22.0674,Sunny.,18.0,6.0,60.0,0.52,10.19,34.0685,37.9269,79.3618
2250,2017-04-04 19:00:00,35.2056,Sunny.,17.0,6.0,50.0,0.52,10.19,29.1353,35.2127,80.6167
2251,2017-04-04 20:00:00,36.5811,Clear.,15.0,6.0,20.0,0.59,10.19,38.172,34.8182,90.9527
2252,2017-04-04 21:00:00,34.0685,Clear.,15.0,4.0,40.0,0.59,10.19,34.6351,48.1277,68.1097
2253,2017-04-04 22:00:00,29.1353,Clear.,14.0,4.0,40.0,0.59,10.19,38.3011,79.3618,75.9692
2254,2017-04-04 23:00:00,38.172,Clear.,12.0,4.0,60.0,0.67,10.19,37.9269,80.6167,70.0013
2255,2017-04-05 00:00:00,34.6351,Clear.,11.0,4.0,30.0,0.72,10.19,35.2127,90.9527,45.3922
2256,2017-04-05 01:00:00,38.3011,Passing clouds.,11.0,2.0,90.0,0.72,10.19,34.8182,68.1097,37.1244
2257,2017-04-05 02:00:00,37.9269,Clear.,9.0,2.0,50.0,0.76,10.19,48.1277,75.9692,35.4101
2258,2017-04-05 03:00:00,35.2127,Clear.,10.0,3.0,20.0,0.71,10.18,79.3618,70.0013,33.262
2259,2017-04-05 04:00:00,34.8182,Clear.,8.0,2.0,50.0,0.82,10.18,80.6167,45.3922,38.1187
2260,2017-04-05 05:00:00,48.1277,Clear.,7.0,1.0,0.0,0.87,10.18,90.9527,37.1244,41.2733
2261,2017-04-05 06:00:00,79.3618,Clear.,7.0,2.0,70.0,0.87,10.17,68.1097,35.4101,32.4214
2262,2017-04-05 07:00:00,80.6167,Sunny.,5.0,2.0,260.0,0.93,10.18,75.9692,33.262,26.4042
