timestamp,Temp,Weather,Wind,Direction (degrees),Humidity,Barometer,Visibility
2017-01-01 00:00:00,-6C,Ice fog.,1 m/s,0,93%,1025 mbar,3km
2017-01-01 00:30:00,-7C,Ice fog.,1 m/s,0,93%,1024 mbar,3km
2017-01-01 01:00:00,-6C,Ice fog.,1 m/s,0,93%,1024 mbar,3km
2017-01-01 01:30:00,-7C,Ice fog.,1 m/s,0,93%,1024 mbar,3km
2017-01-01 02:00:00,-7C,Ice fog.,2 m/s,190,93%,1024 mbar,3km
2017-01-01 02:30:00,-7C,Ice fog.,1 m/s,0,93%,1024 mbar,4km
2017-01-01 03:00:00,-4C,Ice fog.,3 m/s,200,80%,1023 mbar,5km
2017-01-01 03:30:00,-8C,Ice fog.,3 m/s,210,86%,1023 mbar,4km
2017-01-01 04:00:00,-7C,Ice fog.,3 m/s,210,86%,1022 mbar,4km
2017-01-01 04:30:00,-5C,Ice fog.,3 m/s,200,80%,1022 mbar,4km
2017-01-01 05:00:00,-6C,Ice fog.,3 m/s,200,80%,1022 mbar,4km
2017-01-01 05:30:00,-7C,Ice fog.,2 m/s,0,86%,1022 mbar,4km
2017-01-01 06:00:00,-7C,Ice fog.,2 m/s,190,86%,1022 mbar,4km
2017-01-01 06:30:00,-6C,Ice fog.,3 m/s,200,86%,1022 mbar,4km
2017-01-01 07:00:00,-8C,Ice fog.,3 m/s,210,86%,1021 mbar,4km
2017-01-01 07:30:00,-7C,Ice fog.,1 m/s,0,86%,1021 mbar,3km
2017-01-01 08:00:00,-8C,Ice fog.,1 m/s,0,93%,1021 mbar,3km
2017-01-01 08:30:00,-7C,Ice fog.,2 m/s,210,86%,1021 mbar,3km
2017-01-01 09:00:00,-6C,Ice fog.,2 m/s,200,86%,1021 mbar,3km
2017-01-01 09:30:00,-3C,Ice fog.,2 m/s,200,74%,1021 mbar,3km
2017-01-01 10:00:00,-3C,Ice fog.,2 m/s,200,74%,1021 mbar,3km
2017-01-01 10:30:00,-2C,Ice fog.,2 m/s,200,74%,1020 mbar,4km
2017-01-01 11:00:00,0C,Ice fog.,2 m/s,210,64%,1020 mbar,5km
2017-01-01 11:30:00,1C,Clear.,4 m/s,200,60%,1020 mbar,6km
2017-01-01 12:00:00,2C,Clear.,3 m/s,180,56%,1019 mbar,7km
2017-01-01 12:30:00,3C,Clear.,3 m/s,170,52%,1019 mbar,8km
2017-01-01 13:00:00,5C,Sunny.,5 m/s,220,39%,1018 mbar,16km
2017-01-01 13:30:00,5C,Sunny.,4 m/s,230,42%,1018 mbar,16km
2017-01-01 14:00:00,4C,Sunny.,4 m/s,210,45%,1018 mbar,16km
2017-01-01 14:30:00,3C,Sunny.,3 m/s,220,48%,1017 mbar,16km
2017-01-01 15:00:00,2C,Clear.,3 m/s,190,56%,1017 mbar,8km
2017-01-01 15:30:00,0C,Clear.,2 m/s,200,64%,1017 mbar,6km
2017-01-01 16:00:00,-1C,Haze.,2 m/s,200,69%,1017 mbar,5km
2017-01-01 16:30:00,-1C,Haze.,1 m/s,220,69%,1017 mbar,4km
2017-01-01 17:00:00,-2C,Ice fog.,2 m/s,270,74%,1017 mbar,4km
2017-01-01 17:30:00,-3C,Ice fog.,1 m/s,0,74%,1016 mbar,5km
2017-01-01 18:00:00,-3C,Ice fog.,1 m/s,0,74%,1016 mbar,4km
2017-01-01 18:30:00,-4C,Ice fog.,1 m/s,0,80%,1016 mbar,4km
2017-01-01 19:00:00,-4C,Ice fog.,2 m/s,200,80%,1016 mbar,4km
2017-01-01 19:30:00,-6C,Ice fog.,3 m/s,220,86%,1016 mbar,4km
2017-01-01 20:00:00,-7C,Ice fog.,3 m/s,220,86%,1016 mbar,4km
2017-01-01 20:30:00,-5C,Ice fog.,1 m/s,0,86%,1016 mbar,4km
2017-01-01 21:00:00,-6C,Ice fog.,2 m/s,240,80%,1016 mbar,3km
2017-01-01 21:30:00,-5C,Ice fog.,2 m/s,210,86%,1016 mbar,4km
2017-01-01 22:00:00,-6C,Ice fog.,2 m/s,200,86%,1016 mbar,4km
2017-01-01 22:30:00,-5C,Ice fog.,3 m/s,200,80%,1016 mbar,4km
2017-01-01 23:00:00,-6C,Ice fog.,2 m/s,200,80%,1015 mbar,5km
2017-01-01 23:30:00,-6C,Ice fog.,3 m/s,210,80%,1015 mbar,5km
2017-01-02 00:00:00,-7C,Ice fog.,3 m/s,200,79%,1015 mbar,5km
2017-01-02 00:30:00,-6C,Ice fog.,1 m/s,0,86%,1014 mbar,5km
2017-01-02 01:00:00,-6C,Ice fog.,1 m/s,0,86%,1014 mbar,5km
2017-01-02 01:30:00,-7C,Ice fog.,1 m/s,0,86%,1014 mbar,5km
2017-01-02 02:00:00,-7C,Ice fog.,2 m/s,230,93%,1014 mbar,5km
2017-01-02 02:30:00,-7C,Ice fog.,1 m/s,0,86%,1014 mbar,5km
2017-01-02 03:00:00,-7C,Ice fog.,2 m/s,220,93%,1013 mbar,5km
2017-01-02 03:30:00,-7C,Ice fog.,1 m/s,210,86%,1013 mbar,5km
2017-01-02 04:00:00,-7C,Ice fog.,2 m/s,250,93%,1013 mbar,5km
2017-01-02 04:30:00,-7C,Ice fog.,1 m/s,210,86%,1013 mbar,5km
2017-01-02 05:00:00,-8C,Ice fog.,1 m/s,0,86%,1012 mbar,5km
2017-01-02 05:30:00,-8C,Ice fog.,1 m/s,0,86%,1012 mbar,5km
2017-01-02 06:00:00,-6C,Ice fog.,3 m/s,220,86%,1012 mbar,5km
2017-01-02 06:30:00,-3C,Clear.,5 m/s,240,69%,1012 mbar,16km
2017-01-02 07:00:00,-5C,Clear.,3 m/s,210,74%,1012 mbar,16km
2017-01-02 07:30:00,-1C,Clear.,7 m/s,270,64%,1012 mbar,16km
2017-01-02 08:00:00,0C,Sunny.,8 m/s,260,64%,1012 mbar,16km
2017-01-02 08:30:00,0C,Sunny.,7 m/s,270,64%,1013 mbar,16km
2017-01-02 09:00:00,0C,Sunny.,10 m/s,250,64%,1013 mbar,16km
2017-01-02 09:30:00,0C,Sunny.,9 m/s,250,64%,1013 mbar,16km
2017-01-02 10:00:00,1C,Partly sunny.,8 m/s,260,60%,1012 mbar,
2017-01-02 10:30:00,1C,Partly sunny.,7 m/s,250,65%,1012 mbar,
2017-01-02 11:00:00,1C,Partly sunny.,8 m/s,250,65%,1012 mbar,
2017-01-02 11:30:00,1C,Partly sunny.,7 m/s,260,60%,1012 mbar,
2017-01-02 12:00:00,1C,Partly sunny.,7 m/s,260,65%,1012 mbar,
2017-01-02 12:30:00,1C,Partly sunny.,7 m/s,260,65%,1012 mbar,
2017-01-02 13:00:00,1C,Partly sunny.,7 m/s,250,65%,1012 mbar,
2017-01-02 13:30:00,0C,Light snow. Partly sunny.,7 m/s,250,75%,1012 mbar,6km
2017-01-02 14:00:00,-1C,Light snow. Ice fog.,6 m/s,250,86%,1012 mbar,5km
2017-01-02 14:30:00,-1C,Snow. Ice fog.,7 m/s,250,86%,1012 mbar,2km
2017-01-02 15:00:00,-1C,Light snow. Ice fog.,5 m/s,250,86%,1012 mbar,4km
2017-01-02 15:30:00,-1C,Light snow. Ice fog.,5 m/s,230,86%,1012 mbar,2km
2017-01-02 16:00:00,-1C,Light snow. Ice fog.,4 m/s,230,93%,1012 mbar,2km
2017-01-02 16:30:00,-1C,Snow. Ice fog.,5 m/s,230,93%,1012 mbar,2km
2017-01-02 17:00:00,-1C,Snow. Ice fog.,6 m/s,250,93%,1012 mbar,1km
2017-01-02 17:30:00,-1C,Light snow. Ice fog.,7 m/s,250,93%,1013 mbar,3km
2017-01-02 18:00:00,-2C,Light snow. Ice fog.,7 m/s,240,93%,1013 mbar,3km
2017-01-02 18:30:00,-2C,Light snow. Ice fog.,7 m/s,240,93%,1013 mbar,5km
2017-01-02 19:00:00,-2C,Light snow. Ice fog.,6 m/s,240,93%,1013 mbar,4km
2017-01-02 19:30:00,-2C,Light snow. Ice fog.,6 m/s,240,93%,1014 mbar,4km
2017-01-02 20:00:00,-2C,Light snow. Ice fog.,5 m/s,240,93%,1014 mbar,4km
2017-01-02 20:30:00,-2C,Light snow. Ice fog.,4 m/s,240,93%,1014 mbar,5km
2017-01-02 21:00:00,-2C,Light snow. Ice fog.,5 m/s,230,93%,1015 mbar,5km
2017-01-02 21:30:00,-2C,Light snow. Ice fog.,6 m/s,240,93%,1015 mbar,4km
2017-01-02 22:00:00,-2C,Light snow. Ice fog.,6 m/s,230,93%,1015 mbar,3km
2017-01-02 22:30:00,-2C,Light snow. Ice fog.,6 m/s,240,93%,1015 mbar,3km
2017-01-02 23:00:00,-1C,Light snow. Ice fog.,6 m/s,240,86%,1015 mbar,3km
2017-01-02 23:30:00,-1C,Light snow. Ice fog.,5 m/s,240,86%,1016 mbar,4km
2017-01-03 00:00:00,-1C,Light snow. Passing clouds.,6 m/s,260,86%,1016 mbar,6km
2017-01-03 00:30:00,-2C,Light snow. Partly cloudy.,5 m/s,250,93%,1016 mbar,6km
2017-01-03 01:00:00,-1C,Light snow. Partly cloudy.,6 m/s,240,86%,1016 mbar,6km
2017-01-03 01:30:00,-2C,Partly cloudy.,6 m/s,250,93%,1016 mbar,6km
2017-01-03 02:00:00,-2C,Partly cloudy.,5 m/s,260,86%,1017 mbar,8km
2017-01-03 02:30:00,-2C,Passing clouds.,5 m/s,250,86%,1017 mbar,7km
2017-01-03 03:00:00,-2C,Passing clouds.,4 m/s,250,86%,1017 mbar,7km
2017-01-03 03:30:00,-2C,Passing clouds.,4 m/s,240,86%,1017 mbar,6km
2017-01-03 04:00:00,-2C,Ice fog.,5 m/s,230,86%,1017 mbar,5km
2017-01-03 04:30:00,-2C,Passing clouds.,5 m/s,250,86%,1017 mbar,7km
2017-01-03 05:00:00,-3C,Ice fog.,4 m/s,240,93%,1017 mbar,5km
2017-01-03 05:30:00,-3C,Ice fog.,4 m/s,220,93%,1017 mbar,4km
2017-01-03 06:00:00,-3C,Ice fog.,5 m/s,200,93%,1017 mbar,5km
2017-01-03 06:30:00,-3C,Ice fog.,5 m/s,210,93%,1017 mbar,5km
2017-01-03 07:00:00,-3C,Ice fog.,5 m/s,220,93%,1017 mbar,5km
2017-01-03 07:30:00,-5C,Ice fog.,3 m/s,240,93%,1017 mbar,5km
2017-01-03 08:00:00,-5C,Ice fog.,3 m/s,230,93%,1017 mbar,5km
2017-01-03 08:30:00,-4C,Ice fog.,3 m/s,220,93%,1017 mbar,5km
2017-01-03 09:00:00,-4C,Ice fog.,3 m/s,200,86%,1017 mbar,5km
2017-01-03 09:30:00,-3C,Light snow. Ice fog.,4 m/s,210,86%,1017 mbar,5km
2017-01-03 10:00:00,-2C,Light snow. Ice fog.,6 m/s,250,86%,1017 mbar,3km
2017-01-03 10:30:00,-2C,Light snow. Partly sunny.,7 m/s,240,86%,1017 mbar,6km
2017-01-03 11:00:00,-1C,Partly sunny.,6 m/s,230,86%,1016 mbar,
2017-01-03 11:30:00,-1C,Partly sunny.,6 m/s,240,80%,1016 mbar,
2017-01-03 12:00:00,-1C,Ice fog.,8 m/s,240,86%,1016 mbar,5km
2017-01-03 12:30:00,-1C,Snow flurries. Broken clouds.,8 m/s,240,93%,1016 mbar,6km
2017-01-03 13:00:00,-1C,Broken clouds.,8 m/s,230,86%,1015 mbar,
2017-01-03 13:30:00,-1C,Snow showers. Broken clouds.,8 m/s,230,86%,1015 mbar,4km
2017-01-03 14:00:00,-1C,Snow flurries. Broken clouds.,7 m/s,240,93%,1015 mbar,7km
2017-01-03 14:30:00,-1C,Snow flurries. Broken clouds.,9 m/s,230,86%,1015 mbar,9km
2017-01-03 15:00:00,-1C,Snow flurries. Broken clouds.,8 m/s,240,93%,1015 mbar,
2017-01-03 15:30:00,-1C,Snow flurries. Broken clouds.,9 m/s,240,93%,1015 mbar,6km
2017-01-03 16:00:00,-1C,Light snow. Ice fog.,8 m/s,240,93%,1014 mbar,4km
2017-01-03 16:30:00,-1C,Snow. Ice fog.,8 m/s,240,93%,1014 mbar,5km
2017-01-03 17:00:00,0C,Snow. Partly cloudy.,8 m/s,240,87%,1014 mbar,5km
2017-01-03 17:30:00,0C,Snow. Partly cloudy.,7 m/s,230,87%,1014 mbar,6km
2017-01-03 18:00:00,0C,Light snow. Partly cloudy.,8 m/s,230,87%,1013 mbar,9km
2017-01-03 18:30:00,0C,Passing clouds.,9 m/s,240,87%,1013 mbar,
2017-01-03 19:00:00,0C,Passing clouds.,9 m/s,240,87%,1013 mbar,
2017-01-03 19:30:00,1C,Passing clouds.,9 m/s,230,81%,1012 mbar,
2017-01-03 20:00:00,0C,Passing clouds.,10 m/s,230,80%,1012 mbar,
2017-01-03 20:30:00,1C,Passing clouds.,11 m/s,230,75%,1011 mbar,
2017-01-03 21:00:00,1C,Light snow. Passing clouds.,12 m/s,240,81%,1011 mbar,
2017-01-03 21:30:00,1C,Light snow. Partly cloudy.,11 m/s,240,81%,1011 mbar,
2017-01-03 22:00:00,1C,Light snow. Passing clouds.,11 m/s,230,81%,1010 mbar,
2017-01-03 22:30:00,1C,Light snow. Passing clouds.,9 m/s,230,81%,1010 mbar,
2017-01-03 23:00:00,1C,Snow. Passing clouds.,11 m/s,230,81%,1009 mbar,8km
2017-01-03 23:30:00,1C,Light snow. Passing clouds.,10 m/s,230,81%,1008 mbar,
2017-01-04 00:00:00,1C,Passing clouds.,9 m/s,220,81%,1007 mbar,
2017-01-04 00:30:00,1C,Passing clouds.,8 m/s,210,75%,1007 mbar,
2017-01-04 01:00:00,0C,Light snow. Passing clouds.,9 m/s,210,87%,1006 mbar,
2017-01-04 01:30:00,0C,Light snow. Passing clouds.,7 m/s,210,87%,1005 mbar,
2017-01-04 02:00:00,0C,Light snow. Passing clouds.,7 m/s,220,80%,1005 mbar,
2017-01-04 02:30:00,1C,Light snow. Passing clouds.,11 m/s,230,75%,1004 mbar,
2017-01-04 03:00:00,1C,Light snow. Passing clouds.,11 m/s,230,75%,1004 mbar,
2017-01-04 03:30:00,0C,Light snow. Passing clouds.,9 m/s,220,87%,1003 mbar,
2017-01-04 04:00:00,0C,Snow. Passing clouds.,8 m/s,220,87%,1002 mbar,7km
2017-01-04 04:30:00,0C,Snow. Mostly cloudy.,9 m/s,220,87%,1002 mbar,3km
2017-01-04 05:00:00,-1C,Heavy snow. Partly cloudy.,8 m/s,220,100%,1001 mbar,2km
2017-01-04 05:30:00,-1C,Heavy snow. Partly cloudy.,8 m/s,220,100%,1001 mbar,2km
2017-01-04 06:00:00,-1C,Snow. Passing clouds.,9 m/s,220,100%,1000 mbar,3km
2017-01-04 06:30:00,0C,Light snow. Passing clouds.,9 m/s,230,93%,1000 mbar,6km
2017-01-04 07:00:00,0C,Light snow. Passing clouds.,10 m/s,230,93%,999 mbar,8km
2017-01-04 07:30:00,0C,Partly cloudy.,9 m/s,230,87%,999 mbar,
2017-01-04 08:00:00,1C,Snow. Partly sunny.,9 m/s,230,81%,999 mbar,5km
2017-01-04 08:30:00,2C,Light snow. Partly sunny.,9 m/s,230,75%,998 mbar,
2017-01-04 09:00:00,2C,Light snow. Partly sunny.,12 m/s,230,75%,998 mbar,
2017-01-04 09:30:00,2C,Light snow. Partly sunny.,11 m/s,230,75%,998 mbar,8km
2017-01-04 10:00:00,2C,Light snow. Partly sunny.,11 m/s,240,81%,998 mbar,7km
2017-01-04 10:30:00,2C,Light snow. Partly sunny.,12 m/s,240,81%,998 mbar,
2017-01-04 11:00:00,1C,Light snow. Partly sunny.,11 m/s,240,87%,998 mbar,
2017-01-04 11:30:00,1C,Light snow. Partly sunny.,9 m/s,240,87%,998 mbar,8km
2017-01-04 12:00:00,2C,Scattered clouds.,11 m/s,240,75%,997 mbar,
2017-01-04 12:30:00,2C,Scattered clouds.,11 m/s,240,75%,997 mbar,
2017-01-04 13:00:00,2C,Scattered clouds.,12 m/s,230,75%,997 mbar,
2017-01-04 13:30:00,3C,Partly sunny.,12 m/s,230,70%,996 mbar,
2017-01-04 14:00:00,2C,Partly sunny.,11 m/s,230,75%,996 mbar,
2017-01-04 14:30:00,2C,Snow flurries. Broken clouds.,12 m/s,230,75%,996 mbar,8km
2017-01-04 15:00:00,2C,Partly sunny.,9 m/s,230,81%,996 mbar,
2017-01-04 15:30:00,1C,Snow flurries. Partly sunny.,12 m/s,240,87%,996 mbar,
2017-01-04 16:00:00,2C,Snow flurries. Partly cloudy.,10 m/s,240,75%,996 mbar,
2017-01-04 16:30:00,2C,Snow flurries. Partly cloudy.,10 m/s,240,81%,996 mbar,6km
2017-01-04 17:00:00,2C,Snow flurries. Partly cloudy.,13 m/s,250,75%,995 mbar,
2017-01-04 17:30:00,2C,Light snow. Partly cloudy.,13 m/s,240,75%,995 mbar,
2017-01-04 18:00:00,2C,Light snow. Passing clouds.,12 m/s,240,75%,995 mbar,
2017-01-04 18:30:00,2C,Passing clouds.,13 m/s,240,75%,995 mbar,
2017-01-04 19:00:00,0C,Snow flurries. Ice fog.,11 m/s,240,100%,996 mbar,5km
2017-01-04 19:30:00,1C,Snow flurries. Passing clouds.,10 m/s,240,87%,996 mbar,
2017-01-04 20:00:00,0C,Heavy snow. Ice fog.,11 m/s,260,93%,996 mbar,1km
2017-01-04 20:30:00,0C,Partly cloudy.,10 m/s,270,100%,996 mbar,
2017-01-04 21:00:00,0C,Snow flurries. Passing clouds.,9 m/s,260,93%,997 mbar,
2017-01-04 21:30:00,0C,Passing clouds.,11 m/s,270,93%,997 mbar,
2017-01-04 22:00:00,1C,Passing clouds.,10 m/s,260,81%,998 mbar,
2017-01-04 22:30:00,0C,Passing clouds.,11 m/s,270,80%,999 mbar,
2017-01-04 23:00:00,0C,Passing clouds.,8 m/s,270,75%,1000 mbar,
2017-01-04 23:30:00,0C,Light snow. Passing clouds.,7 m/s,260,80%,1000 mbar,
2017-01-05 00:00:00,0C,Passing clouds.,8 m/s,270,80%,1000 mbar,
2017-01-05 00:30:00,0C,Light snow. Passing clouds.,8 m/s,260,80%,1001 mbar,
2017-01-05 01:00:00,0C,Passing clouds.,9 m/s,260,75%,1001 mbar,
2017-01-05 01:30:00,0C,Passing clouds.,8 m/s,260,69%,1002 mbar,
2017-01-05 02:00:00,0C,Passing clouds.,8 m/s,270,69%,1002 mbar,
2017-01-05 02:30:00,-1C,Passing clouds.,8 m/s,250,75%,1003 mbar,
2017-01-05 03:00:00,-1C,Snow flurries. Passing clouds.,7 m/s,270,80%,1003 mbar,8km
2017-01-05 03:30:00,-1C,Passing clouds.,6 m/s,270,80%,1003 mbar,
2017-01-05 04:00:00,-1C,Light snow. Passing clouds.,7 m/s,260,75%,1004 mbar,
2017-01-05 04:30:00,-1C,Light snow. Passing clouds.,8 m/s,270,75%,1004 mbar,
2017-01-05 05:00:00,-2C,Light snow. Passing clouds.,8 m/s,280,80%,1004 mbar,
2017-01-05 05:30:00,-2C,Light snow. Passing clouds.,7 m/s,280,80%,1005 mbar,
2017-01-05 06:00:00,-2C,Light snow. Passing clouds.,6 m/s,280,74%,1005 mbar,
2017-01-05 06:30:00,-2C,Light snow. Partly cloudy.,8 m/s,290,74%,1006 mbar,
2017-01-05 07:00:00,-3C,Snow. Passing clouds.,7 m/s,300,86%,1007 mbar,4km
2017-01-05 07:30:00,-3C,Light snow. Passing clouds.,8 m/s,320,80%,1008 mbar,8km
2017-01-05 08:00:00,-4C,Light snow. Partly sunny.,8 m/s,320,80%,1008 mbar,7km
2017-01-05 08:30:00,-4C,Light snow. Partly sunny.,7 m/s,310,74%,1009 mbar,5km
2017-01-05 09:00:00,-4C,Light snow. Partly sunny.,6 m/s,330,74%,1011 mbar,6km
2017-01-05 09:30:00,-5C,Light snow. More clouds than sun.,6 m/s,330,80%,1011 mbar,5km
2017-01-05 10:00:00,-5C,Light snow. Partly sunny.,6 m/s,320,74%,1013 mbar,6km
2017-01-05 10:30:00,-5C,Light snow. Broken clouds.,4 m/s,340,68%,1014 mbar,
2017-01-05 11:00:00,-5C,Light snow. Broken clouds.,7 m/s,340,68%,1014 mbar,
2017-01-05 11:30:00,-5C,Partly sunny.,6 m/s,330,68%,1015 mbar,
2017-01-05 12:00:00,-5C,Scattered clouds.,7 m/s,330,63%,1015 mbar,
2017-01-05 12:30:00,-5C,Scattered clouds.,7 m/s,320,68%,1016 mbar,
2017-01-05 13:00:00,-5C,Scattered clouds.,8 m/s,310,68%,1016 mbar,
2017-01-05 13:30:00,-5C,Passing clouds.,6 m/s,320,58%,1017 mbar,
2017-01-05 14:00:00,-5C,Passing clouds.,6 m/s,310,58%,1017 mbar,
2017-01-05 14:30:00,-5C,Passing clouds.,4 m/s,320,54%,1018 mbar,
2017-01-05 15:00:00,-5C,Passing clouds.,5 m/s,320,58%,1019 mbar,
2017-01-05 15:30:00,-6C,Passing clouds.,4 m/s,330,63%,1019 mbar,
2017-01-05 16:00:00,-6C,Passing clouds.,3 m/s,320,63%,1020 mbar,
2017-01-05 16:30:00,-6C,Passing clouds.,3 m/s,310,63%,1020 mbar,
2017-01-05 17:00:00,-6C,Passing clouds.,2 m/s,330,63%,1021 mbar,
2017-01-05 17:30:00,-7C,Clear.,4 m/s,320,63%,1022 mbar,16km
2017-01-05 18:00:00,-7C,Passing clouds.,3 m/s,320,63%,1022 mbar,
2017-01-05 18:30:00,-8C,Passing clouds.,4 m/s,320,68%,1023 mbar,
2017-01-05 19:00:00,-8C,Passing clouds.,3 m/s,290,68%,1023 mbar,
2017-01-05 19:30:00,-8C,Passing clouds.,4 m/s,320,68%,1023 mbar,
2017-01-05 20:00:00,-8C,Passing clouds.,4 m/s,330,68%,1024 mbar,
2017-01-05 20:30:00,-8C,Partly cloudy.,3 m/s,340,68%,1024 mbar,
2017-01-05 21:00:00,-8C,Partly cloudy.,3 m/s,320,68%,1025 mbar,
2017-01-05 21:30:00,-8C,Light snow. Passing clouds.,2 m/s,340,68%,1025 mbar,
2017-01-05 22:00:00,-8C,Light snow. Passing clouds.,3 m/s,10,68%,1025 mbar,
2017-01-05 22:30:00,-9C,Light snow. Partly cloudy.,6 m/s,0,67%,1026 mbar,
2017-01-05 23:00:00,-9C,Light snow. Partly cloudy.,5 m/s,350,67%,1026 mbar,
2017-01-05 23:30:00,-9C,Light snow. Passing clouds.,6 m/s,350,62%,1027 mbar,
2017-01-06 00:00:00,-10C,Light snow. Passing clouds.,4 m/s,340,67%,1027 mbar,
2017-01-06 00:30:00,-10C,Passing clouds.,6 m/s,330,67%,1027 mbar,
2017-01-06 01:00:00,-10C,Passing clouds.,3 m/s,340,67%,1028 mbar,
2017-01-06 01:30:00,-10C,Partly cloudy.,4 m/s,340,67%,1028 mbar,
2017-01-06 02:00:00,-11C,Passing clouds.,5 m/s,320,67%,1028 mbar,
2017-01-06 02:30:00,-11C,Partly cloudy.,5 m/s,320,67%,1029 mbar,
2017-01-06 03:00:00,-11C,Light snow. Partly cloudy.,6 m/s,320,67%,1029 mbar,
2017-01-06 03:30:00,-11C,Light snow. Partly cloudy.,5 m/s,0,67%,1029 mbar,
2017-01-06 04:00:00,-12C,Passing clouds.,5 m/s,340,67%,1029 mbar,
2017-01-06 04:30:00,-12C,Passing clouds.,3 m/s,330,72%,1030 mbar,
2017-01-06 05:00:00,-13C,Passing clouds.,3 m/s,330,72%,1030 mbar,
2017-01-06 05:30:00,-13C,Passing clouds.,5 m/s,320,78%,1030 mbar,
2017-01-06 06:00:00,-13C,Passing clouds.,5 m/s,340,72%,1030 mbar,
2017-01-06 06:30:00,-13C,Passing clouds.,3 m/s,340,72%,1030 mbar,
2017-01-06 07:00:00,-14C,Passing clouds.,2 m/s,330,78%,1031 mbar,
2017-01-06 07:30:00,-14C,Passing clouds.,2 m/s,280,72%,1031 mbar,
2017-01-06 08:00:00,-14C,Passing clouds.,2 m/s,200,72%,1032 mbar,
2017-01-06 08:30:00,-16C,Partly sunny.,2 m/s,230,85%,1032 mbar,
2017-01-06 09:00:00,-15C,Scattered clouds.,2 m/s,300,78%,1032 mbar,
2017-01-06 09:30:00,-13C,Partly sunny.,2 m/s,330,72%,1032 mbar,
2017-01-06 10:00:00,-13C,Light snow. Partly sunny.,2 m/s,300,72%,1033 mbar,7km
2017-01-06 10:30:00,-13C,Snow. Broken clouds.,3 m/s,270,78%,1033 mbar,2km
2017-01-06 11:00:00,-12C,Light snow. Partly sunny.,3 m/s,350,67%,1033 mbar,8km
2017-01-06 11:30:00,-12C,Light snow. Partly sunny.,3 m/s,350,67%,1033 mbar,7km
2017-01-06 12:00:00,-12C,Light snow. Partly sunny.,4 m/s,340,67%,1033 mbar,8km
2017-01-06 12:30:00,-12C,Partly sunny.,5 m/s,10,61%,1032 mbar,
2017-01-06 13:00:00,-12C,Partly sunny.,2 m/s,340,67%,1032 mbar,
2017-01-06 13:30:00,-12C,Scattered clouds.,4 m/s,340,61%,1033 mbar,
2017-01-06 14:00:00,-12C,Scattered clouds.,4 m/s,330,61%,1033 mbar,
2017-01-06 14:30:00,-12C,Passing clouds.,3 m/s,330,61%,1033 mbar,
2017-01-06 15:00:00,-12C,Passing clouds.,4 m/s,340,56%,1033 mbar,
2017-01-06 15:30:00,-13C,Passing clouds.,4 m/s,340,61%,1034 mbar,
2017-01-06 16:00:00,-13C,Passing clouds.,3 m/s,340,61%,1034 mbar,
2017-01-06 16:30:00,-14C,Passing clouds.,2 m/s,340,66%,1034 mbar,
2017-01-06 17:00:00,-14C,Passing clouds.,2 m/s,0,66%,1034 mbar,
2017-01-06 17:30:00,-15C,Passing clouds.,2 m/s,290,72%,1034 mbar,
2017-01-06 18:00:00,-14C,Passing clouds.,1 m/s,0,66%,1034 mbar,
2017-01-06 18:30:00,-15C,Passing clouds.,1 m/s,0,72%,1034 mbar,
2017-01-06 19:00:00,-15C,Passing clouds.,1 m/s,0,72%,1034 mbar,
2017-01-06 19:30:00,-16C,Passing clouds.,2 m/s,270,72%,1034 mbar,8km
2017-01-06 20:00:00,-18C,Passing clouds.,2 m/s,260,78%,1035 mbar,7km
2017-01-06 20:30:00,-17C,Passing clouds.,2 m/s,230,78%,1035 mbar,6km
2017-01-06 21:00:00,-18C,Ice fog.,1 m/s,0,84%,1034 mbar,5km
2017-01-06 21:30:00,-19C,Ice fog.,2 m/s,280,84%,1034 mbar,5km
2017-01-06 22:00:00,-18C,Clear.,1 m/s,0,78%,1035 mbar,8km
2017-01-06 22:30:00,-18C,Clear.,2 m/s,290,78%,1035 mbar,6km
2017-01-06 23:00:00,-18C,Clear.,2 m/s,290,78%,1035 mbar,7km
2017-01-06 23:30:00,-19C,Clear.,1 m/s,0,77%,1035 mbar,6km
2017-01-07 00:00:00,-19C,Clear.,2 m/s,250,84%,1035 mbar,6km
2017-01-07 00:30:00,-19C,Clear.,1 m/s,180,77%,1035 mbar,6km
2017-01-07 01:00:00,-20C,Ice fog.,1 m/s,280,84%,1035 mbar,5km
2017-01-07 01:30:00,-21C,Ice fog.,2 m/s,320,84%,1034 mbar,5km
2017-01-07 02:00:00,-21C,Ice fog.,3 m/s,310,77%,1034 mbar,5km
2017-01-07 02:30:00,-20C,Ice fog.,2 m/s,200,77%,1034 mbar,5km
2017-01-07 03:00:00,-22C,Ice fog.,2 m/s,270,84%,1034 mbar,4km
2017-01-07 03:30:00,-22C,Ice fog.,2 m/s,270,84%,1034 mbar,3km
2017-01-07 04:00:00,-22C,Ice fog.,1 m/s,0,84%,1034 mbar,3km
2017-01-07 04:30:00,-21C,Ice fog.,1 m/s,0,84%,1034 mbar,3km
2017-01-07 05:00:00,-21C,Ice fog.,2 m/s,240,84%,1034 mbar,4km
2017-01-07 05:30:00,-21C,Ice fog.,3 m/s,230,77%,1034 mbar,4km
2017-01-07 06:00:00,-23C,Ice fog.,3 m/s,230,84%,1034 mbar,3km
2017-01-07 06:30:00,-22C,Ice fog.,2 m/s,0,77%,1034 mbar,3km
