timestamp,MpKrakAlKras-PM10-1g,Weather,Temp(C),Wind(m/s),Direction(deg),Humidity,Barometer(mbar),PM10_Forecast_3h,PM10_Forecast_8h,PM10_Forecast_12h
2017-12-01 02:00:00,34.8875,Light snow. Low clouds.,1.0,6.0,230.0,0.93,10.05,25.3811,52.9483,41.5136
2017-12-01 03:00:00,32.6281,Partly cloudy.,1.0,6.0,240.0,0.93,10.06,26.1306,55.4797,42.3444
2017-12-01 04:00:00,28.4664,Partly cloudy.,1.0,5.0,230.0,0.93,10.06,26.9556,51.7419,46.0864
2017-12-01 05:00:00,25.3811,Partly cloudy.,1.0,5.0,250.0,0.87,10.07,39.7844,55.9106,50.3975
2017-12-01 06:00:00,26.1306,Passing clouds.,1.0,5.0,260.0,0.87,10.08,52.6239,41.5136,91.0636
2017-12-01 07:00:00,26.9556,Passing clouds.,1.0,4.0,250.0,0.87,10.09,52.9483,42.3444,101.397
2017-12-01 08:00:00,39.7844,Partly sunny.,1.0,3.0,230.0,0.87,10.1,55.4797,46.0864,118.06
2017-12-01 09:00:00,52.6239,Partly sunny.,1.0,2.0,230.0,0.87,10.11,51.7419,50.3975,126.548
2017-12-01 10:00:00,52.9483,Partly sunny.,1.0,3.0,260.0,0.87,10.11,55.9106,91.0636,127.019
2017-12-01 11:00:00,55.4797,Partly sunny.,1.0,4.0,230.0,0.93,10.12,41.5136,101.397,132.38299999999998
2017-12-01 12:00:00,51.7419,Broken clouds.,1.0,3.0,250.0,0.87,10.13,42.3444,118.06,139.75
2017-12-01 13:00:00,55.9106,Broken clouds.,1.0,4.0,240.0,0.87,10.13,46.0864,126.548,140.304
2017-12-01 14:00:00,41.5136,Partly sunny.,1.0,3.0,250.0,0.93,10.14,50.3975,127.019,168.42
2017-12-01 15:00:00,42.3444,Passing clouds.,1.0,3.0,240.0,0.87,10.14,91.0636,132.38299999999998,229.14
2017-12-01 16:00:00,46.0864,Passing clouds.,0.0,3.0,250.0,0.87,10.15,101.397,139.75,207.03
2017-12-01 17:00:00,50.3975,Ice fog.,-1.0,3.0,240.0,0.93,10.16,118.06,140.304,156.825
2017-12-01 18:00:00,91.0636,Ice fog.,-1.0,2.0,230.0,0.93,10.16,126.548,168.42,135.884
2017-12-01 19:00:00,101.397,Ice fog.,-3.0,3.0,240.0,1.0,10.17,127.019,229.14,127.004
2017-12-01 20:00:00,118.06,Ice fog.,-3.0,1.0,240.0,1.0,10.17,132.38299999999998,207.03,134.424
2017-12-01 21:00:00,126.548,Ice fog.,-4.0,1.0,0.0,0.93,10.18,139.75,156.825,135.72
2017-12-01 22:00:00,127.019,Ice fog.,-4.0,2.0,200.0,0.93,10.19,140.304,135.884,153.907
2017-12-01 23:00:00,132.38299999999998,Ice fog.,-5.0,2.0,180.0,1.0,10.19,168.42,127.004,128.13299999999998
2017-12-02 00:00:00,139.75,Ice fog.,-5.0,1.0,0.0,0.93,10.2,229.14,134.424,104.014
2017-12-02 01:00:00,140.304,Ice fog.,-5.0,1.0,230.0,0.93,10.2,207.03,135.72,99.3486
2017-12-02 02:00:00,168.42,Ice fog.,-6.0,1.0,160.0,0.93,10.2,156.825,153.907,77.69
2017-12-02 03:00:00,229.14,Ice fog.,-8.0,1.0,0.0,0.93,10.2,135.884,128.13299999999998,80.0703
2017-12-02 04:00:00,207.03,Ice fog.,-7.0,1.0,0.0,0.93,10.21,127.004,104.014,83.6592
2017-12-02 05:00:00,156.825,Ice fog.,-5.0,2.0,50.0,1.0,10.22,134.424,99.3486,88.8042
2017-12-02 06:00:00,135.884,Ice fog.,-4.0,1.0,0.0,0.93,10.22,135.72,77.69,100.038
2017-12-02 07:00:00,127.004,Ice fog.,-4.0,2.0,210.0,0.93,10.22,153.907,80.0703,109.198
2017-12-02 08:00:00,134.424,Ice fog.,-4.0,2.0,180.0,0.93,10.23,128.13299999999998,83.6592,114.005
2017-12-02 09:00:00,135.72,Ice fog.,-3.0,1.0,0.0,0.93,10.23,104.014,88.8042,113.217
2017-12-02 10:00:00,153.907,Ice fog.,-3.0,3.0,220.0,1.0,10.24,99.3486,100.038,112.007
2017-12-02 11:00:00,128.13299999999998,Ice fog.,-3.0,3.0,220.0,1.0,10.24,77.69,109.198,64.3842
2017-12-02 12:00:00,104.014,Ice fog.,-2.0,3.0,250.0,0.93,10.24,80.0703,114.005,43.5714
2017-12-02 13:00:00,99.3486,Ice fog.,-2.0,3.0,250.0,0.93,10.24,83.6592,113.217,45.8094
2017-12-02 14:00:00,77.69,Light snow. Ice fog.,-2.0,2.0,230.0,1.0,10.24,88.8042,112.007,45.8803
2017-12-02 15:00:00,80.0703,Ice fog.,-2.0,2.0,220.0,1.0,10.24,100.038,64.3842,44.6647
2017-12-02 16:00:00,83.6592,Light snow. Ice fog.,-2.0,2.0,210.0,1.0,10.24,109.198,43.5714,39.6267
2017-12-02 17:00:00,88.8042,Snow flurries. Ice fog.,-2.0,2.0,220.0,1.0,10.24,114.005,45.8094,37.6147
2017-12-02 18:00:00,100.038,Snow flurries. Ice fog.,-2.0,2.0,210.0,1.0,10.24,113.217,45.8803,34.5917
2017-12-02 19:00:00,109.198,Ice fog.,-2.0,2.0,210.0,1.0,10.25,112.007,44.6647,37.2903
2017-12-02 20:00:00,114.005,Ice fog.,-2.0,1.0,0.0,1.0,10.24,64.3842,39.6267,39.4872
2017-12-02 21:00:00,113.217,Ice fog.,-2.0,1.0,0.0,1.0,10.25,43.5714,37.6147,40.3675
2017-12-02 22:00:00,112.007,Ice fog.,-2.0,1.0,190.0,1.0,10.25,45.8094,34.5917,42.2333
2017-12-02 23:00:00,64.3842,Ice fog.,-2.0,1.0,0.0,1.0,10.24,45.8803,37.2903,44.9481
2017-12-03 00:00:00,43.5714,Light snow. Ice fog.,-1.0,3.0,60.0,0.93,10.24,44.6647,39.4872,45.0828
2017-12-03 01:00:00,45.8094,Ice fog.,-1.0,1.0,0.0,0.93,10.24,39.6267,40.3675,43.3642
2017-12-03 02:00:00,45.8803,Ice fog.,-2.0,1.0,0.0,1.0,10.24,37.6147,42.2333,42.3667
2017-12-03 03:00:00,44.6647,Passing clouds.,-1.0,3.0,50.0,0.93,10.23,34.5917,44.9481,41.0558
2017-12-03 04:00:00,39.6267,Passing clouds.,-1.0,3.0,70.0,0.93,10.23,37.2903,45.0828,39.9781
2017-12-03 05:00:00,37.6147,Partly cloudy.,-1.0,4.0,40.0,0.93,10.22,39.4872,43.3642,46.8267
2017-12-03 06:00:00,34.5917,Passing clouds.,-1.0,3.0,30.0,0.93,10.22,40.3675,42.3667,47.6108
2017-12-03 07:00:00,37.2903,Passing clouds.,-1.0,2.0,60.0,0.93,10.22,42.2333,41.0558,49.5672
2017-12-03 08:00:00,39.4872,Overcast.,-1.0,2.0,40.0,0.93,10.22,44.9481,39.9781,58.7664
2017-12-03 09:00:00,40.3675,Partly sunny.,0.0,5.0,20.0,0.87,10.22,45.0828,46.8267,67.3289
2017-12-03 10:00:00,42.2333,Broken clouds.,0.0,4.0,20.0,0.87,10.22,43.3642,47.6108,69.1667
2017-12-03 11:00:00,44.9481,Broken clouds.,0.0,4.0,10.0,0.87,10.21,42.3667,49.5672,67.5156
2017-12-03 12:00:00,45.0828,Partly sunny.,0.0,4.0,10.0,0.87,10.2,41.0558,58.7664,83.4872
2017-12-03 13:00:00,43.3642,Partly sunny.,0.0,5.0,10.0,0.87,10.19,39.9781,67.3289,102.128
2017-12-03 14:00:00,42.3667,Light rain. Partly sunny.,0.0,5.0,0.0,0.87,10.19,46.8267,69.1667,71.1164
2017-12-03 15:00:00,41.0558,Light rain. Ice fog.,0.0,4.0,0.0,0.93,10.19,47.6108,67.5156,37.4878
2017-12-03 16:00:00,39.9781,Light snow. Ice fog.,0.0,4.0,10.0,0.87,10.19,49.5672,83.4872,29.7781
2017-12-03 17:00:00,46.8267,Snow. Ice fog.,0.0,3.0,10.0,0.93,10.19,58.7664,102.128,21.99
2017-12-03 18:00:00,47.6108,Light snow. Ice fog.,-1.0,1.0,0.0,1.0,10.19,67.3289,71.1164,26.6686
2017-12-03 19:00:00,49.5672,Light snow. Ice fog.,-1.0,2.0,210.0,1.0,10.19,69.1667,37.4878,27.6375
2017-12-03 20:00:00,58.7664,Light snow. Ice fog.,-1.0,2.0,230.0,0.93,10.2,67.5156,29.7781,40.0997
2017-12-03 21:00:00,67.3289,Light snow. Ice fog.,-1.0,3.0,220.0,1.0,10.19,83.4872,21.99,34.3233
2017-12-03 22:00:00,69.1667,Ice fog.,-1.0,2.0,230.0,1.0,10.19,102.128,26.6686,41.1647
2017-12-03 23:00:00,67.5156,Ice fog.,-1.0,3.0,210.0,1.0,10.19,71.1164,27.6375,40.2119
2017-12-04 00:00:00,83.4872,Ice fog.,-1.0,4.0,230.0,0.93,10.19,37.4878,40.0997,37.6808
2017-12-04 01:00:00,102.128,Ice fog.,-1.0,5.0,250.0,0.93,10.18,29.7781,34.3233,47.2022
2017-12-04 02:00:00,71.1164,Passing clouds.,-1.0,6.0,250.0,0.8,10.18,21.99,41.1647,44.3417
2017-12-04 03:00:00,37.4878,Passing clouds.,-2.0,8.0,240.0,0.74,10.18,26.6686,40.2119,37.8331
2017-12-04 04:00:00,29.7781,Passing clouds.,-2.0,7.0,240.0,0.74,10.18,27.6375,37.6808,35.9281
2017-12-04 05:00:00,21.99,Passing clouds.,-2.0,5.0,230.0,0.8,10.17,40.0997,47.2022,38.0697
2017-12-04 06:00:00,26.6686,Passing clouds.,-2.0,3.0,210.0,0.8,10.17,34.3233,44.3417,48.4181
2017-12-04 07:00:00,27.6375,Light snow. Passing clouds.,-1.0,8.0,240.0,0.86,10.16,41.1647,37.8331,45.4033
2017-12-04 08:00:00,40.0997,Light snow. Broken clouds.,-1.0,9.0,240.0,0.86,10.17,40.2119,35.9281,46.9586
2017-12-04 09:00:00,34.3233,Broken clouds.,-1.0,7.0,240.0,0.86,10.17,37.6808,38.0697,43.435
2017-12-04 10:00:00,41.1647,Partly sunny.,0.0,7.0,240.0,0.87,10.17,47.2022,48.4181,46.6858
2017-12-04 11:00:00,40.2119,Light snow. Partly sunny.,0.0,7.0,240.0,0.87,10.17,44.3417,45.4033,43.7169
2017-12-04 12:00:00,37.6808,Light snow. Partly sunny.,0.0,8.0,250.0,0.87,10.16,37.8331,46.9586,41.7467
2017-12-04 13:00:00,47.2022,Light snow. Ice fog.,0.0,7.0,240.0,0.93,10.16,35.9281,43.435,36.5411
2017-12-04 14:00:00,44.3417,Snow flurries. Ice fog.,0.0,8.0,240.0,0.93,10.16,38.0697,46.6858,32.1442
2017-12-04 15:00:00,37.8331,Light snow. Partly sunny.,1.0,6.0,240.0,0.93,10.16,48.4181,43.7169,28.0283
2017-12-04 16:00:00,35.9281,Snow flurries. Fog.,1.0,6.0,230.0,0.93,10.17,45.4033,41.7467,24.6278
2017-12-04 17:00:00,38.0697,Snow flurries. Ice fog.,0.0,3.0,260.0,1.0,10.17,46.9586,36.5411,17.8958
2017-12-04 18:00:00,48.4181,Passing clouds.,1.0,6.0,260.0,0.93,10.18,43.435,32.1442,15.615
2017-12-04 19:00:00,45.4033,Snow flurries. Fog.,1.0,6.0,260.0,0.93,10.19,46.6858,28.0283,22.0333
2017-12-04 20:00:00,46.9586,Light snow. Partly cloudy.,1.0,6.0,260.0,0.93,10.19,43.7169,24.6278,28.8222
2017-12-04 21:00:00,43.435,Passing clouds.,1.0,5.0,260.0,0.87,10.2,41.7467,17.8958,28.1053
2017-12-04 22:00:00,46.6858,Overcast.,1.0,5.0,240.0,0.87,10.21,36.5411,15.615,35.1581
2017-12-04 23:00:00,43.7169,Partly cloudy.,1.0,5.0,260.0,0.93,10.21,32.1442,22.0333,36.635
2017-12-05 00:00:00,41.7467,Passing clouds.,1.0,6.0,260.0,0.87,10.22,28.0283,28.8222,33.7442
2017-12-05 01:00:00,36.5411,Passing clouds.,1.0,5.0,270.0,0.87,10.23,24.6278,28.1053,46.4608
2017-12-05 02:00:00,32.1442,Overcast.,1.0,6.0,260.0,0.87,10.23,17.8958,35.1581,32.1783
2017-12-05 03:00:00,28.0283,Passing clouds.,1.0,6.0,260.0,0.87,10.23,15.615,36.635,36.0186
2017-12-05 04:00:00,24.6278,Passing clouds.,1.0,6.0,260.0,0.87,10.24,22.0333,33.7442,36.7344
2017-12-05 05:00:00,17.8958,Passing clouds.,1.0,7.0,260.0,0.81,10.24,28.8222,46.4608,38.1847
2017-12-05 06:00:00,15.615,Passing clouds.,1.0,6.0,250.0,0.87,10.24,28.1053,32.1783,40.6633
2017-12-05 07:00:00,22.0333,Partly cloudy.,1.0,7.0,250.0,0.87,10.24,35.1581,36.0186,34.4647
2017-12-05 08:00:00,28.8222,Broken clouds.,1.0,6.0,240.0,0.87,10.24,36.635,36.7344,36.9161
2017-12-05 09:00:00,28.1053,Partly sunny.,1.0,6.0,250.0,0.81,10.25,33.7442,38.1847,34.5558
2017-12-05 10:00:00,35.1581,Partly sunny.,1.0,6.0,240.0,0.81,10.25,46.4608,40.6633,32.2261
2017-12-05 11:00:00,36.635,Sunny.,2.0,7.0,240.0,0.75,10.25,32.1783,34.4647,30.8764
2017-12-05 12:00:00,33.7442,Passing clouds.,2.0,7.0,250.0,0.75,10.24,36.0186,36.9161,27.2278
2017-12-05 13:00:00,46.4608,Partly sunny.,1.0,7.0,240.0,0.87,10.24,36.7344,34.5558,23.3731
2017-12-05 14:00:00,32.1783,Partly sunny.,2.0,5.0,240.0,0.81,10.24,38.1847,32.2261,20.2775
2017-12-05 15:00:00,36.0186,Light rain. Partly sunny.,1.0,6.0,240.0,0.93,10.24,40.6633,30.8764,18.0092
2017-12-05 16:00:00,36.7344,Light rain. Fog.,1.0,6.0,240.0,0.93,10.23,34.4647,27.2278,15.8486
2017-12-05 17:00:00,38.1847,Light rain. Fog.,1.0,6.0,250.0,0.93,10.23,36.9161,23.3731,14.7147
2017-12-05 18:00:00,40.6633,Drizzle. Fog.,2.0,7.0,250.0,0.93,10.23,34.5558,20.2775,14.7022
2017-12-05 19:00:00,34.4647,Passing clouds.,2.0,7.0,250.0,0.93,10.23,32.2261,18.0092,18.8481
2017-12-05 20:00:00,36.9161,Light rain. Passing clouds.,3.0,8.0,250.0,0.93,10.23,30.8764,15.8486,21.4983
2017-12-05 21:00:00,34.5558,Passing clouds.,3.0,8.0,240.0,0.87,10.23,27.2278,14.7147,24.6981
2017-12-05 22:00:00,32.2261,Light rain. Passing clouds.,3.0,8.0,250.0,0.93,10.23,23.3731,14.7022,26.7017
2017-12-05 23:00:00,30.8764,Passing clouds.,3.0,9.0,250.0,0.93,10.23,20.2775,18.8481,27.4114
2017-12-06 00:00:00,27.2278,Light rain. Passing clouds.,3.0,7.0,240.0,0.93,10.23,18.0092,21.4983,28.5139
2017-12-06 01:00:00,23.3731,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,15.8486,24.6981,30.3869
2017-12-06 02:00:00,20.2775,Light rain. Passing clouds.,3.0,8.0,240.0,0.87,10.23,14.7147,26.7017,37.0606
2017-12-06 03:00:00,18.0092,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,14.7022,27.4114,38.0431
2017-12-06 04:00:00,15.8486,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,18.8481,28.5139,32.1036
2017-12-06 05:00:00,14.7147,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,21.4983,30.3869,32.0033
2017-12-06 06:00:00,14.7022,Light rain. Passing clouds.,3.0,9.0,240.0,0.93,10.23,24.6981,37.0606,34.3003
2017-12-06 07:00:00,18.8481,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,26.7017,38.0431,38.0325
2017-12-06 08:00:00,21.4983,Light rain. Partly sunny.,4.0,7.0,240.0,0.87,10.23,27.4114,32.1036,40.7644
2017-12-06 09:00:00,24.6981,Broken clouds.,4.0,8.0,240.0,0.87,10.23,28.5139,32.0033,39.4772
2017-12-06 10:00:00,26.7017,Light rain. Partly sunny.,4.0,9.0,240.0,0.87,10.23,30.3869,34.3003,38.7767
2017-12-06 11:00:00,27.4114,Light rain. Broken clouds.,4.0,9.0,240.0,0.87,10.23,37.0606,38.0325,37.3314
2017-12-06 12:00:00,28.5139,Broken clouds.,4.0,8.0,240.0,0.87,10.23,38.0431,40.7644,34.85
2017-12-06 13:00:00,30.3869,Broken clouds.,4.0,9.0,230.0,0.81,10.22,32.1036,39.4772,30.9731
2017-12-06 14:00:00,37.0606,Partly sunny.,4.0,8.0,240.0,0.81,10.22,32.0033,38.7767,26.5219
2017-12-06 15:00:00,38.0431,Partly sunny.,4.0,9.0,250.0,0.81,10.22,34.3003,37.3314,23.9644
2017-12-06 16:00:00,32.1036,Light rain. Passing clouds.,4.0,9.0,250.0,0.81,10.23,38.0325,34.85,23.4861
2017-12-06 17:00:00,32.0033,Light rain. Passing clouds.,4.0,8.0,250.0,0.87,10.23,40.7644,30.9731,24.1614
2017-12-06 18:00:00,34.3003,Light rain. Partly cloudy.,3.0,9.0,250.0,0.93,10.23,39.4772,26.5219,31.8572
2017-12-06 19:00:00,38.0325,Light rain. Passing clouds.,3.0,8.0,240.0,0.93,10.23,38.7767,23.9644,35.1622
2017-12-06 20:00:00,40.7644,Passing clouds.,3.0,8.0,240.0,0.93,10.23,37.3314,23.4861,41.11
2017-12-06 21:00:00,39.4772,Passing clouds.,3.0,8.0,240.0,0.93,10.23,34.85,24.1614,47.9803
2017-12-06 22:00:00,38.7767,Light rain. Partly cloudy.,3.0,8.0,240.0,0.87,10.23,30.9731,31.8572,57.0597
2017-12-06 23:00:00,37.3314,Partly cloudy.,3.0,8.0,250.0,0.87,10.23,26.5219,35.1622,49.3119
2017-12-07 00:00:00,34.85,Passing clouds.,4.0,7.0,240.0,0.81,10.23,23.9644,41.11,42.3267
2017-12-07 01:00:00,30.9731,Passing clouds.,4.0,6.0,230.0,0.81,10.23,23.4861,47.9803,53.4411
2017-12-07 02:00:00,26.5219,Passing clouds.,4.0,6.0,240.0,0.81,10.23,24.1614,57.0597,56.5394
2017-12-07 03:00:00,23.9644,Overcast.,4.0,7.0,240.0,0.81,10.23,31.8572,49.3119,60.5622
2017-12-07 04:00:00,23.4861,Overcast.,4.0,7.0,240.0,0.75,10.23,35.1622,42.3267,103.912
2017-12-07 05:00:00,24.1614,Mostly cloudy.,4.0,7.0,230.0,0.75,10.23,41.11,53.4411,99.665
2017-12-07 06:00:00,31.8572,Overcast.,4.0,7.0,230.0,0.75,10.23,47.9803,56.5394,111.211
2017-12-07 07:00:00,35.1622,Overcast.,4.0,7.0,240.0,0.75,10.23,57.0597,60.5622,140.409
2017-12-07 08:00:00,41.11,Overcast.,3.0,6.0,230.0,0.81,10.22,49.3119,103.912,133.174
2017-12-07 09:00:00,47.9803,Partly sunny.,4.0,5.0,230.0,0.75,10.22,42.3267,99.665,121.063
2017-12-07 10:00:00,57.0597,Partly sunny.,4.0,6.0,230.0,0.75,10.22,53.4411,111.211,111.956
2017-12-07 11:00:00,49.3119,Partly sunny.,4.0,7.0,230.0,0.7,10.21,56.5394,140.409,120.151
2017-12-07 12:00:00,42.3267,Passing clouds.,4.0,6.0,230.0,0.7,10.2,60.5622,133.174,114.854
2017-12-07 13:00:00,53.4411,Sunny.,5.0,5.0,220.0,0.7,10.19,103.912,121.063,57.9067
2017-12-07 14:00:00,56.5394,Sunny.,5.0,5.0,230.0,0.7,10.18,99.665,111.956,48.0697
2017-12-07 15:00:00,60.5622,Sunny.,5.0,4.0,220.0,0.66,10.18,111.211,120.151,67.4581
2017-12-07 16:00:00,103.912,Passing clouds.,4.0,2.0,220.0,0.7,10.17,140.409,114.854,38.6783
2017-12-07 17:00:00,99.665,Clear.,1.0,2.0,260.0,0.87,10.16,133.174,57.9067,55.3875
2017-12-07 18:00:00,111.211,Clear.,1.0,2.0,250.0,0.81,10.16,121.063,48.0697,68.6564
2017-12-07 19:00:00,140.409,Clear.,1.0,1.0,250.0,0.81,10.16,111.956,67.4581,79.7417
2017-12-07 20:00:00,133.174,Clear.,-1.0,2.0,250.0,0.86,10.15,120.151,38.6783,84.8019
2017-12-07 21:00:00,121.063,Clear.,-2.0,2.0,260.0,0.93,10.15,114.854,55.3875,90.0053
2017-12-07 22:00:00,111.956,Clear.,-1.0,2.0,210.0,0.8,10.14,57.9067,68.6564,85.2703
2017-12-07 23:00:00,120.151,Ice fog.,-2.0,2.0,200.0,0.86,10.13,48.0697,79.7417,77.0811
2017-12-08 00:00:00,114.854,Clear.,-1.0,2.0,220.0,0.86,10.13,67.4581,84.8019,65.6622
2017-12-08 01:00:00,57.9067,Clear.,0.0,4.0,260.0,0.69,10.12,38.6783,90.0053,66.0028
2017-12-08 02:00:00,48.0697,Clear.,3.0,3.0,230.0,0.56,10.11,55.3875,85.2703,73.7446
2017-12-08 03:00:00,67.4581,Clear.,3.0,2.0,240.0,0.6,10.1,68.6564,77.0811,57.9136
2017-12-08 04:00:00,38.6783,Clear.,0.0,2.0,260.0,0.75,10.09,79.7417,65.6622,46.9319
2017-12-08 05:00:00,55.3875,Clear.,-2.0,1.0,0.0,0.8,10.09,84.8019,66.0028,51.1631
2017-12-08 06:00:00,68.6564,Clear.,-1.0,1.0,0.0,0.75,10.08,90.0053,73.7446,62.6683
2017-12-08 07:00:00,79.7417,Clear.,-1.0,1.0,0.0,0.75,10.07,85.2703,57.9136,43.9744
2017-12-08 08:00:00,84.8019,Sunny.,-1.0,3.0,230.0,0.75,10.07,77.0811,46.9319,50.1203
2017-12-08 09:00:00,90.0053,Passing clouds.,5.0,2.0,190.0,0.57,10.08,65.6622,51.1631,40.4153
2017-12-08 10:00:00,85.2703,Sunny.,6.0,3.0,220.0,0.53,10.08,66.0028,62.6683,40.3544
2017-12-08 11:00:00,77.0811,Sunny.,7.0,4.0,240.0,0.57,10.08,73.7446,43.9744,49.0642
2017-12-08 12:00:00,65.6622,Sunny.,6.0,4.0,220.0,0.61,10.07,57.9136,50.1203,43.4069
2017-12-08 13:00:00,66.0028,Sunny.,5.0,3.0,250.0,0.7,10.06,46.9319,40.4153,47.4169
2017-12-08 14:00:00,73.7446,Partly sunny.,6.0,4.0,230.0,0.66,10.07,51.1631,40.3544,50.3272
2017-12-08 15:00:00,57.9136,Partly sunny.,5.0,2.0,220.0,0.7,10.07,62.6683,49.0642,53.1636
2017-12-08 16:00:00,46.9319,Light rain. Passing clouds.,4.0,3.0,240.0,0.81,10.07,43.9744,43.4069,57.1575
2017-12-08 17:00:00,51.1631,Passing clouds.,4.0,1.0,220.0,0.81,10.07,50.1203,47.4169,51.4211
2017-12-08 18:00:00,62.6683,Light rain. Overcast.,4.0,2.0,210.0,0.81,10.07,40.4153,50.3272,46.9747
2017-12-08 19:00:00,43.9744,Partly cloudy.,4.0,4.0,230.0,0.81,10.07,40.3544,53.1636,48.0314
2017-12-08 20:00:00,50.1203,Light rain. Passing clouds.,4.0,3.0,230.0,0.81,10.08,49.0642,57.1575,48.4233
2017-12-08 21:00:00,40.4153,Light rain. Fog.,3.0,2.0,230.0,0.93,10.08,43.4069,51.4211,47.0833
2017-12-08 22:00:00,40.3544,Light rain. Fog.,3.0,2.0,230.0,0.93,10.08,47.4169,46.9747,46.2014
2017-12-08 23:00:00,49.0642,Fog.,3.0,1.0,220.0,0.93,10.07,50.3272,48.0314,35.7228
2017-12-09 00:00:00,43.4069,Fog.,2.0,1.0,0.0,0.93,10.07,53.1636,48.4233,26.4458
2017-12-09 01:00:00,47.4169,Passing clouds.,2.0,2.0,250.0,0.93,10.07,57.1575,47.0833,41.1947
2017-12-09 02:00:00,50.3272,Overcast.,2.0,1.0,0.0,0.93,10.07,51.4211,46.2014,40.0264
2017-12-09 03:00:00,53.1636,Passing clouds.,2.0,2.0,210.0,0.87,10.07,46.9747,35.7228,61.1078
2017-12-09 04:00:00,57.1575,Passing clouds.,1.0,2.0,250.0,0.93,10.07,48.0314,26.4458,70.7072
2017-12-09 05:00:00,51.4211,Passing clouds.,1.0,3.0,270.0,0.93,10.06,48.4233,41.1947,59.6733
2017-12-09 06:00:00,46.9747,Passing clouds.,1.0,2.0,270.0,0.93,10.06,47.0833,40.0264,79.6542
2017-12-09 07:00:00,48.0314,Passing clouds.,1.0,1.0,0.0,0.87,10.07,46.2014,61.1078,99.7119
2017-12-09 08:00:00,48.4233,Partly sunny.,1.0,2.0,200.0,0.87,10.07,35.7228,70.7072,94.6628
2017-12-09 09:00:00,47.0833,Partly sunny.,1.0,2.0,220.0,0.87,10.07,26.4458,59.6733,87.7875
2017-12-09 10:00:00,46.2014,Partly sunny.,1.0,2.0,250.0,0.87,10.07,41.1947,79.6542,75.5233
2017-12-09 11:00:00,35.7228,Partly sunny.,1.0,3.0,280.0,0.81,10.08,40.0264,99.7119,66.3097
2017-12-09 12:00:00,26.4458,Partly sunny.,1.0,3.0,250.0,0.81,10.07,61.1078,94.6628,31.6262
2017-12-09 13:00:00,41.1947,Scattered clouds.,2.0,4.0,260.0,0.75,10.07,70.7072,87.7875,31.5403
2017-12-09 14:00:00,40.0264,Scattered clouds.,2.0,2.0,260.0,0.7,10.07,59.6733,75.5233,21.9703
2017-12-09 15:00:00,61.1078,Passing clouds.,1.0,3.0,210.0,0.81,10.07,79.6542,66.3097,23.1447
2017-12-09 16:00:00,70.7072,Passing clouds.,0.0,2.0,240.0,0.87,10.07,99.7119,31.6262,22.5519
2017-12-09 17:00:00,59.6733,Passing clouds.,0.0,3.0,240.0,0.8,10.07,94.6628,31.5403,20.8017
2017-12-09 18:00:00,79.6542,Passing clouds.,-1.0,4.0,250.0,0.8,10.07,87.7875,21.9703,21.2233
2017-12-09 19:00:00,99.7119,Clear.,-1.0,4.0,260.0,0.8,10.07,75.5233,23.1447,25.815
2017-12-09 20:00:00,94.6628,Passing clouds.,-2.0,3.0,240.0,0.86,10.07,66.3097,22.5519,23.5814
2017-12-09 21:00:00,87.7875,Passing clouds.,-1.0,3.0,210.0,0.8,10.08,31.6262,20.8017,22.7667
2017-12-09 22:00:00,75.5233,Passing clouds.,0.0,3.0,220.0,0.75,10.08,31.5403,21.2233,33.9142
2017-12-09 23:00:00,66.3097,Passing clouds.,0.0,5.0,230.0,0.8,10.08,21.9703,25.815,36.0292
2017-12-10 00:00:00,31.6262,Light snow. Overcast.,0.0,7.0,240.0,0.8,10.08,23.1447,23.5814,24.3711
2017-12-10 01:00:00,31.5403,Light snow. Passing clouds.,0.0,7.0,240.0,0.8,10.08,22.5519,22.7667,23.3861
2017-12-10 02:00:00,21.9703,Light snow. Partly cloudy.,-1.0,7.0,240.0,0.86,10.08,20.8017,33.9142,23.0842
2017-12-10 03:00:00,23.1447,Partly cloudy.,0.0,6.0,240.0,0.8,10.08,21.2233,36.0292,20.7122
2017-12-10 04:00:00,22.5519,Passing clouds.,0.0,5.0,240.0,0.8,10.08,25.815,24.3711,25.9978
2017-12-10 05:00:00,20.8017,Light snow. Partly cloudy.,0.0,5.0,230.0,0.8,10.08,23.5814,23.3861,34.67
2017-12-10 06:00:00,21.2233,Overcast.,0.0,4.0,240.0,0.8,10.08,22.7667,23.0842,31.5867
2017-12-10 07:00:00,25.815,Passing clouds.,-1.0,5.0,230.0,0.8,10.08,33.9142,20.7122,23.2053
2017-12-10 08:00:00,23.5814,Passing clouds.,-2.0,4.0,240.0,0.8,10.08,36.0292,25.9978,24.1303
2017-12-10 09:00:00,22.7667,Sunny.,0.0,4.0,230.0,0.75,10.08,24.3711,34.67,34.1539
2017-12-10 10:00:00,33.9142,Sunny.,1.0,4.0,220.0,0.65,10.07,23.3861,31.5867,35.3061
2017-12-10 11:00:00,36.0292,Sunny.,1.0,3.0,220.0,0.7,10.06,23.0842,23.2053,37.2694
