timestamp,MpKrakAlKras-PM10-1g,Weather,Temp(C),Wind(m/s),Direction(deg),Humidity,Barometer(mbar),PM10_Forecast_3h,PM10_Forecast_8h,PM10_Forecast_12h
2017-01-01 01:00:00,213.733,Ice fog.,-6.0,1.0,0.0,0.93,10.24,244.69,187.32,121.805
2017-01-01 02:00:00,213.868,Ice fog.,-7.0,2.0,190.0,0.93,10.24,224.673,181.194,119.096
2017-01-01 03:00:00,221.923,Ice fog.,-4.0,3.0,200.0,0.8,10.23,212.159,161.19799999999995,121.681
2017-01-01 04:00:00,244.69,Ice fog.,-7.0,3.0,210.0,0.86,10.22,198.375,136.218,138.35299999999998
2017-01-01 05:00:00,224.673,Ice fog.,-6.0,3.0,200.0,0.8,10.22,191.881,121.805,150.415
2017-01-01 06:00:00,212.159,Ice fog.,-7.0,2.0,190.0,0.86,10.22,187.32,119.096,161.58700000000005
2017-01-01 07:00:00,198.375,Ice fog.,-8.0,3.0,210.0,0.86,10.21,181.194,121.681,197.133
2017-01-01 08:00:00,191.881,Ice fog.,-8.0,1.0,0.0,0.93,10.21,161.19799999999995,138.35299999999998,217.923
2017-01-01 09:00:00,187.32,Ice fog.,-6.0,2.0,200.0,0.86,10.21,136.218,150.415,250.248
2017-01-01 10:00:00,181.194,Ice fog.,-3.0,2.0,200.0,0.74,10.21,121.805,161.58700000000005,227.516
2017-01-01 11:00:00,161.19799999999995,Ice fog.,0.0,2.0,210.0,0.64,10.2,119.096,197.133,180.035
2017-01-01 12:00:00,136.218,Clear.,2.0,3.0,180.0,0.56,10.19,121.681,217.923,172.937
2017-01-01 13:00:00,121.805,Sunny.,5.0,5.0,220.0,0.39,10.18,138.35299999999998,250.248,183.753
2017-01-01 14:00:00,119.096,Sunny.,4.0,4.0,210.0,0.45,10.18,150.415,227.516,175.653
2017-01-01 15:00:00,121.681,Clear.,2.0,3.0,190.0,0.56,10.17,161.58700000000005,180.035,165.99599999999995
2017-01-01 16:00:00,138.35299999999998,Haze.,-1.0,2.0,200.0,0.69,10.17,197.133,172.937,161.859
2017-01-01 17:00:00,150.415,Ice fog.,-2.0,2.0,270.0,0.74,10.17,217.923,183.753,148.047
2017-01-01 18:00:00,161.58700000000005,Ice fog.,-3.0,1.0,0.0,0.74,10.16,250.248,175.653,155.74
2017-01-01 19:00:00,197.133,Ice fog.,-4.0,2.0,200.0,0.8,10.16,227.516,165.99599999999995,172.183
2017-01-01 20:00:00,217.923,Ice fog.,-7.0,3.0,220.0,0.86,10.16,180.035,161.859,164.058
2017-01-01 21:00:00,250.248,Ice fog.,-6.0,2.0,240.0,0.8,10.16,172.937,148.047,128.782
2017-01-01 22:00:00,227.516,Ice fog.,-6.0,2.0,200.0,0.86,10.16,183.753,155.74,63.6029
2017-01-01 23:00:00,180.035,Ice fog.,-6.0,2.0,200.0,0.8,10.15,175.653,172.183,65.9497
2017-01-02 00:00:00,172.937,Ice fog.,-7.0,3.0,200.0,0.79,10.15,165.99599999999995,164.058,63.7852
2017-01-02 01:00:00,183.753,Ice fog.,-6.0,1.0,0.0,0.86,10.14,161.859,128.782,56.4587
2017-01-02 02:00:00,175.653,Ice fog.,-7.0,2.0,230.0,0.93,10.14,148.047,63.6029,58.4029
2017-01-02 03:00:00,165.99599999999995,Ice fog.,-7.0,2.0,220.0,0.93,10.13,155.74,65.9497,60.9776
2017-01-02 04:00:00,161.859,Ice fog.,-7.0,2.0,250.0,0.93,10.13,172.183,63.7852,62.9084
2017-01-02 05:00:00,148.047,Ice fog.,-8.0,1.0,0.0,0.86,10.12,164.058,56.4587,68.6024
2017-01-02 06:00:00,155.74,Ice fog.,-6.0,3.0,220.0,0.86,10.12,128.782,58.4029,63.4646
2017-01-02 07:00:00,172.183,Clear.,-5.0,3.0,210.0,0.74,10.12,63.6029,60.9776,74.1618
2017-01-02 08:00:00,164.058,Sunny.,0.0,8.0,260.0,0.64,10.12,65.9497,62.9084,82.8891
2017-01-02 09:00:00,128.782,Sunny.,0.0,10.0,250.0,0.64,10.13,63.7852,68.6024,80.4899
2017-01-02 10:00:00,63.6029,Partly sunny.,1.0,8.0,260.0,0.6,10.12,56.4587,63.4646,84.9774
2017-01-02 11:00:00,65.9497,Partly sunny.,1.0,8.0,250.0,0.65,10.12,58.4029,74.1618,81.5429
2017-01-02 12:00:00,63.7852,Partly sunny.,1.0,7.0,260.0,0.65,10.12,60.9776,82.8891,76.635
2017-01-02 13:00:00,56.4587,Partly sunny.,1.0,7.0,250.0,0.65,10.12,62.9084,80.4899,70.8453
2017-01-02 14:00:00,58.4029,Light snow. Ice fog.,-1.0,6.0,250.0,0.86,10.12,68.6024,84.9774,60.4085
2017-01-02 15:00:00,60.9776,Light snow. Ice fog.,-1.0,5.0,250.0,0.86,10.12,63.4646,81.5429,60.233
2017-01-02 16:00:00,62.9084,Light snow. Ice fog.,-1.0,4.0,230.0,0.93,10.12,74.1618,76.635,64.6024
2017-01-02 17:00:00,68.6024,Snow. Ice fog.,-1.0,6.0,250.0,0.93,10.12,82.8891,70.8453,59.0521
2017-01-02 18:00:00,63.4646,Light snow. Ice fog.,-2.0,7.0,240.0,0.93,10.13,80.4899,60.4085,64.4128
2017-01-02 19:00:00,74.1618,Light snow. Ice fog.,-2.0,6.0,240.0,0.93,10.13,84.9774,60.233,56.8681
2017-01-02 20:00:00,82.8891,Light snow. Ice fog.,-2.0,5.0,240.0,0.93,10.14,81.5429,64.6024,53.0414
2017-01-02 21:00:00,80.4899,Light snow. Ice fog.,-2.0,5.0,230.0,0.93,10.15,76.635,59.0521,60.4785
2017-01-02 22:00:00,84.9774,Light snow. Ice fog.,-2.0,6.0,230.0,0.93,10.15,70.8453,64.4128,65.2123
2017-01-02 23:00:00,81.5429,Light snow. Ice fog.,-1.0,6.0,240.0,0.86,10.15,60.4085,56.8681,49.0609
2017-01-03 00:00:00,76.635,Light snow. Passing clouds.,-1.0,6.0,260.0,0.86,10.16,60.233,53.0414,39.8876
2017-01-03 01:00:00,70.8453,Light snow. Partly cloudy.,-1.0,6.0,240.0,0.86,10.16,64.6024,60.4785,35.0581
2017-01-03 02:00:00,60.4085,Partly cloudy.,-2.0,5.0,260.0,0.86,10.17,59.0521,65.2123,32.8196
2017-01-03 03:00:00,60.233,Passing clouds.,-2.0,4.0,250.0,0.86,10.17,64.4128,49.0609,33.7029
2017-01-03 04:00:00,64.6024,Ice fog.,-2.0,5.0,230.0,0.86,10.17,56.8681,39.8876,32.6704
2017-01-03 05:00:00,59.0521,Ice fog.,-3.0,4.0,240.0,0.93,10.17,53.0414,35.0581,38.2005
2017-01-03 06:00:00,64.4128,Ice fog.,-3.0,5.0,200.0,0.93,10.17,60.4785,32.8196,40.6326
2017-01-03 07:00:00,56.8681,Ice fog.,-3.0,5.0,220.0,0.93,10.17,65.2123,33.7029,36.8893
2017-01-03 08:00:00,53.0414,Ice fog.,-5.0,3.0,230.0,0.93,10.17,49.0609,32.6704,28.6372
2017-01-03 09:00:00,60.4785,Ice fog.,-4.0,3.0,200.0,0.86,10.17,39.8876,38.2005,20.6859
2017-01-03 10:00:00,65.2123,Light snow. Ice fog.,-2.0,6.0,250.0,0.86,10.17,35.0581,40.6326,30.391
2017-01-03 11:00:00,49.0609,Partly sunny.,-1.0,6.0,230.0,0.86,10.16,32.8196,36.8893,24.8553
2017-01-03 12:00:00,39.8876,Ice fog.,-1.0,8.0,240.0,0.86,10.16,33.7029,28.6372,21.6576
2017-01-03 13:00:00,35.0581,Broken clouds.,-1.0,8.0,230.0,0.86,10.15,32.6704,20.6859,14.4917
2017-01-03 14:00:00,32.8196,Snow flurries. Broken clouds.,-1.0,7.0,240.0,0.93,10.15,38.2005,30.391,11.6354
2017-01-03 15:00:00,33.7029,Snow flurries. Broken clouds.,-1.0,8.0,240.0,0.93,10.15,40.6326,24.8553,11.2963
2017-01-03 16:00:00,32.6704,Light snow. Ice fog.,-1.0,8.0,240.0,0.93,10.14,36.8893,21.6576,9.41525
2017-01-03 17:00:00,38.2005,Snow. Partly cloudy.,0.0,8.0,240.0,0.87,10.14,28.6372,14.4917,9.99736
2017-01-03 18:00:00,40.6326,Light snow. Partly cloudy.,0.0,8.0,230.0,0.87,10.13,20.6859,11.6354,9.51672
2017-01-03 19:00:00,36.8893,Passing clouds.,0.0,9.0,240.0,0.87,10.13,30.391,11.2963,15.067
2017-01-03 20:00:00,28.6372,Passing clouds.,0.0,10.0,230.0,0.8,10.12,24.8553,9.41525,20.0745
2017-01-03 21:00:00,20.6859,Light snow. Passing clouds.,1.0,12.0,240.0,0.81,10.11,21.6576,9.99736,20.6671
2017-01-03 22:00:00,30.391,Light snow. Passing clouds.,1.0,11.0,230.0,0.81,10.1,14.4917,9.51672,18.2401
2017-01-03 23:00:00,24.8553,Snow. Passing clouds.,1.0,11.0,230.0,0.81,10.09,11.6354,15.067,14.2697
2017-01-04 00:00:00,21.6576,Passing clouds.,1.0,9.0,220.0,0.81,10.07,11.2963,20.0745,21.1131
2017-01-04 01:00:00,14.4917,Light snow. Passing clouds.,0.0,9.0,210.0,0.87,10.06,9.41525,20.6671,14.6499
2017-01-04 02:00:00,11.6354,Light snow. Passing clouds.,0.0,7.0,220.0,0.8,10.05,9.99736,18.2401,12.9523
2017-01-04 03:00:00,11.2963,Light snow. Passing clouds.,1.0,11.0,230.0,0.75,10.04,9.51672,14.2697,13.9616
2017-01-04 04:00:00,9.41525,Snow. Passing clouds.,0.0,8.0,220.0,0.87,10.02,15.067,21.1131,14.4036
2017-01-04 05:00:00,9.99736,Heavy snow. Partly cloudy.,-1.0,8.0,220.0,1.0,10.01,20.0745,14.6499,15.019
2017-01-04 06:00:00,9.51672,Snow. Passing clouds.,-1.0,9.0,220.0,1.0,10.0,20.6671,12.9523,17.3008
2017-01-04 07:00:00,15.067,Light snow. Passing clouds.,0.0,10.0,230.0,0.93,9.99,18.2401,13.9616,16.9126
2017-01-04 08:00:00,20.0745,Snow. Partly sunny.,1.0,9.0,230.0,0.81,9.99,14.2697,14.4036,16.2922
2017-01-04 09:00:00,20.6671,Light snow. Partly sunny.,2.0,12.0,230.0,0.75,9.98,21.1131,15.019,14.3748
2017-01-04 10:00:00,18.2401,Light snow. Partly sunny.,2.0,11.0,240.0,0.81,9.98,14.6499,17.3008,15.8441
2017-01-04 11:00:00,14.2697,Light snow. Partly sunny.,1.0,11.0,240.0,0.87,9.98,12.9523,16.9126,14.1411
2017-01-04 12:00:00,21.1131,Scattered clouds.,2.0,11.0,240.0,0.75,9.97,13.9616,16.2922,14.1259
2017-01-04 13:00:00,14.6499,Scattered clouds.,2.0,12.0,230.0,0.75,9.97,14.4036,14.3748,14.5201
2017-01-04 14:00:00,12.9523,Partly sunny.,2.0,11.0,230.0,0.75,9.96,15.019,15.8441,20.0727
2017-01-04 15:00:00,13.9616,Partly sunny.,2.0,9.0,230.0,0.81,9.96,17.3008,14.1411,8.3265
2017-01-04 16:00:00,14.4036,Snow flurries. Partly cloudy.,2.0,10.0,240.0,0.75,9.96,16.9126,14.1259,9.54272
2017-01-04 17:00:00,15.019,Snow flurries. Partly cloudy.,2.0,13.0,250.0,0.75,9.95,16.2922,14.5201,9.95114
2017-01-04 18:00:00,17.3008,Light snow. Passing clouds.,2.0,12.0,240.0,0.75,9.95,14.3748,20.0727,13.6251
2017-01-04 19:00:00,16.9126,Snow flurries. Ice fog.,0.0,11.0,240.0,1.0,9.96,15.8441,8.3265,14.6611
2017-01-04 20:00:00,16.2922,Heavy snow. Ice fog.,0.0,11.0,260.0,0.93,9.96,14.1411,9.54272,20.8625
2017-01-04 21:00:00,14.3748,Snow flurries. Passing clouds.,0.0,9.0,260.0,0.93,9.97,14.1259,9.95114,20.8079
2017-01-04 22:00:00,15.8441,Passing clouds.,1.0,10.0,260.0,0.81,9.98,14.5201,13.6251,21.1246
2017-01-04 23:00:00,14.1411,Passing clouds.,0.0,8.0,270.0,0.75,10.0,20.0727,14.6611,21.4876
2017-01-05 00:00:00,14.1259,Passing clouds.,0.0,8.0,270.0,0.8,10.0,8.3265,20.8625,20.6039
2017-01-05 01:00:00,14.5201,Passing clouds.,0.0,9.0,260.0,0.75,10.01,9.54272,20.8079,19.3487
2017-01-05 02:00:00,20.0727,Passing clouds.,0.0,8.0,270.0,0.69,10.02,9.95114,21.1246,20.427
2017-01-05 03:00:00,8.3265,Snow flurries. Passing clouds.,-1.0,7.0,270.0,0.8,10.03,13.6251,21.4876,32.0446
2017-01-05 04:00:00,9.54272,Light snow. Passing clouds.,-1.0,7.0,260.0,0.75,10.04,14.6611,20.6039,24.3086
2017-01-05 05:00:00,9.95114,Light snow. Passing clouds.,-2.0,8.0,280.0,0.8,10.04,20.8625,19.3487,28.0612
2017-01-05 06:00:00,13.6251,Light snow. Passing clouds.,-2.0,6.0,280.0,0.74,10.05,20.8079,20.427,30.9685
2017-01-05 07:00:00,14.6611,Snow. Passing clouds.,-3.0,7.0,300.0,0.86,10.07,21.1246,32.0446,24.9333
2017-01-05 08:00:00,20.8625,Light snow. Partly sunny.,-4.0,8.0,320.0,0.8,10.08,21.4876,24.3086,33.3291
2017-01-05 09:00:00,20.8079,Light snow. Partly sunny.,-4.0,6.0,330.0,0.74,10.11,20.6039,28.0612,49.2241
2017-01-05 10:00:00,21.1246,Light snow. Partly sunny.,-5.0,6.0,320.0,0.74,10.13,19.3487,30.9685,47.4904
2017-01-05 11:00:00,21.4876,Light snow. Broken clouds.,-5.0,7.0,340.0,0.68,10.14,20.427,24.9333,69.2727
2017-01-05 12:00:00,20.6039,Scattered clouds.,-5.0,7.0,330.0,0.63,10.15,32.0446,33.3291,76.132
2017-01-05 13:00:00,19.3487,Scattered clouds.,-5.0,8.0,310.0,0.68,10.16,24.3086,49.2241,38.054
2017-01-05 14:00:00,20.427,Passing clouds.,-5.0,6.0,310.0,0.58,10.17,28.0612,47.4904,39.3219
2017-01-05 15:00:00,32.0446,Passing clouds.,-5.0,5.0,320.0,0.58,10.19,30.9685,69.2727,31.1263
2017-01-05 16:00:00,24.3086,Passing clouds.,-6.0,3.0,320.0,0.63,10.2,24.9333,76.132,35.8722
2017-01-05 17:00:00,28.0612,Passing clouds.,-6.0,2.0,330.0,0.63,10.21,33.3291,38.054,53.4165
2017-01-05 18:00:00,30.9685,Passing clouds.,-7.0,3.0,320.0,0.63,10.22,49.2241,39.3219,72.835
2017-01-05 19:00:00,24.9333,Passing clouds.,-8.0,3.0,290.0,0.68,10.23,47.4904,31.1263,65.8092
2017-01-05 20:00:00,33.3291,Passing clouds.,-8.0,4.0,330.0,0.68,10.24,69.2727,35.8722,77.9317
2017-01-05 21:00:00,49.2241,Partly cloudy.,-8.0,3.0,320.0,0.68,10.25,76.132,53.4165,86.4031
2017-01-05 22:00:00,47.4904,Light snow. Passing clouds.,-8.0,3.0,10.0,0.68,10.25,38.054,72.835,87.0765
2017-01-05 23:00:00,69.2727,Light snow. Partly cloudy.,-9.0,5.0,350.0,0.67,10.26,39.3219,65.8092,74.4786
2017-01-06 00:00:00,76.132,Light snow. Passing clouds.,-10.0,4.0,340.0,0.67,10.27,31.1263,77.9317,90.244
2017-01-06 01:00:00,38.054,Passing clouds.,-10.0,3.0,340.0,0.67,10.28,35.8722,86.4031,48.3641
2017-01-06 02:00:00,39.3219,Passing clouds.,-11.0,5.0,320.0,0.67,10.28,53.4165,87.0765,101.187
2017-01-06 03:00:00,31.1263,Light snow. Partly cloudy.,-11.0,6.0,320.0,0.67,10.29,72.835,74.4786,113.368
2017-01-06 04:00:00,35.8722,Passing clouds.,-12.0,5.0,340.0,0.67,10.29,65.8092,90.244,88.1692
2017-01-06 05:00:00,53.4165,Passing clouds.,-13.0,3.0,330.0,0.72,10.3,77.9317,48.3641,96.4075
2017-01-06 06:00:00,72.835,Passing clouds.,-13.0,5.0,340.0,0.72,10.3,86.4031,101.187,82.8401
2017-01-06 07:00:00,65.8092,Passing clouds.,-14.0,2.0,330.0,0.78,10.31,87.0765,113.368,103.606
2017-01-06 08:00:00,77.9317,Passing clouds.,-14.0,2.0,200.0,0.72,10.32,74.4786,88.1692,78.3202
2017-01-06 09:00:00,86.4031,Scattered clouds.,-15.0,2.0,300.0,0.78,10.32,90.244,96.4075,59.6182
2017-01-06 10:00:00,87.0765,Light snow. Partly sunny.,-13.0,2.0,300.0,0.72,10.33,48.3641,82.8401,73.2886
2017-01-06 11:00:00,74.4786,Light snow. Partly sunny.,-12.0,3.0,350.0,0.67,10.33,101.187,103.606,94.0086
2017-01-06 12:00:00,90.244,Light snow. Partly sunny.,-12.0,4.0,340.0,0.67,10.33,113.368,78.3202,88.9167
2017-01-06 13:00:00,48.3641,Partly sunny.,-12.0,2.0,340.0,0.67,10.32,88.1692,59.6182,136.035
2017-01-06 14:00:00,101.187,Scattered clouds.,-12.0,4.0,330.0,0.61,10.33,96.4075,73.2886,138.265
2017-01-06 15:00:00,113.368,Passing clouds.,-12.0,4.0,340.0,0.56,10.33,82.8401,94.0086,173.238
2017-01-06 16:00:00,88.1692,Passing clouds.,-13.0,3.0,340.0,0.61,10.34,103.606,88.9167,169.81599999999997
2017-01-06 17:00:00,96.4075,Passing clouds.,-14.0,2.0,0.0,0.66,10.34,78.3202,136.035,175.273
2017-01-06 18:00:00,82.8401,Passing clouds.,-14.0,1.0,0.0,0.66,10.34,59.6182,138.265,181.69
2017-01-06 19:00:00,103.606,Passing clouds.,-15.0,1.0,0.0,0.72,10.34,73.2886,173.238,154.046
2017-01-06 20:00:00,78.3202,Passing clouds.,-18.0,2.0,260.0,0.78,10.35,94.0086,169.81599999999997,162.697
2017-01-06 21:00:00,59.6182,Ice fog.,-18.0,1.0,0.0,0.84,10.34,88.9167,175.273,182.575
2017-01-06 22:00:00,73.2886,Clear.,-18.0,1.0,0.0,0.78,10.35,136.035,181.69,201.283
2017-01-06 23:00:00,94.0086,Clear.,-18.0,2.0,290.0,0.78,10.35,138.265,154.046,134.466
2017-01-07 00:00:00,88.9167,Clear.,-19.0,2.0,250.0,0.84,10.35,173.238,162.697,110.393
2017-01-07 01:00:00,136.035,Ice fog.,-20.0,1.0,280.0,0.84,10.35,169.81599999999997,182.575,121.683
2017-01-07 02:00:00,138.265,Ice fog.,-21.0,3.0,310.0,0.77,10.34,175.273,201.283,117.582
2017-01-07 03:00:00,173.238,Ice fog.,-22.0,2.0,270.0,0.84,10.34,181.69,134.466,108.425
2017-01-07 04:00:00,169.81599999999997,Ice fog.,-22.0,1.0,0.0,0.84,10.34,154.046,110.393,118.407
2017-01-07 05:00:00,175.273,Ice fog.,-21.0,2.0,240.0,0.84,10.34,162.697,121.683,122.466
2017-01-07 06:00:00,181.69,Ice fog.,-23.0,3.0,230.0,0.84,10.34,182.575,117.582,132.957
2017-01-07 07:00:00,154.046,Ice fog.,-22.0,1.0,0.0,0.77,10.34,201.283,108.425,147.561
2017-01-07 08:00:00,162.697,Ice fog.,-23.0,2.0,300.0,0.77,10.34,134.466,118.407,160.885
2017-01-07 09:00:00,182.575,Ice fog.,-21.0,2.0,140.0,0.77,10.34,110.393,122.466,189.175
2017-01-07 10:00:00,201.283,Ice fog.,-18.0,4.0,280.0,0.78,10.34,121.683,132.957,224.583
2017-01-07 11:00:00,134.466,Clear.,-17.0,2.0,260.0,0.71,10.34,117.582,147.561,257.338
2017-01-07 12:00:00,110.393,Scattered clouds.,-16.0,4.0,220.0,0.72,10.33,108.425,160.885,268.291
2017-01-07 13:00:00,121.683,Scattered clouds.,-16.0,4.0,240.0,0.72,10.32,118.407,189.175,309.801
2017-01-07 14:00:00,117.582,Passing clouds.,-16.0,5.0,230.0,0.78,10.32,122.466,224.583,329.737
2017-01-07 15:00:00,108.425,Scattered clouds.,-16.0,5.0,230.0,0.78,10.31,132.957,257.338,327.912
2017-01-07 16:00:00,118.407,Ice fog.,-16.0,3.0,220.0,0.78,10.31,147.561,268.291,324.482
2017-01-07 17:00:00,122.466,Ice fog.,-17.0,3.0,210.0,0.85,10.31,160.885,309.801,337.036
2017-01-07 18:00:00,132.957,Ice fog.,-18.0,2.0,250.0,0.84,10.3,189.175,329.737,328.759
2017-01-07 19:00:00,147.561,Ice fog.,-19.0,1.0,0.0,0.84,10.3,224.583,327.912,286.846
2017-01-07 20:00:00,160.885,Ice fog.,-20.0,1.0,0.0,0.84,10.29,257.338,324.482,268.061
2017-01-07 21:00:00,189.175,Ice fog.,-21.0,1.0,0.0,0.84,10.29,268.291,337.036,259.193
2017-01-07 22:00:00,224.583,Ice fog.,-21.0,1.0,0.0,0.84,10.29,309.801,328.759,253.103
2017-01-07 23:00:00,257.338,Ice fog.,-21.0,1.0,0.0,0.77,10.28,329.737,286.846,222.718
2017-01-08 00:00:00,268.291,Ice fog.,-22.0,1.0,0.0,0.84,10.28,327.912,268.061,240.43
2017-01-08 01:00:00,309.801,Ice fog.,-22.0,1.0,0.0,0.77,10.28,324.482,259.193,199.241
2017-01-08 02:00:00,329.737,Ice fog.,-22.0,1.0,90.0,0.77,10.27,337.036,253.103,191.758
2017-01-08 03:00:00,327.912,Ice fog.,-23.0,1.0,0.0,0.77,10.27,328.759,222.718,174.96099999999996
2017-01-08 04:00:00,324.482,Ice fog.,-23.0,1.0,0.0,0.84,10.27,286.846,240.43,170.65599999999995
2017-01-08 05:00:00,337.036,Ice fog.,-23.0,0.0,0.0,0.77,10.26,268.061,199.241,166.35
2017-01-08 06:00:00,328.759,Ice fog.,-23.0,1.0,0.0,0.84,10.27,259.193,191.758,160.61
2017-01-08 07:00:00,286.846,Ice fog.,-23.0,1.0,0.0,0.77,10.27,253.103,174.96099999999996,149.109
2017-01-08 08:00:00,268.061,Ice fog.,-23.0,1.0,0.0,0.77,10.27,222.718,170.65599999999995,136.554
2017-01-08 09:00:00,259.193,Ice fog.,-21.0,1.0,0.0,0.84,10.28,240.43,166.35,140.891
2017-01-08 10:00:00,253.103,Ice fog.,-18.0,1.0,0.0,0.78,10.28,199.241,160.61,186.158
2017-01-08 11:00:00,222.718,Ice fog.,-16.0,1.0,0.0,0.72,10.28,191.758,149.109,230.616
2017-01-08 12:00:00,240.43,Ice fog.,-14.0,2.0,250.0,0.72,10.28,174.96099999999996,136.554,215.135
2017-01-08 13:00:00,199.241,Haze.,-12.0,1.0,260.0,0.67,10.28,170.65599999999995,140.891,223.073
2017-01-08 14:00:00,191.758,Partly sunny.,-11.0,1.0,260.0,0.62,10.28,166.35,186.158,217.586
2017-01-08 15:00:00,174.96099999999996,Partly sunny.,-10.0,2.0,240.0,0.62,10.28,160.61,230.616,217.697
2017-01-08 16:00:00,170.65599999999995,Passing clouds.,-11.0,1.0,0.0,0.67,10.28,149.109,215.135,216.133
2017-01-08 17:00:00,166.35,Passing clouds.,-12.0,1.0,0.0,0.67,10.28,136.554,223.073,210.566
2017-01-08 18:00:00,160.61,Ice fog.,-13.0,1.0,180.0,0.72,10.28,140.891,217.586,239.021
2017-01-08 19:00:00,149.109,Ice fog.,-14.0,1.0,0.0,0.78,10.28,186.158,217.697,257.367
2017-01-08 20:00:00,136.554,Passing clouds.,-10.0,3.0,340.0,0.62,10.28,230.616,216.133,257.305
2017-01-08 21:00:00,140.891,Ice fog.,-13.0,2.0,170.0,0.78,10.28,215.135,210.566,261.336
2017-01-08 22:00:00,186.158,Ice fog.,-15.0,2.0,220.0,0.85,10.28,223.073,239.021,268.72900000000004
2017-01-08 23:00:00,230.616,Ice fog.,-15.0,1.0,0.0,0.85,10.28,217.586,257.367,244.662
2017-01-09 00:00:00,215.135,Ice fog.,-15.0,1.0,0.0,0.85,10.27,217.697,257.305,249.371
2017-01-09 01:00:00,223.073,Ice fog.,-15.0,2.0,240.0,0.78,10.27,216.133,261.336,253.652
2017-01-09 02:00:00,217.586,Ice fog.,-14.0,1.0,210.0,0.78,10.27,210.566,268.72900000000004,181.704
2017-01-09 03:00:00,217.697,Ice fog.,-14.0,3.0,180.0,0.78,10.27,239.021,244.662,202.418
2017-01-09 04:00:00,216.133,Ice fog.,-13.0,3.0,190.0,0.78,10.27,257.367,249.371,180.188
2017-01-09 05:00:00,210.566,Ice fog.,-13.0,3.0,170.0,0.78,10.27,257.305,253.652,200.419
2017-01-09 06:00:00,239.021,Ice fog.,-13.0,3.0,220.0,0.78,10.27,261.336,181.704,188.43400000000003
2017-01-09 07:00:00,257.367,Ice fog.,-13.0,3.0,220.0,0.78,10.27,268.72900000000004,202.418,207.05
2017-01-09 08:00:00,257.305,Ice fog.,-13.0,3.0,200.0,0.78,10.27,244.662,180.188,219.386
2017-01-09 09:00:00,261.336,Ice fog.,-12.0,2.0,190.0,0.72,10.27,249.371,200.419,202.467
2017-01-09 10:00:00,268.72900000000004,Ice fog.,-11.0,1.0,0.0,0.73,10.27,253.652,188.43400000000003,239.254
2017-01-09 11:00:00,244.662,Scattered clouds.,-9.0,1.0,0.0,0.62,10.26,181.704,207.05,230.757
2017-01-09 12:00:00,249.371,Partly sunny.,-9.0,2.0,210.0,0.62,10.26,202.418,219.386,213.061
2017-01-09 13:00:00,253.652,Partly sunny.,-8.0,2.0,230.0,0.58,10.26,180.188,202.467,176.417
2017-01-09 14:00:00,181.704,Partly sunny.,-7.0,3.0,250.0,0.49,10.25,200.419,239.254,159.803
2017-01-09 15:00:00,202.418,Partly sunny.,-8.0,2.0,240.0,0.62,10.25,188.43400000000003,230.757,145.29
2017-01-09 16:00:00,180.188,Passing clouds.,-8.0,3.0,230.0,0.58,10.25,207.05,213.061,147.968
2017-01-09 17:00:00,200.419,Haze.,-9.0,1.0,0.0,0.62,10.25,219.386,176.417,146.39700000000005
2017-01-09 18:00:00,188.43400000000003,Passing clouds.,-10.0,1.0,0.0,0.67,10.25,202.467,159.803,147.08700000000005
2017-01-09 19:00:00,207.05,Passing clouds.,-9.0,2.0,310.0,0.67,10.25,239.254,145.29,148.204
2017-01-09 20:00:00,219.386,Ice fog.,-9.0,1.0,0.0,0.73,10.24,230.757,147.968,132.421
2017-01-09 21:00:00,202.467,Ice fog.,-9.0,1.0,90.0,0.73,10.24,213.061,146.39700000000005,123.518
2017-01-09 22:00:00,239.254,Ice fog.,-9.0,1.0,100.0,0.73,10.24,176.417,147.08700000000005,139.423
2017-01-09 23:00:00,230.757,Ice fog.,-9.0,1.0,20.0,0.73,10.23,159.803,148.204,127.678
2017-01-10 00:00:00,213.061,Ice fog.,-8.0,2.0,40.0,0.73,10.23,145.29,132.421,134.716
2017-01-10 01:00:00,176.417,Ice fog.,-8.0,1.0,0.0,0.73,10.22,147.968,123.518,134.749
2017-01-10 02:00:00,159.803,Ice fog.,-8.0,1.0,0.0,0.79,10.22,146.39700000000005,139.423,135.905
2017-01-10 03:00:00,145.29,Ice fog.,-8.0,1.0,50.0,0.79,10.21,147.08700000000005,127.678,163.29399999999995
2017-01-10 04:00:00,147.968,Ice fog.,-9.0,3.0,80.0,0.73,10.21,148.204,134.716,153.549
2017-01-10 05:00:00,146.39700000000005,Ice fog.,-9.0,2.0,30.0,0.73,10.2,132.421,134.749,146.586
2017-01-10 06:00:00,147.08700000000005,Ice fog.,-12.0,3.0,40.0,0.85,10.2,123.518,135.905,145.511
2017-01-10 07:00:00,148.204,Ice fog.,-11.0,3.0,20.0,0.85,10.2,139.423,163.29399999999995,175.578
2017-01-10 08:00:00,132.421,Ice fog.,-11.0,3.0,40.0,0.85,10.2,127.678,153.549,191.283
2017-01-10 09:00:00,123.518,Ice fog.,-11.0,3.0,30.0,0.85,10.2,134.716,146.586,201.487
2017-01-10 10:00:00,139.423,Ice fog.,-9.0,2.0,50.0,0.79,10.2,134.749,145.511,234.08900000000003
2017-01-10 11:00:00,127.678,Ice fog.,-8.0,2.0,50.0,0.73,10.2,135.905,175.578,275.79200000000003
