timestamp,MpKrakBujaka-PM10-1g,PM10_Forecast_3h,PM10_Forecast_8h,PM10_Forecast_12h
2017-01-17 12:00:00,75.5886,73.4512,45.8251,38.6411
2017-01-17 13:00:00,84.984,60.678,32.4452,29.0529
2017-01-17 14:00:00,111.512,59.0007,44.5554,41.3037
2017-01-17 15:00:00,73.4512,43.9529,48.5804,39.7774
2017-01-17 16:00:00,60.678,34.8437,38.6411,48.5009
2017-01-17 17:00:00,59.0007,45.8251,29.0529,53.8066
2017-01-17 18:00:00,43.9529,32.4452,41.3037,38.8718
2017-01-17 19:00:00,34.8437,44.5554,39.7774,32.4243
2017-01-17 20:00:00,45.8251,48.5804,48.5009,31.7873
2017-01-17 21:00:00,32.4452,38.6411,53.8066,36.9399
2017-01-17 22:00:00,44.5554,29.0529,38.8718,29.1712
2017-01-17 23:00:00,48.5804,41.3037,32.4243,28.7501
2017-01-18 00:00:00,38.6411,39.7774,31.7873,25.1035
2017-01-18 01:00:00,29.0529,48.5009,36.9399,18.7272
2017-01-18 02:00:00,41.3037,53.8066,29.1712,30.6716
2017-01-18 03:00:00,39.7774,38.8718,28.7501,30.5428
2017-01-18 04:00:00,48.5009,32.4243,25.1035,31.1216
2017-01-18 05:00:00,53.8066,31.7873,18.7272,40.8552
2017-01-18 06:00:00,38.8718,36.9399,30.6716,43.9029
2017-01-18 07:00:00,32.4243,29.1712,30.5428,34.392
2017-01-18 08:00:00,31.7873,28.7501,31.1216,36.7168
2017-01-18 09:00:00,36.9399,25.1035,40.8552,42.1053
2017-01-18 10:00:00,29.1712,18.7272,43.9029,45.0458
2017-01-18 11:00:00,28.7501,30.6716,34.392,43.2547
2017-01-18 12:00:00,25.1035,30.5428,36.7168,41.4636
2017-01-18 13:00:00,18.7272,31.1216,42.1053,42.0684
2017-01-18 14:00:00,30.6716,40.8552,45.0458,43.4637
2017-01-18 15:00:00,30.5428,43.9029,43.2547,34.9699
2017-01-18 16:00:00,31.1216,34.392,41.4636,38.8044
2017-01-18 17:00:00,40.8552,36.7168,42.0684,41.5336
