timestamp,Weather,Direction(deg),Temp(C),Wind(m/s),Humidity,Barometer(mbar)
2017-01-01 00:00:00,Ice fog.,0,-6,1,0.93,10.25
2017-01-01 00:30:00,Ice fog.,0,-7,1,0.93,10.24
2017-01-01 01:00:00,Ice fog.,0,-6,1,0.93,10.24
2017-01-01 01:30:00,Ice fog.,0,-7,1,0.93,10.24
2017-01-01 02:00:00,Ice fog.,190,-7,2,0.93,10.24
2017-01-01 02:30:00,Ice fog.,0,-7,1,0.93,10.24
2017-01-01 03:00:00,Ice fog.,200,-4,3,0.8,10.23
2017-01-01 03:30:00,Ice fog.,210,-8,3,0.86,10.23
2017-01-01 04:00:00,Ice fog.,210,-7,3,0.86,10.22
2017-01-01 04:30:00,Ice fog.,200,-5,3,0.8,10.22
2017-01-01 05:00:00,Ice fog.,200,-6,3,0.8,10.22
2017-01-01 05:30:00,Ice fog.,0,-7,2,0.86,10.22
2017-01-01 06:00:00,Ice fog.,190,-7,2,0.86,10.22
2017-01-01 06:30:00,Ice fog.,200,-6,3,0.86,10.22
2017-01-01 07:00:00,Ice fog.,210,-8,3,0.86,10.21
2017-01-01 07:30:00,Ice fog.,0,-7,1,0.86,10.21
2017-01-01 08:00:00,Ice fog.,0,-8,1,0.93,10.21
2017-01-01 08:30:00,Ice fog.,210,-7,2,0.86,10.21
2017-01-01 09:00:00,Ice fog.,200,-6,2,0.86,10.21
2017-01-01 09:30:00,Ice fog.,200,-3,2,0.74,10.21
2017-01-01 10:00:00,Ice fog.,200,-3,2,0.74,10.21
2017-01-01 10:30:00,Ice fog.,200,-2,2,0.74,10.2
2017-01-01 11:00:00,Ice fog.,210,0,2,0.64,10.2
2017-01-01 11:30:00,Clear.,200,1,4,0.6,10.2
2017-01-01 12:00:00,Clear.,180,2,3,0.56,10.19
2017-01-01 12:30:00,Clear.,170,3,3,0.52,10.19
2017-01-01 13:00:00,Sunny.,220,5,5,0.39,10.18
2017-01-01 13:30:00,Sunny.,230,5,4,0.42,10.18
2017-01-01 14:00:00,Sunny.,210,4,4,0.45,10.18
2017-01-01 14:30:00,Sunny.,220,3,3,0.48,10.17
2017-01-01 15:00:00,Clear.,190,2,3,0.56,10.17
2017-01-01 15:30:00,Clear.,200,0,2,0.64,10.17
2017-01-01 16:00:00,Haze.,200,-1,2,0.69,10.17
2017-01-01 16:30:00,Haze.,220,-1,1,0.69,10.17
2017-01-01 17:00:00,Ice fog.,270,-2,2,0.74,10.17
2017-01-01 17:30:00,Ice fog.,0,-3,1,0.74,10.16
2017-01-01 18:00:00,Ice fog.,0,-3,1,0.74,10.16
2017-01-01 18:30:00,Ice fog.,0,-4,1,0.8,10.16
2017-01-01 19:00:00,Ice fog.,200,-4,2,0.8,10.16
2017-01-01 19:30:00,Ice fog.,220,-6,3,0.86,10.16
2017-01-01 20:00:00,Ice fog.,220,-7,3,0.86,10.16
2017-01-01 20:30:00,Ice fog.,0,-5,1,0.86,10.16
2017-01-01 21:00:00,Ice fog.,240,-6,2,0.8,10.16
2017-01-01 21:30:00,Ice fog.,210,-5,2,0.86,10.16
2017-01-01 22:00:00,Ice fog.,200,-6,2,0.86,10.16
2017-01-01 22:30:00,Ice fog.,200,-5,3,0.8,10.16
2017-01-01 23:00:00,Ice fog.,200,-6,2,0.8,10.15
2017-01-01 23:30:00,Ice fog.,210,-6,3,0.8,10.15
2017-01-02 00:00:00,Ice fog.,200,-7,3,0.79,10.15
2017-01-02 00:30:00,Ice fog.,0,-6,1,0.86,10.14
2017-01-02 01:00:00,Ice fog.,0,-6,1,0.86,10.14
2017-01-02 01:30:00,Ice fog.,0,-7,1,0.86,10.14
2017-01-02 02:00:00,Ice fog.,230,-7,2,0.93,10.14
2017-01-02 02:30:00,Ice fog.,0,-7,1,0.86,10.14
2017-01-02 03:00:00,Ice fog.,220,-7,2,0.93,10.13
2017-01-02 03:30:00,Ice fog.,210,-7,1,0.86,10.13
2017-01-02 04:00:00,Ice fog.,250,-7,2,0.93,10.13
2017-01-02 04:30:00,Ice fog.,210,-7,1,0.86,10.13
2017-01-02 05:00:00,Ice fog.,0,-8,1,0.86,10.12
2017-01-02 05:30:00,Ice fog.,0,-8,1,0.86,10.12
2017-01-02 06:00:00,Ice fog.,220,-6,3,0.86,10.12
2017-01-02 06:30:00,Clear.,240,-3,5,0.69,10.12
2017-01-02 07:00:00,Clear.,210,-5,3,0.74,10.12
2017-01-02 07:30:00,Clear.,270,-1,7,0.64,10.12
2017-01-02 08:00:00,Sunny.,260,0,8,0.64,10.12
2017-01-02 08:30:00,Sunny.,270,0,7,0.64,10.13
2017-01-02 09:00:00,Sunny.,250,0,10,0.64,10.13
2017-01-02 09:30:00,Sunny.,250,0,9,0.64,10.13
2017-01-02 10:00:00,Partly sunny.,260,1,8,0.6,10.12
2017-01-02 10:30:00,Partly sunny.,250,1,7,0.65,10.12
2017-01-02 11:00:00,Partly sunny.,250,1,8,0.65,10.12
2017-01-02 11:30:00,Partly sunny.,260,1,7,0.6,10.12
2017-01-02 12:00:00,Partly sunny.,260,1,7,0.65,10.12
2017-01-02 12:30:00,Partly sunny.,260,1,7,0.65,10.12
2017-01-02 13:00:00,Partly sunny.,250,1,7,0.65,10.12
2017-01-02 13:30:00,Light snow. Partly sunny.,250,0,7,0.75,10.12
2017-01-02 14:00:00,Light snow. Ice fog.,250,-1,6,0.86,10.12
2017-01-02 14:30:00,Snow. Ice fog.,250,-1,7,0.86,10.12
2017-01-02 15:00:00,Light snow. Ice fog.,250,-1,5,0.86,10.12
2017-01-02 15:30:00,Light snow. Ice fog.,230,-1,5,0.86,10.12
2017-01-02 16:00:00,Light snow. Ice fog.,230,-1,4,0.93,10.12
2017-01-02 16:30:00,Snow. Ice fog.,230,-1,5,0.93,10.12
2017-01-02 17:00:00,Snow. Ice fog.,250,-1,6,0.93,10.12
2017-01-02 17:30:00,Light snow. Ice fog.,250,-1,7,0.93,10.13
2017-01-02 18:00:00,Light snow. Ice fog.,240,-2,7,0.93,10.13
2017-01-02 18:30:00,Light snow. Ice fog.,240,-2,7,0.93,10.13
2017-01-02 19:00:00,Light snow. Ice fog.,240,-2,6,0.93,10.13
2017-01-02 19:30:00,Light snow. Ice fog.,240,-2,6,0.93,10.14
2017-01-02 20:00:00,Light snow. Ice fog.,240,-2,5,0.93,10.14
2017-01-02 20:30:00,Light snow. Ice fog.,240,-2,4,0.93,10.14
2017-01-02 21:00:00,Light snow. Ice fog.,230,-2,5,0.93,10.15
2017-01-02 21:30:00,Light snow. Ice fog.,240,-2,6,0.93,10.15
2017-01-02 22:00:00,Light snow. Ice fog.,230,-2,6,0.93,10.15
2017-01-02 22:30:00,Light snow. Ice fog.,240,-2,6,0.93,10.15
2017-01-02 23:00:00,Light snow. Ice fog.,240,-1,6,0.86,10.15
2017-01-02 23:30:00,Light snow. Ice fog.,240,-1,5,0.86,10.16
2017-01-03 00:00:00,Light snow. Passing clouds.,260,-1,6,0.86,10.16
2017-01-03 00:30:00,Light snow. Partly cloudy.,250,-2,5,0.93,10.16
2017-01-03 01:00:00,Light snow. Partly cloudy.,240,-1,6,0.86,10.16
2017-01-03 01:30:00,Partly cloudy.,250,-2,6,0.93,10.16
2017-01-03 02:00:00,Partly cloudy.,260,-2,5,0.86,10.17
2017-01-03 02:30:00,Passing clouds.,250,-2,5,0.86,10.17
2017-01-03 03:00:00,Passing clouds.,250,-2,4,0.86,10.17
2017-01-03 03:30:00,Passing clouds.,240,-2,4,0.86,10.17
2017-01-03 04:00:00,Ice fog.,230,-2,5,0.86,10.17
2017-01-03 04:30:00,Passing clouds.,250,-2,5,0.86,10.17
2017-01-03 05:00:00,Ice fog.,240,-3,4,0.93,10.17
2017-01-03 05:30:00,Ice fog.,220,-3,4,0.93,10.17
2017-01-03 06:00:00,Ice fog.,200,-3,5,0.93,10.17
2017-01-03 06:30:00,Ice fog.,210,-3,5,0.93,10.17
2017-01-03 07:00:00,Ice fog.,220,-3,5,0.93,10.17
2017-01-03 07:30:00,Ice fog.,240,-5,3,0.93,10.17
2017-01-03 08:00:00,Ice fog.,230,-5,3,0.93,10.17
2017-01-03 08:30:00,Ice fog.,220,-4,3,0.93,10.17
2017-01-03 09:00:00,Ice fog.,200,-4,3,0.86,10.17
2017-01-03 09:30:00,Light snow. Ice fog.,210,-3,4,0.86,10.17
2017-01-03 10:00:00,Light snow. Ice fog.,250,-2,6,0.86,10.17
2017-01-03 10:30:00,Light snow. Partly sunny.,240,-2,7,0.86,10.17
2017-01-03 11:00:00,Partly sunny.,230,-1,6,0.86,10.16
2017-01-03 11:30:00,Partly sunny.,240,-1,6,0.8,10.16
2017-01-03 12:00:00,Ice fog.,240,-1,8,0.86,10.16
2017-01-03 12:30:00,Snow flurries. Broken clouds.,240,-1,8,0.93,10.16
2017-01-03 13:00:00,Broken clouds.,230,-1,8,0.86,10.15
2017-01-03 13:30:00,Snow showers. Broken clouds.,230,-1,8,0.86,10.15
2017-01-03 14:00:00,Snow flurries. Broken clouds.,240,-1,7,0.93,10.15
2017-01-03 14:30:00,Snow flurries. Broken clouds.,230,-1,9,0.86,10.15
2017-01-03 15:00:00,Snow flurries. Broken clouds.,240,-1,8,0.93,10.15
2017-01-03 15:30:00,Snow flurries. Broken clouds.,240,-1,9,0.93,10.15
2017-01-03 16:00:00,Light snow. Ice fog.,240,-1,8,0.93,10.14
2017-01-03 16:30:00,Snow. Ice fog.,240,-1,8,0.93,10.14
2017-01-03 17:00:00,Snow. Partly cloudy.,240,0,8,0.87,10.14
2017-01-03 17:30:00,Snow. Partly cloudy.,230,0,7,0.87,10.14
2017-01-03 18:00:00,Light snow. Partly cloudy.,230,0,8,0.87,10.13
2017-01-03 18:30:00,Passing clouds.,240,0,9,0.87,10.13
2017-01-03 19:00:00,Passing clouds.,240,0,9,0.87,10.13
2017-01-03 19:30:00,Passing clouds.,230,1,9,0.81,10.12
2017-01-03 20:00:00,Passing clouds.,230,0,10,0.8,10.12
2017-01-03 20:30:00,Passing clouds.,230,1,11,0.75,10.11
2017-01-03 21:00:00,Light snow. Passing clouds.,240,1,12,0.81,10.11
2017-01-03 21:30:00,Light snow. Partly cloudy.,240,1,11,0.81,10.11
2017-01-03 22:00:00,Light snow. Passing clouds.,230,1,11,0.81,10.1
2017-01-03 22:30:00,Light snow. Passing clouds.,230,1,9,0.81,10.1
2017-01-03 23:00:00,Snow. Passing clouds.,230,1,11,0.81,10.09
2017-01-03 23:30:00,Light snow. Passing clouds.,230,1,10,0.81,10.08
2017-01-04 00:00:00,Passing clouds.,220,1,9,0.81,10.07
2017-01-04 00:30:00,Passing clouds.,210,1,8,0.75,10.07
2017-01-04 01:00:00,Light snow. Passing clouds.,210,0,9,0.87,10.06
2017-01-04 01:30:00,Light snow. Passing clouds.,210,0,7,0.87,10.05
2017-01-04 02:00:00,Light snow. Passing clouds.,220,0,7,0.8,10.05
2017-01-04 02:30:00,Light snow. Passing clouds.,230,1,11,0.75,10.04
2017-01-04 03:00:00,Light snow. Passing clouds.,230,1,11,0.75,10.04
2017-01-04 03:30:00,Light snow. Passing clouds.,220,0,9,0.87,10.03
2017-01-04 04:00:00,Snow. Passing clouds.,220,0,8,0.87,10.02
2017-01-04 04:30:00,Snow. Mostly cloudy.,220,0,9,0.87,10.02
2017-01-04 05:00:00,Heavy snow. Partly cloudy.,220,-1,8,1.0,10.01
2017-01-04 05:30:00,Heavy snow. Partly cloudy.,220,-1,8,1.0,10.01
2017-01-04 06:00:00,Snow. Passing clouds.,220,-1,9,1.0,10.0
2017-01-04 06:30:00,Light snow. Passing clouds.,230,0,9,0.93,10.0
2017-01-04 07:00:00,Light snow. Passing clouds.,230,0,10,0.93,9.99
2017-01-04 07:30:00,Partly cloudy.,230,0,9,0.87,9.99
2017-01-04 08:00:00,Snow. Partly sunny.,230,1,9,0.81,9.99
2017-01-04 08:30:00,Light snow. Partly sunny.,230,2,9,0.75,9.98
2017-01-04 09:00:00,Light snow. Partly sunny.,230,2,12,0.75,9.98
2017-01-04 09:30:00,Light snow. Partly sunny.,230,2,11,0.75,9.98
2017-01-04 10:00:00,Light snow. Partly sunny.,240,2,11,0.81,9.98
2017-01-04 10:30:00,Light snow. Partly sunny.,240,2,12,0.81,9.98
2017-01-04 11:00:00,Light snow. Partly sunny.,240,1,11,0.87,9.98
2017-01-04 11:30:00,Light snow. Partly sunny.,240,1,9,0.87,9.98
2017-01-04 12:00:00,Scattered clouds.,240,2,11,0.75,9.97
2017-01-04 12:30:00,Scattered clouds.,240,2,11,0.75,9.97
2017-01-04 13:00:00,Scattered clouds.,230,2,12,0.75,9.97
2017-01-04 13:30:00,Partly sunny.,230,3,12,0.7,9.96
2017-01-04 14:00:00,Partly sunny.,230,2,11,0.75,9.96
2017-01-04 14:30:00,Snow flurries. Broken clouds.,230,2,12,0.75,9.96
2017-01-04 15:00:00,Partly sunny.,230,2,9,0.81,9.96
2017-01-04 15:30:00,Snow flurries. Partly sunny.,240,1,12,0.87,9.96
2017-01-04 16:00:00,Snow flurries. Partly cloudy.,240,2,10,0.75,9.96
2017-01-04 16:30:00,Snow flurries. Partly cloudy.,240,2,10,0.81,9.96
2017-01-04 17:00:00,Snow flurries. Partly cloudy.,250,2,13,0.75,9.95
2017-01-04 17:30:00,Light snow. Partly cloudy.,240,2,13,0.75,9.95
2017-01-04 18:00:00,Light snow. Passing clouds.,240,2,12,0.75,9.95
2017-01-04 18:30:00,Passing clouds.,240,2,13,0.75,9.95
2017-01-04 19:00:00,Snow flurries. Ice fog.,240,0,11,1.0,9.96
2017-01-04 19:30:00,Snow flurries. Passing clouds.,240,1,10,0.87,9.96
2017-01-04 20:00:00,Heavy snow. Ice fog.,260,0,11,0.93,9.96
2017-01-04 20:30:00,Partly cloudy.,270,0,10,1.0,9.96
2017-01-04 21:00:00,Snow flurries. Passing clouds.,260,0,9,0.93,9.97
2017-01-04 21:30:00,Passing clouds.,270,0,11,0.93,9.97
2017-01-04 22:00:00,Passing clouds.,260,1,10,0.81,9.98
2017-01-04 22:30:00,Passing clouds.,270,0,11,0.8,9.99
2017-01-04 23:00:00,Passing clouds.,270,0,8,0.75,10.0
2017-01-04 23:30:00,Light snow. Passing clouds.,260,0,7,0.8,10.0
2017-01-05 00:00:00,Passing clouds.,270,0,8,0.8,10.0
2017-01-05 00:30:00,Light snow. Passing clouds.,260,0,8,0.8,10.01
2017-01-05 01:00:00,Passing clouds.,260,0,9,0.75,10.01
2017-01-05 01:30:00,Passing clouds.,260,0,8,0.69,10.02
2017-01-05 02:00:00,Passing clouds.,270,0,8,0.69,10.02
2017-01-05 02:30:00,Passing clouds.,250,-1,8,0.75,10.03
2017-01-05 03:00:00,Snow flurries. Passing clouds.,270,-1,7,0.8,10.03
2017-01-05 03:30:00,Passing clouds.,270,-1,6,0.8,10.03
2017-01-05 04:00:00,Light snow. Passing clouds.,260,-1,7,0.75,10.04
2017-01-05 04:30:00,Light snow. Passing clouds.,270,-1,8,0.75,10.04
2017-01-05 05:00:00,Light snow. Passing clouds.,280,-2,8,0.8,10.04
2017-01-05 05:30:00,Light snow. Passing clouds.,280,-2,7,0.8,10.05
2017-01-05 06:00:00,Light snow. Passing clouds.,280,-2,6,0.74,10.05
2017-01-05 06:30:00,Light snow. Partly cloudy.,290,-2,8,0.74,10.06
2017-01-05 07:00:00,Snow. Passing clouds.,300,-3,7,0.86,10.07
2017-01-05 07:30:00,Light snow. Passing clouds.,320,-3,8,0.8,10.08
2017-01-05 08:00:00,Light snow. Partly sunny.,320,-4,8,0.8,10.08
2017-01-05 08:30:00,Light snow. Partly sunny.,310,-4,7,0.74,10.09
2017-01-05 09:00:00,Light snow. Partly sunny.,330,-4,6,0.74,10.11
2017-01-05 09:30:00,Light snow. More clouds than sun.,330,-5,6,0.8,10.11
2017-01-05 10:00:00,Light snow. Partly sunny.,320,-5,6,0.74,10.13
2017-01-05 10:30:00,Light snow. Broken clouds.,340,-5,4,0.68,10.14
2017-01-05 11:00:00,Light snow. Broken clouds.,340,-5,7,0.68,10.14
2017-01-05 11:30:00,Partly sunny.,330,-5,6,0.68,10.15
2017-01-05 12:00:00,Scattered clouds.,330,-5,7,0.63,10.15
2017-01-05 12:30:00,Scattered clouds.,320,-5,7,0.68,10.16
2017-01-05 13:00:00,Scattered clouds.,310,-5,8,0.68,10.16
2017-01-05 13:30:00,Passing clouds.,320,-5,6,0.58,10.17
2017-01-05 14:00:00,Passing clouds.,310,-5,6,0.58,10.17
2017-01-05 14:30:00,Passing clouds.,320,-5,4,0.54,10.18
2017-01-05 15:00:00,Passing clouds.,320,-5,5,0.58,10.19
2017-01-05 15:30:00,Passing clouds.,330,-6,4,0.63,10.19
2017-01-05 16:00:00,Passing clouds.,320,-6,3,0.63,10.2
2017-01-05 16:30:00,Passing clouds.,310,-6,3,0.63,10.2
2017-01-05 17:00:00,Passing clouds.,330,-6,2,0.63,10.21
2017-01-05 17:30:00,Clear.,320,-7,4,0.63,10.22
2017-01-05 18:00:00,Passing clouds.,320,-7,3,0.63,10.22
2017-01-05 18:30:00,Passing clouds.,320,-8,4,0.68,10.23
2017-01-05 19:00:00,Passing clouds.,290,-8,3,0.68,10.23
2017-01-05 19:30:00,Passing clouds.,320,-8,4,0.68,10.23
2017-01-05 20:00:00,Passing clouds.,330,-8,4,0.68,10.24
2017-01-05 20:30:00,Partly cloudy.,340,-8,3,0.68,10.24
2017-01-05 21:00:00,Partly cloudy.,320,-8,3,0.68,10.25
2017-01-05 21:30:00,Light snow. Passing clouds.,340,-8,2,0.68,10.25
2017-01-05 22:00:00,Light snow. Passing clouds.,10,-8,3,0.68,10.25
2017-01-05 22:30:00,Light snow. Partly cloudy.,0,-9,6,0.67,10.26
2017-01-05 23:00:00,Light snow. Partly cloudy.,350,-9,5,0.67,10.26
2017-01-05 23:30:00,Light snow. Passing clouds.,350,-9,6,0.62,10.27
2017-01-06 00:00:00,Light snow. Passing clouds.,340,-10,4,0.67,10.27
2017-01-06 00:30:00,Passing clouds.,330,-10,6,0.67,10.27
2017-01-06 01:00:00,Passing clouds.,340,-10,3,0.67,10.28
2017-01-06 01:30:00,Partly cloudy.,340,-10,4,0.67,10.28
2017-01-06 02:00:00,Passing clouds.,320,-11,5,0.67,10.28
2017-01-06 02:30:00,Partly cloudy.,320,-11,5,0.67,10.29
2017-01-06 03:00:00,Light snow. Partly cloudy.,320,-11,6,0.67,10.29
2017-01-06 03:30:00,Light snow. Partly cloudy.,0,-11,5,0.67,10.29
2017-01-06 04:00:00,Passing clouds.,340,-12,5,0.67,10.29
2017-01-06 04:30:00,Passing clouds.,330,-12,3,0.72,10.3
2017-01-06 05:00:00,Passing clouds.,330,-13,3,0.72,10.3
2017-01-06 05:30:00,Passing clouds.,320,-13,5,0.78,10.3
2017-01-06 06:00:00,Passing clouds.,340,-13,5,0.72,10.3
2017-01-06 06:30:00,Passing clouds.,340,-13,3,0.72,10.3
2017-01-06 07:00:00,Passing clouds.,330,-14,2,0.78,10.31
2017-01-06 07:30:00,Passing clouds.,280,-14,2,0.72,10.31
2017-01-06 08:00:00,Passing clouds.,200,-14,2,0.72,10.32
2017-01-06 08:30:00,Partly sunny.,230,-16,2,0.85,10.32
2017-01-06 09:00:00,Scattered clouds.,300,-15,2,0.78,10.32
2017-01-06 09:30:00,Partly sunny.,330,-13,2,0.72,10.32
2017-01-06 10:00:00,Light snow. Partly sunny.,300,-13,2,0.72,10.33
2017-01-06 10:30:00,Snow. Broken clouds.,270,-13,3,0.78,10.33
2017-01-06 11:00:00,Light snow. Partly sunny.,350,-12,3,0.67,10.33
2017-01-06 11:30:00,Light snow. Partly sunny.,350,-12,3,0.67,10.33
2017-01-06 12:00:00,Light snow. Partly sunny.,340,-12,4,0.67,10.33
2017-01-06 12:30:00,Partly sunny.,10,-12,5,0.61,10.32
2017-01-06 13:00:00,Partly sunny.,340,-12,2,0.67,10.32
2017-01-06 13:30:00,Scattered clouds.,340,-12,4,0.61,10.33
2017-01-06 14:00:00,Scattered clouds.,330,-12,4,0.61,10.33
2017-01-06 14:30:00,Passing clouds.,330,-12,3,0.61,10.33
2017-01-06 15:00:00,Passing clouds.,340,-12,4,0.56,10.33
2017-01-06 15:30:00,Passing clouds.,340,-13,4,0.61,10.34
2017-01-06 16:00:00,Passing clouds.,340,-13,3,0.61,10.34
2017-01-06 16:30:00,Passing clouds.,340,-14,2,0.66,10.34
2017-01-06 17:00:00,Passing clouds.,0,-14,2,0.66,10.34
2017-01-06 17:30:00,Passing clouds.,290,-15,2,0.72,10.34
2017-01-06 18:00:00,Passing clouds.,0,-14,1,0.66,10.34
2017-01-06 18:30:00,Passing clouds.,0,-15,1,0.72,10.34
2017-01-06 19:00:00,Passing clouds.,0,-15,1,0.72,10.34
2017-01-06 19:30:00,Passing clouds.,270,-16,2,0.72,10.34
2017-01-06 20:00:00,Passing clouds.,260,-18,2,0.78,10.35
2017-01-06 20:30:00,Passing clouds.,230,-17,2,0.78,10.35
2017-01-06 21:00:00,Ice fog.,0,-18,1,0.84,10.34
2017-01-06 21:30:00,Ice fog.,280,-19,2,0.84,10.34
2017-01-06 22:00:00,Clear.,0,-18,1,0.78,10.35
2017-01-06 22:30:00,Clear.,290,-18,2,0.78,10.35
2017-01-06 23:00:00,Clear.,290,-18,2,0.78,10.35
2017-01-06 23:30:00,Clear.,0,-19,1,0.77,10.35
2017-01-07 00:00:00,Clear.,250,-19,2,0.84,10.35
2017-01-07 00:30:00,Clear.,180,-19,1,0.77,10.35
2017-01-07 01:00:00,Ice fog.,280,-20,1,0.84,10.35
2017-01-07 01:30:00,Ice fog.,320,-21,2,0.84,10.34
2017-01-07 02:00:00,Ice fog.,310,-21,3,0.77,10.34
2017-01-07 02:30:00,Ice fog.,200,-20,2,0.77,10.34
2017-01-07 03:00:00,Ice fog.,270,-22,2,0.84,10.34
2017-01-07 03:30:00,Ice fog.,270,-22,2,0.84,10.34
2017-01-07 04:00:00,Ice fog.,0,-22,1,0.84,10.34
2017-01-07 04:30:00,Ice fog.,0,-21,1,0.84,10.34
2017-01-07 05:00:00,Ice fog.,240,-21,2,0.84,10.34
2017-01-07 05:30:00,Ice fog.,230,-21,3,0.77,10.34
2017-01-07 06:00:00,Ice fog.,230,-23,3,0.84,10.34
2017-01-07 06:30:00,Ice fog.,0,-22,2,0.77,10.34
2017-01-07 07:00:00,Ice fog.,0,-22,1,0.77,10.34
2017-01-07 07:30:00,Ice fog.,0,-23,1,0.77,10.34
2017-01-07 08:00:00,Ice fog.,300,-23,2,0.77,10.34
2017-01-07 08:30:00,Ice fog.,260,-24,2,0.76,10.34
2017-01-07 09:00:00,Ice fog.,140,-21,2,0.77,10.34
2017-01-07 09:30:00,Ice fog.,270,-22,3,0.77,10.34
2017-01-07 10:00:00,Ice fog.,280,-18,4,0.78,10.34
2017-01-07 10:30:00,Ice fog.,270,-18,4,0.78,10.34
2017-01-07 11:00:00,Clear.,260,-17,2,0.71,10.34
2017-01-07 11:30:00,Passing clouds.,240,-17,4,0.78,10.33
2017-01-07 12:00:00,Scattered clouds.,220,-16,4,0.72,10.33
2017-01-07 12:30:00,Scattered clouds.,230,-17,5,0.78,10.32
2017-01-07 13:00:00,Scattered clouds.,240,-16,4,0.72,10.32
2017-01-07 13:30:00,Passing clouds.,230,-16,4,0.78,10.32
2017-01-07 14:00:00,Passing clouds.,230,-16,5,0.78,10.32
2017-01-07 14:30:00,Passing clouds.,240,-16,5,0.78,10.32
2017-01-07 15:00:00,Scattered clouds.,230,-16,5,0.78,10.31
2017-01-07 15:30:00,Passing clouds.,230,-16,4,0.78,10.31
2017-01-07 16:00:00,Ice fog.,220,-16,3,0.78,10.31
2017-01-07 16:30:00,Ice fog.,220,-17,2,0.85,10.31
2017-01-07 17:00:00,Ice fog.,210,-17,3,0.85,10.31
2017-01-07 17:30:00,Ice fog.,250,-19,2,0.84,10.3
2017-01-07 18:00:00,Ice fog.,250,-18,2,0.84,10.3
2017-01-07 18:30:00,Ice fog.,0,-20,1,0.84,10.3
2017-01-07 19:00:00,Ice fog.,0,-19,1,0.84,10.3
2017-01-07 19:30:00,Ice fog.,0,-21,1,0.84,10.3
2017-01-07 20:00:00,Ice fog.,0,-20,1,0.84,10.29
2017-01-07 20:30:00,Ice fog.,0,-20,1,0.84,10.29
2017-01-07 21:00:00,Ice fog.,0,-21,1,0.84,10.29
2017-01-07 21:30:00,Ice fog.,0,-21,1,0.77,10.29
2017-01-07 22:00:00,Ice fog.,0,-21,1,0.84,10.29
2017-01-07 22:30:00,Ice fog.,0,-21,1,0.84,10.28
2017-01-07 23:00:00,Ice fog.,0,-21,1,0.77,10.28
2017-01-07 23:30:00,Ice fog.,80,-21,1,0.77,10.28
2017-01-08 00:00:00,Ice fog.,0,-22,1,0.84,10.28
2017-01-08 00:30:00,Ice fog.,170,-22,1,0.84,10.28
2017-01-08 01:00:00,Ice fog.,0,-22,1,0.77,10.28
2017-01-08 01:30:00,Ice fog.,0,-22,1,0.77,10.27
2017-01-08 02:00:00,Ice fog.,90,-22,1,0.77,10.27
2017-01-08 02:30:00,Ice fog.,0,-23,1,0.84,10.27
2017-01-08 03:00:00,Ice fog.,0,-23,1,0.77,10.27
2017-01-08 03:30:00,Ice fog.,0,-23,1,0.77,10.27
2017-01-08 04:00:00,Ice fog.,0,-23,1,0.84,10.27
2017-01-08 04:30:00,Ice fog.,0,-23,1,0.84,10.26
2017-01-08 05:00:00,Ice fog.,0,-23,0,0.77,10.26
2017-01-08 05:30:00,Ice fog.,90,-23,1,0.84,10.26
2017-01-08 06:00:00,Ice fog.,0,-23,1,0.84,10.27
2017-01-08 06:30:00,Ice fog.,0,-23,1,0.84,10.27
2017-01-08 07:00:00,Ice fog.,0,-23,1,0.77,10.27
2017-01-08 07:30:00,Ice fog.,0,-23,1,0.84,10.27
2017-01-08 08:00:00,Ice fog.,0,-23,1,0.77,10.27
2017-01-08 08:30:00,Ice fog.,0,-22,1,0.84,10.28
2017-01-08 09:00:00,Ice fog.,0,-21,1,0.84,10.28
2017-01-08 09:30:00,Ice fog.,0,-20,1,0.77,10.28
2017-01-08 10:00:00,Ice fog.,0,-18,1,0.78,10.28
2017-01-08 10:30:00,Ice fog.,0,-17,1,0.78,10.28
2017-01-08 11:00:00,Ice fog.,0,-16,1,0.72,10.28
2017-01-08 11:30:00,Ice fog.,260,-15,1,0.72,10.28
2017-01-08 12:00:00,Ice fog.,250,-14,2,0.72,10.28
2017-01-08 12:30:00,Haze.,250,-13,1,0.72,10.28
2017-01-08 13:00:00,Haze.,260,-12,1,0.67,10.28
2017-01-08 14:00:00,Partly sunny.,260,-11,1,0.62,10.28
2017-01-08 14:30:00,Haze.,250,-10,1,0.62,10.28
2017-01-08 15:00:00,Partly sunny.,240,-10,2,0.62,10.28
2017-01-08 15:30:00,Scattered clouds.,220,-10,1,0.62,10.28
2017-01-08 16:00:00,Passing clouds.,0,-11,1,0.67,10.28
2017-01-08 16:30:00,Passing clouds.,0,-11,1,0.67,10.28
2017-01-08 17:00:00,Passing clouds.,0,-12,1,0.67,10.28
2017-01-08 17:30:00,Haze.,0,-12,1,0.67,10.28
2017-01-08 18:00:00,Ice fog.,180,-13,1,0.72,10.28
2017-01-08 18:30:00,Ice fog.,220,-14,2,0.72,10.28
2017-01-08 19:00:00,Ice fog.,0,-14,1,0.78,10.28
2017-01-08 19:30:00,Passing clouds.,340,-10,3,0.62,10.28
2017-01-08 20:00:00,Passing clouds.,340,-10,3,0.62,10.28
2017-01-08 20:30:00,Ice fog.,0,-13,1,0.72,10.28
2017-01-08 21:00:00,Ice fog.,170,-13,2,0.78,10.28
2017-01-08 21:30:00,Ice fog.,180,-14,2,0.78,10.28
2017-01-08 22:00:00,Ice fog.,220,-15,2,0.85,10.28
